load_kg,config,phase,guard_scale,limit_prox,unexpected_consumed,raw_ankle_deg,applied_ankle_deg,raw_authority,guarded_authority,hip_blend,com_ap,cop_desired,cop_measured,support_min,support_max,com_speed,contacts,held,reason
0,G2+raw+gain,0.80,0.7753,0.8475,0.2247,1.399,1.493,0.0933,0.0723,0.0000,-0.02499,-0.02107,-0.02342,-0.15472,0.13528,0.00644,8,1,HELD
0,G2+raw+gain,0.80,0.7757,0.8474,0.2243,4.815,3.735,0.3210,0.2490,0.0000,-0.02632,-0.02213,-0.03022,-0.15472,0.13528,0.00388,8,1,HELD
0,G2+raw+gain,0.80,0.7761,0.8473,0.2239,1.266,1.420,0.0844,0.0655,0.0000,-0.02715,-0.02286,-0.02498,-0.15472,0.13528,0.00241,8,1,HELD
0,G2+raw+gain,0.80,0.7761,0.8473,0.2239,4.760,3.694,0.3173,0.2463,0.0000,-0.02766,-0.02319,-0.03119,-0.15472,0.13528,0.00131,8,1,HELD
0,G2+raw+gain,0.80,0.7764,0.8473,0.2236,1.223,1.393,0.0815,0.0633,0.0000,-0.02798,-0.02351,-0.02556,-0.15472,0.13528,0.00080,8,1,HELD
0,G2+raw+gain,0.80,0.7765,0.8472,0.2235,1.215,1.388,0.0810,0.0629,0.0000,-0.02817,-0.02365,-0.02570,-0.15472,0.13528,0.00041,8,1,HELD
0,G2+raw+gain,1.00,0.7759,0.9356,0.2241,6.508,4.439,0.4339,0.3367,0.0000,-0.02536,-0.01880,-0.02974,-0.15472,0.13528,0.00211,8,1,HELD
0,G2+raw+gain,1.00,0.4269,0.9680,0.5731,18.613,7.946,1.2409,0.5297,1.0000,-0.02434,0.00391,-0.02738,-0.15472,0.13528,0.02911,8,1,HELD
0,G2+raw+gain,1.00,0.4011,0.9699,0.5989,12.027,4.824,0.8018,0.3216,0.0000,-0.02051,-0.00124,-0.02145,-0.15472,0.13528,0.00946,8,1,HELD
0,G2+raw+gain,1.00,0.3985,0.9701,0.6015,8.743,3.484,0.5828,0.2323,0.0000,-0.01894,-0.00121,-0.01590,-0.15472,0.13528,0.00463,8,1,HELD
0,G2+raw+gain,1.00,0.3962,0.9703,0.6038,12.068,4.781,0.8045,0.3187,0.0000,-0.01813,-0.00067,-0.02095,-0.15472,0.13528,0.00293,8,1,HELD
0,G2+raw+gain,1.00,0.3961,0.9703,0.6039,8.825,3.495,0.5883,0.2330,0.0000,-0.01765,-0.00035,-0.01518,-0.15472,0.13528,0.00185,8,1,HELD
0,G2+raw+gain,1.00,0.3950,0.9704,0.6050,12.155,4.801,0.8103,0.3201,0.0000,-0.01734,0.00000,-0.02042,-0.15472,0.13528,0.00138,8,1,HELD
0,G2+raw+gain,1.00,0.3954,0.9703,0.6046,9.011,3.563,0.6008,0.2375,0.0000,-0.01712,0.00031,-0.01483,-0.15472,0.13528,0.00112,8,1,HELD
0,G2+raw+gain,1.00,0.3948,0.9704,0.6052,12.432,4.908,0.8288,0.3272,0.0000,-0.01692,0.00078,-0.02011,-0.15472,0.13528,0.00118,8,1,HELD
0,G2+raw+gain,1.00,0.3949,0.9704,0.6051,9.242,3.650,0.6161,0.2433,0.0000,-0.01672,0.00111,-0.01442,-0.15472,0.13528,0.00104,8,1,HELD
0,G2+raw+gain,1.00,0.3946,0.9704,0.6054,9.273,3.659,0.6182,0.2439,0.0000,-0.01656,0.00132,-0.01426,-0.15472,0.13528,0.00087,8,1,HELD
25,G0,0.55,0.0535,0.6197,0.1994,24.923,1.333,1.6616,0.0888,0.0000,-0.04628,-0.03397,-0.05620,-0.15472,0.13528,0.01187,8,1,HELD
25,G0,0.55,0.0000,0.6950,0.2845,124.158,0.000,8.2772,0.0000,0.0000,-0.03921,0.04102,-0.06975,-0.15472,0.13528,0.06539,8,1,HELD
25,G0,0.55,0.5204,0.6939,0.2898,16.654,8.865,1.1103,0.5778,0.0000,-0.02272,0.03124,0.01639,-0.15472,0.13528,0.01300,8,1,HELD
25,G0,0.55,0.4930,0.7021,0.2960,12.228,6.136,0.8152,0.4019,0.0000,-0.02645,-0.01282,-0.02373,-0.15472,0.13528,0.02313,8,1,HELD
25,G0,0.55,0.4897,0.7031,0.3004,14.487,6.340,0.9658,0.4729,0.0000,-0.03175,-0.02343,-0.03635,-0.15472,0.13528,0.01972,8,1,HELD
25,G0,0.55,0.4958,0.7013,0.2907,5.341,3.302,0.3560,0.1765,0.0000,-0.03596,-0.03041,-0.03518,-0.15472,0.13528,0.01592,8,1,HELD
25,G0,0.55,0.4996,0.7001,0.2844,10.603,5.219,0.7068,0.3532,0.0000,-0.03918,-0.03480,-0.04426,-0.15472,0.13528,0.01240,8,1,HELD
25,G0,0.55,0.5017,0.6995,0.2818,3.670,2.780,0.2446,0.1227,0.0000,-0.04134,-0.03656,-0.03983,-0.15472,0.13528,0.00869,8,1,HELD
25,G0,0.55,0.5027,0.6992,0.2810,10.051,4.998,0.6700,0.3368,0.0000,-0.04270,-0.03770,-0.04666,-0.15472,0.13528,0.00565,8,1,HELD
25,G0,0.55,0.5035,0.6989,0.2803,3.175,2.667,0.2116,0.1066,0.0000,-0.04354,-0.03830,-0.04113,-0.15472,0.13528,0.00324,8,1,HELD
25,G0,0.55,0.5039,0.6988,0.2800,3.067,2.638,0.2044,0.1030,0.0000,-0.04405,-0.03871,-0.04144,-0.15472,0.13528,0.00204,8,1,HELD
25,G0,0.80,0.0867,0.8127,0.2897,45.220,4.402,3.0147,0.2614,0.0000,-0.02004,0.01122,-0.02912,-0.15472,0.13528,0.01464,8,1,HELD
25,G0,0.80,0.0000,0.8666,0.3446,182.249,0.000,12.1499,0.0000,0.0000,-0.01157,0.10528,-0.05731,-0.15472,0.13528,0.10245,8,1,HELD
25,G0,0.80,0.0000,0.8679,0.3331,133.200,0.000,8.8800,0.0000,0.0000,0.03410,0.10528,-0.01355,-0.15472,0.13528,0.25204,8,1,HELD
25,G0,0.80,0.0000,0.8680,0.3291,64.372,0.000,4.2915,0.0000,0.0000,0.11561,0.10528,0.04785,-0.15472,0.13528,0.40444,8,1,HELD
25,G0,0.80,0.0000,0.8807,0.4011,0.180,0.000,0.0120,0.0000,0.0000,0.23838,0.13416,0.13400,0.13346,0.13463,0.58830,4,1,HELD
25,G0,0.80,0.0000,0.8726,0.3994,-16.379,0.000,1.0919,0.0000,0.0000,0.45393,0.11701,0.13162,0.09091,0.13441,1.19230,8,1,HELD
25,G0,0.80,0.1400,0.8080,0.1442,30.996,4.340,2.0664,0.2894,0.0000,0.78234,0.15503,0.12737,0.12452,0.17537,0.59875,8,1,HELD
25,G0,0.80,0.1552,0.8034,0.0259,2.535,0.393,0.1690,0.0262,0.0000,0.82911,0.15288,0.12735,0.07181,0.18288,0.15323,8,1,HELD
25,G0,0.80,0.1280,0.8116,0.0423,-5.554,-0.711,0.3703,0.0474,0.0000,0.82112,0.11845,0.09621,0.04397,0.14845,0.01967,8,0,COM_PAST_FRONT
25,G0,0.80,0.1273,0.8118,0.0434,-4.230,-0.538,0.2820,0.0359,0.0000,0.82207,0.12295,0.09946,0.04596,0.15295,0.00389,8,0,COM_PAST_FRONT
25,G0,0.80,0.1230,0.8131,0.0500,81.367,4.100,5.4244,0.6671,0.0000,0.82191,0.12396,0.05137,0.04635,0.15396,0.00649,8,0,COM_PAST_FRONT
25,G0,1.00,0.0000,0.8930,0.0000,15.777,0.000,1.0518,0.0000,0.0000,-1.24933,-0.19242,-0.18915,-1.24933,-1.24933,0.02381,0,1,HELD
25,G0,1.00,0.0000,0.9267,0.0304,15.777,0.000,1.0518,0.0000,0.0000,-1.25408,-0.19242,-0.18915,-1.25408,-1.25408,0.00093,0,1,HELD
25,G0,1.00,0.0000,0.9301,0.0681,15.777,0.000,1.0518,0.0000,0.0000,-1.25453,-0.19242,-0.18915,-1.25453,-1.25453,0.00283,0,1,HELD
25,G0,1.00,0.0000,0.9304,0.0718,15.777,0.000,1.0518,0.0000,0.0000,-1.25456,-0.19242,-0.18915,-1.25456,-1.25456,0.00000,0,1,HELD
25,G0,1.00,0.0000,0.9304,0.0718,15.777,0.000,1.0518,0.0000,0.0000,-1.25456,-0.19242,-0.18915,-1.25456,-1.25456,0.00000,0,1,HELD
25,G0,1.00,0.0000,0.9304,0.0718,15.777,0.000,1.0518,0.0000,0.0000,-1.25456,-0.19242,-0.18915,-1.25456,-1.25456,0.00000,0,1,HELD
25,G0,1.00,0.0000,0.9304,0.0718,15.777,0.000,1.0518,0.0000,0.0000,-1.25456,-0.19242,-0.18915,-1.25456,-1.25456,0.00000,0,1,HELD
25,G0,1.00,0.0000,0.9304,0.0718,15.777,0.000,1.0518,0.0000,0.0000,-1.25456,-0.19242,-0.18915,-1.25456,-1.25456,0.00000,0,1,HELD
25,G0,1.00,0.0000,0.9304,0.0718,15.777,0.000,1.0518,0.0000,0.0000,-1.25456,-0.19242,-0.18915,-1.25456,-1.25456,0.00000,0,0,LOST_PLANTAR_CONTACT
25,G0,1.00,0.0000,0.9304,0.0718,15.777,0.000,1.0518,0.0000,0.0000,-1.25456,-0.19242,-0.18915,-1.25456,-1.25456,0.00000,0,0,LOST_PLANTAR_CONTACT
25,G0,1.00,0.0000,0.9304,0.0718,15.777,0.000,1.0518,0.0000,0.0000,-1.25456,-0.19242,-0.18915,-1.25456,-1.25456,0.00000,0,0,LOST_PLANTAR_CONTACT
25,G1,0.55,0.0527,0.6198,0.1994,25.076,1.322,1.6718,0.0881,0.0000,-0.04648,-0.03476,-0.05713,-0.15472,0.13528,0.01139,8,1,HELD
25,G1,0.55,0.0000,0.6951,0.2847,121.609,0.000,8.1072,0.0000,0.0000,-0.03969,0.03842,-0.07007,-0.15472,0.13528,0.06411,8,1,HELD
25,G1,0.55,1.0000,0.6937,0.2911,11.581,9.780,0.7721,0.7721,0.0000,-0.02360,0.02511,0.01478,-0.15472,0.13528,0.01036,8,1,HELD
25,G1,0.55,0.7791,0.7017,0.2941,4.905,4.954,0.3270,0.2548,0.0000,-0.02830,-0.02036,-0.02474,-0.15472,0.13528,0.02571,8,1,HELD
25,G1,0.55,1.0000,0.7027,0.2981,9.570,5.987,0.6380,0.6380,0.0000,-0.03420,-0.03110,-0.03963,-0.15472,0.13528,0.02085,8,1,HELD
25,G1,0.55,1.0000,0.7008,0.2884,-0.082,3.083,0.0055,0.0055,0.0000,-0.03866,-0.03779,-0.03772,-0.15472,0.13528,0.01606,8,1,HELD
25,G1,0.55,1.0000,0.6997,0.2820,4.912,4.912,0.3275,0.3275,0.0000,-0.04188,-0.04211,-0.04649,-0.15472,0.13528,0.01238,8,1,HELD
25,G1,0.55,1.0000,0.6991,0.2796,-1.515,2.530,0.1010,0.1010,0.0000,-0.04404,-0.04378,-0.04243,-0.15472,0.13528,0.00862,8,1,HELD
25,G1,0.55,0.9726,0.6988,0.2787,5.628,4.737,0.3752,0.3650,0.0000,-0.04534,-0.04433,-0.04935,-0.15472,0.13528,0.00523,8,1,HELD
25,G1,0.55,1.0000,0.6986,0.2781,-1.326,2.445,0.0884,0.0884,0.0000,-0.04606,-0.04465,-0.04347,-0.15472,0.13528,0.00285,8,1,HELD
25,G1,0.55,1.0000,0.6985,0.2780,-1.810,2.445,0.1206,0.1206,0.0000,-0.04651,-0.04524,-0.04363,-0.15472,0.13528,0.00199,8,1,HELD
25,G1,0.80,0.0370,0.8120,0.2873,46.408,1.719,3.0939,0.1146,0.0000,-0.02135,0.00080,-0.04060,-0.15472,0.13528,0.02184,8,1,HELD
25,G1,0.80,0.0000,0.8656,0.3478,143.523,2.292,9.5682,0.0000,0.0000,-0.01753,0.09032,-0.03772,-0.15472,0.13528,0.07712,8,1,HELD
25,G1,0.80,1.0000,0.8605,0.3348,9.442,9.442,0.6294,0.6294,0.0000,-0.00462,0.03958,0.03116,-0.15472,0.13528,0.02107,8,1,HELD
25,G1,0.80,0.6990,0.8693,0.3389,13.928,8.540,0.9285,0.6490,0.0000,-0.01591,-0.00927,-0.02169,-0.15472,0.13528,0.04674,8,1,HELD
25,G1,0.80,1.0000,0.8697,0.3404,2.624,4.814,0.1749,0.1749,0.0000,-0.02597,-0.02392,-0.02626,-0.15472,0.13528,0.03518,8,1,HELD
25,G1,0.80,1.0000,0.8672,0.3266,8.069,6.039,0.5380,0.5380,0.0000,-0.03330,-0.03277,-0.03997,-0.15472,0.13528,0.02466,8,1,HELD
25,G1,0.80,1.0000,0.8656,0.3175,2.460,3.090,0.1640,0.1640,0.0000,-0.03841,-0.03769,-0.03989,-0.15472,0.13528,0.01591,8,1,HELD
25,G1,0.80,0.9871,0.8650,0.3137,10.226,5.868,0.6817,0.6729,0.0000,-0.04110,-0.03718,-0.04630,-0.15472,0.13528,0.00762,8,1,HELD
25,G1,0.80,1.0000,0.8649,0.3133,3.337,4.351,0.2224,0.2224,0.0000,-0.04236,-0.03716,-0.04014,-0.15472,0.13528,0.00415,8,1,HELD
25,G1,0.80,0.9527,0.8651,0.3141,9.525,6.643,0.6350,0.6050,0.0000,-0.04311,-0.03789,-0.04639,-0.15472,0.13528,0.00305,8,1,HELD
25,G1,0.80,0.9591,0.8651,0.3144,8.509,6.643,0.5673,0.5441,0.0000,-0.04365,-0.03902,-0.04661,-0.15472,0.13528,0.00280,8,1,HELD
25,G1,1.00,1.0000,0.9488,0.3171,3.052,7.344,0.2034,0.2034,0.0000,-0.03115,-0.01796,-0.02068,-0.15472,0.13528,0.01179,8,1,HELD
25,G1,1.00,0.1624,0.9673,0.5642,44.525,7.183,2.9683,0.4820,0.0000,-0.03492,-0.01331,-0.05304,-0.15472,0.13528,0.02851,8,1,HELD
25,G1,1.00,1.0000,0.9691,0.5883,7.851,6.321,0.5234,0.5234,0.0000,-0.03643,-0.03188,-0.03888,-0.15472,0.13528,0.01409,8,1,HELD
25,G1,1.00,0.9441,0.9699,0.5989,3.006,3.582,0.2004,0.1892,0.0000,-0.03950,-0.03561,-0.03829,-0.15472,0.13528,0.02033,8,1,HELD
25,G1,1.00,0.9145,0.9707,0.6090,7.772,5.874,0.5181,0.4738,0.0000,-0.04134,-0.03732,-0.04425,-0.15472,0.13528,0.01238,8,1,HELD
25,G1,1.00,1.0000,0.9708,0.6106,0.308,3.384,0.0206,0.0206,0.0000,-0.04291,-0.04050,-0.04078,-0.15472,0.13528,0.00791,8,1,HELD
25,G1,1.00,1.0000,0.9705,0.6066,5.926,5.676,0.3951,0.3951,0.0000,-0.04408,-0.04180,-0.04709,-0.15472,0.13528,0.01048,8,1,HELD
25,G1,1.00,1.0000,0.9704,0.6054,-0.039,3.295,0.0026,0.0026,0.0000,-0.04489,-0.04238,-0.04235,-0.15472,0.13528,0.00331,8,1,HELD
25,G1,1.00,0.9543,0.9707,0.6093,6.660,5.587,0.4440,0.4237,0.0000,-0.04527,-0.04226,-0.04820,-0.15472,0.13528,0.00485,8,1,HELD
25,G1,1.00,1.0000,0.9708,0.6107,0.251,3.295,0.0167,0.0167,0.0000,-0.04544,-0.04230,-0.04252,-0.15472,0.13528,0.00357,8,1,HELD
25,G1,1.00,1.0000,0.9706,0.6084,0.326,3.295,0.0217,0.0217,0.0000,-0.04552,-0.04228,-0.04257,-0.15472,0.13528,0.00059,8,1,HELD
25,G2,0.55,0.0562,0.6197,0.1991,24.678,1.387,1.6452,0.0925,0.0000,-0.04659,-0.03481,-0.05683,-0.15472,0.13528,0.01121,8,1,HELD
25,G2,0.55,0.0000,0.6950,0.2846,121.239,0.000,8.0826,0.0000,0.0000,-0.03980,0.03804,-0.07012,-0.15472,0.13528,0.06395,8,1,HELD
25,G2,0.55,0.7098,0.6942,0.2902,10.898,9.809,0.7266,0.5157,0.0000,-0.02374,0.02687,0.01715,-0.15472,0.13528,0.01166,8,1,HELD
25,G2,0.55,0.6923,0.7021,0.2962,11.579,7.474,0.7720,0.5344,0.0000,-0.02792,-0.01839,-0.02872,-0.15472,0.13528,0.02474,8,1,HELD
25,G2,0.55,0.7011,0.7028,0.2989,5.493,3.852,0.3662,0.2568,0.0000,-0.03355,-0.02873,-0.03363,-0.15472,0.13528,0.02019,8,1,HELD
25,G2,0.55,0.7110,0.7010,0.2890,7.908,5.499,0.5272,0.3748,0.0000,-0.03780,-0.03551,-0.04257,-0.15472,0.13528,0.01603,8,1,HELD
25,G2,0.55,0.7173,0.6998,0.2827,0.911,2.767,0.0608,0.0436,0.0000,-0.04098,-0.03927,-0.04008,-0.15472,0.13528,0.01195,8,1,HELD
25,G2,0.55,0.7195,0.6993,0.2805,7.167,4.900,0.4778,0.3438,0.0000,-0.04309,-0.04124,-0.04763,-0.15472,0.13528,0.00856,8,1,HELD
25,G2,0.55,0.7205,0.6990,0.2795,0.019,2.584,0.0013,0.0009,0.0000,-0.04440,-0.04212,-0.04214,-0.15472,0.13528,0.00547,8,1,HELD
25,G2,0.55,0.7209,0.6988,0.2791,6.696,4.823,0.4464,0.3218,0.0000,-0.04522,-0.04277,-0.04874,-0.15472,0.13528,0.00317,8,1,HELD
25,G2,0.55,0.7213,0.6987,0.2787,6.707,4.787,0.4471,0.3225,0.0000,-0.04571,-0.04312,-0.04910,-0.15472,0.13528,0.00201,8,1,HELD
25,G2,0.80,0.1376,0.8125,0.2891,50.366,3.898,3.3577,0.4622,0.0000,-0.02106,0.00217,-0.04277,-0.15472,0.13528,0.02130,8,1,HELD
25,G2,0.80,0.0000,0.8660,0.3503,137.413,2.292,9.1608,0.0000,0.0000,-0.01846,0.08377,-0.03882,-0.15472,0.13528,0.07203,8,1,HELD
25,G2,0.80,0.6661,0.8625,0.3339,12.889,10.582,0.8593,0.5723,0.0000,-0.00693,0.03409,0.02259,-0.15472,0.13528,0.02102,8,1,HELD
25,G2,0.80,0.6593,0.8698,0.3407,9.301,7.080,0.6200,0.4088,0.0000,-0.01701,-0.00848,-0.01678,-0.15472,0.13528,0.04268,8,1,HELD
25,G2,0.80,0.6606,0.8696,0.3394,10.223,6.754,0.6815,0.4502,0.0000,-0.02628,-0.02213,-0.03125,-0.15472,0.13528,0.03219,8,1,HELD
25,G2,0.80,0.6747,0.8670,0.3253,4.594,4.420,0.3063,0.2066,0.0000,-0.03282,-0.02873,-0.03283,-0.15472,0.13528,0.02125,8,1,HELD
25,G2,0.80,0.6820,0.8658,0.3180,9.443,5.649,0.6295,0.4293,0.0000,-0.03743,-0.03506,-0.04349,-0.15472,0.13528,0.01558,8,1,HELD
25,G2,0.80,0.6849,0.8652,0.3151,2.020,3.255,0.1347,0.0922,0.0000,-0.04044,-0.03752,-0.03932,-0.15472,0.13528,0.00991,8,1,HELD
25,G2,0.80,0.6859,0.8651,0.3141,8.358,5.436,0.5572,0.3822,0.0000,-0.04236,-0.03909,-0.04655,-0.15472,0.13528,0.00637,8,1,HELD
25,G2,0.80,0.6866,0.8649,0.3134,1.367,3.074,0.0911,0.0626,0.0000,-0.04355,-0.04017,-0.04139,-0.15472,0.13528,0.00435,8,1,HELD
25,G2,0.80,0.6868,0.8649,0.3132,1.145,3.049,0.0763,0.0524,0.0000,-0.04429,-0.04077,-0.04179,-0.15472,0.13528,0.00303,8,1,HELD
25,G2,1.00,0.6860,0.9485,0.3140,7.513,6.582,0.5008,0.3436,0.0000,-0.03041,-0.01466,-0.02136,-0.15472,0.13528,0.00970,8,1,HELD
25,G2,1.00,0.2213,0.9673,0.5639,52.981,6.875,3.5321,0.7817,0.0000,-0.03357,-0.01116,-0.05843,-0.15472,0.13528,0.02807,8,1,HELD
25,G2,1.00,0.4134,0.9690,0.5866,17.158,6.848,1.1439,0.4729,0.0000,-0.03364,-0.02093,-0.03623,-0.15472,0.13528,0.00783,8,1,HELD
25,G2,1.00,0.4059,0.9696,0.5941,10.431,4.493,0.6954,0.2822,0.0000,-0.03516,-0.02289,-0.03219,-0.15472,0.13528,0.01867,8,1,HELD
25,G2,1.00,0.3963,0.9703,0.6037,15.391,6.099,1.0261,0.4066,0.0000,-0.03654,-0.02580,-0.03953,-0.15472,0.13528,0.01206,8,1,HELD
25,G2,1.00,0.3944,0.9704,0.6056,9.024,3.701,0.6016,0.2373,0.0000,-0.03768,-0.02735,-0.03540,-0.15472,0.13528,0.00690,8,1,HELD
25,G2,1.00,0.3984,0.9701,0.6016,15.021,5.980,1.0014,0.3989,0.0000,-0.03846,-0.02807,-0.04147,-0.15472,0.13528,0.01023,8,1,HELD
25,G2,1.00,0.3997,0.9700,0.6003,8.624,3.660,0.5749,0.2298,0.0000,-0.03897,-0.02862,-0.03631,-0.15472,0.13528,0.00268,8,1,HELD
25,G2,1.00,0.3960,0.9703,0.6040,14.983,5.927,0.9989,0.3956,0.0000,-0.03929,-0.02880,-0.04216,-0.15472,0.13528,0.00524,8,1,HELD
25,G2,1.00,0.3945,0.9704,0.6055,8.737,3.630,0.5825,0.2298,0.0000,-0.03947,-0.02892,-0.03672,-0.15472,0.13528,0.00381,8,1,HELD
25,G2,1.00,0.3966,0.9703,0.6034,8.852,3.630,0.5901,0.2340,0.0000,-0.03957,-0.02891,-0.03681,-0.15472,0.13528,0.00066,8,1,HELD
25,G2+raw,0.55,0.0598,0.6194,0.1987,24.032,1.438,1.6021,0.0958,1.0000,-0.04687,-0.03541,-0.05685,-0.15472,0.13528,0.01133,8,1,HELD
25,G2+raw,0.55,0.0000,0.6897,0.2801,121.910,0.000,8.1273,0.0000,1.0000,-0.03970,0.04180,-0.06696,-0.15472,0.13528,0.06731,8,1,HELD
25,G2+raw,0.55,0.7257,0.6929,0.2743,12.730,9.237,0.8486,0.6158,0.0000,-0.02716,0.00645,-0.00491,-0.15472,0.13528,0.00639,8,1,HELD
25,G2+raw,0.55,0.7071,0.7015,0.2929,4.792,5.387,0.3194,0.2259,0.0000,-0.03120,-0.02163,-0.02590,-0.15472,0.13528,0.01924,8,1,HELD
25,G2+raw,0.55,0.7046,0.7022,0.2954,12.948,6.647,0.8632,0.6082,0.0881,-0.03556,-0.02979,-0.04134,-0.15472,0.13528,0.01591,8,1,HELD
25,G2+raw,0.55,0.7130,0.7007,0.2870,3.324,3.004,0.2216,0.1580,0.0000,-0.03889,-0.03506,-0.03802,-0.15472,0.13528,0.01280,8,1,HELD
25,G2+raw,0.55,0.7178,0.6997,0.2822,9.269,4.968,0.6179,0.4436,0.0000,-0.04146,-0.03831,-0.04658,-0.15472,0.13528,0.01002,8,1,HELD
25,G2+raw,0.55,0.7199,0.6992,0.2801,1.641,2.677,0.1094,0.0787,0.0000,-0.04306,-0.03950,-0.04096,-0.15472,0.13528,0.00732,8,1,HELD
25,G2+raw,0.55,0.7202,0.6990,0.2798,6.793,4.892,0.4529,0.3262,0.0000,-0.04416,-0.04133,-0.04739,-0.15472,0.13528,0.00534,8,1,HELD
25,G2+raw,0.55,0.7207,0.6988,0.2793,0.036,2.556,0.0024,0.0017,0.0000,-0.04499,-0.04232,-0.04235,-0.15472,0.13528,0.00331,8,1,HELD
25,G2+raw,0.55,0.7213,0.6987,0.2787,-0.102,2.496,0.0068,0.0049,0.0000,-0.04555,-0.04293,-0.04284,-0.15472,0.13528,0.00227,8,1,HELD
25,G2+raw,0.80,0.2946,0.8130,0.2926,15.675,4.618,1.0450,0.3078,1.0000,-0.03103,-0.02120,-0.03518,-0.15472,0.13528,0.01925,8,1,HELD
25,G2+raw,0.80,0.3637,0.8622,0.3406,89.269,13.751,5.9513,2.1645,1.0000,-0.02937,0.04475,-0.03489,-0.15472,0.13528,0.05629,8,1,HELD
25,G2+raw,0.80,0.6660,0.8667,0.3340,13.336,8.487,0.8891,0.5922,0.2604,-0.02622,-0.00849,-0.02039,-0.15472,0.13528,0.01643,8,1,HELD
25,G2+raw,0.80,0.6701,0.8679,0.3299,8.165,5.471,0.5443,0.3647,0.0000,-0.03122,-0.02389,-0.03118,-0.15472,0.13528,0.02076,8,1,HELD
25,G2+raw,0.80,0.6765,0.8669,0.3235,11.333,5.932,0.7555,0.5111,0.0000,-0.03574,-0.03132,-0.04143,-0.15472,0.13528,0.01632,8,1,HELD
25,G2+raw,0.80,0.6821,0.8658,0.3179,1.843,3.491,0.1229,0.0838,0.0000,-0.03905,-0.03582,-0.03746,-0.15472,0.13528,0.01191,8,1,HELD
25,G2+raw,0.80,0.6848,0.8653,0.3152,8.171,5.596,0.5447,0.3730,0.0000,-0.04135,-0.03794,-0.04523,-0.15472,0.13528,0.00781,8,1,HELD
25,G2+raw,0.80,0.6864,0.8650,0.3136,1.817,3.181,0.1211,0.0831,0.0000,-0.04282,-0.03899,-0.04061,-0.15472,0.13528,0.00488,8,1,HELD
25,G2+raw,0.80,0.6866,0.8649,0.3134,7.845,5.387,0.5230,0.3591,0.0000,-0.04379,-0.04022,-0.04722,-0.15472,0.13528,0.00373,8,1,HELD
25,G2+raw,0.80,0.6869,0.8649,0.3131,1.186,3.074,0.0791,0.0543,0.0000,-0.04443,-0.04077,-0.04183,-0.15472,0.13528,0.00277,8,1,HELD
25,G2+raw,0.80,0.6869,0.8649,0.3131,1.157,3.033,0.0772,0.0530,0.0000,-0.04484,-0.04114,-0.04217,-0.15472,0.13528,0.00211,8,1,HELD
25,G2+raw,1.00,0.6719,0.9496,0.3281,9.242,6.210,0.6162,0.4140,0.0000,-0.03782,-0.02120,-0.02944,-0.15472,0.13528,0.00438,8,1,HELD
25,G2+raw,1.00,0.0584,0.9676,0.5685,66.831,3.902,4.4554,0.2602,1.0000,-0.03706,-0.00468,-0.06430,-0.15472,0.13528,0.03533,8,1,HELD
25,G2+raw,1.00,0.4169,0.9687,0.5831,10.421,4.558,0.6948,0.2896,0.0000,-0.03399,-0.01730,-0.02660,-0.15472,0.13528,0.00810,8,1,HELD
25,G2+raw,1.00,0.4093,0.9693,0.5907,15.282,6.255,1.0188,0.4170,1.0000,-0.03536,-0.02412,-0.03775,-0.15472,0.13528,0.01686,8,1,HELD
25,G2+raw,1.00,0.3991,0.9701,0.6009,8.829,3.751,0.5886,0.2349,0.0000,-0.03691,-0.02674,-0.03462,-0.15472,0.13528,0.01405,8,1,HELD
25,G2+raw,1.00,0.3963,0.9703,0.6037,15.043,5.941,1.0029,0.3974,1.0000,-0.03802,-0.02790,-0.04132,-0.15472,0.13528,0.00494,8,1,HELD
25,G2+raw,1.00,0.4001,0.9700,0.5999,8.480,3.639,0.5654,0.2262,0.0000,-0.03875,-0.02862,-0.03618,-0.15472,0.13528,0.01032,8,1,HELD
25,G2+raw,1.00,0.4020,0.9699,0.5980,14.705,5.911,0.9803,0.3941,0.8689,-0.03922,-0.02902,-0.04214,-0.15472,0.13528,0.00376,8,1,HELD
25,G2+raw,1.00,0.3988,0.9701,0.6012,8.339,3.599,0.5559,0.2217,0.0000,-0.03952,-0.02932,-0.03676,-0.15472,0.13528,0.00460,8,1,HELD
25,G2+raw,1.00,0.3965,0.9703,0.6035,14.833,5.879,0.9888,0.3921,0.9256,-0.03969,-0.02933,-0.04256,-0.15472,0.13528,0.00427,8,1,HELD
25,G2+raw,1.00,0.3982,0.9701,0.6018,14.919,5.879,0.9946,0.3961,0.9641,-0.03978,-0.02934,-0.04265,-0.15472,0.13528,0.00036,8,1,HELD
25,G2+raw+gain,0.55,0.0532,0.6196,0.1994,18.498,0.984,1.2332,0.0656,1.0000,-0.04540,-0.02674,-0.05782,-0.15472,0.13528,0.01495,8,1,HELD
25,G2+raw+gain,0.55,0.0000,0.6878,0.2770,73.581,0.000,4.9054,0.0000,1.0000,-0.03636,0.05945,-0.06421,-0.15472,0.13528,0.07582,8,1,HELD
25,G2+raw+gain,0.55,0.7326,0.6880,0.2674,12.481,9.144,0.8321,0.6096,0.0000,-0.02156,0.02773,0.00676,-0.15472,0.13528,0.00758,8,1,HELD
25,G2+raw+gain,0.55,0.6419,0.6990,0.2889,14.418,8.831,0.9612,0.6170,0.7413,-0.02493,0.00150,-0.02273,-0.15472,0.13528,0.01297,8,1,HELD
