tick,sq,state,failure_reason,com_ap,com_vel_ap,capture_ap,sup_ap_min,sup_ap_max,cop_ap,has_cop,contacts,slip_mps,pelvis_y,trunk_pitch_deg,sad_attached,sad_sep_m,sad_force_n,sad_torque_nm,sad_dev_x_deg,sad_dev_y_deg,sad_dev_z_deg,bar_d_ap_m,bar_d_up_m,bar_d_lat_m,max_demand,max_demand_joint,max_torque_ratio,max_torque_joint,chain_demand,chain_demand_joint,chain_track_err_deg,chain_track_joint,chain_limit_prox,chain_limit_joint,chain_cmd_offset_deg,chain_cmd_joint,posture_err_rad,posture_worst_joint,max_omega,max_speed
68,0.2070,DESCENT,NONE,-0.0484,0.0007,-0.0482,-0.1547,0.1353,-0.0539,1,8,0.0020,0.9525,6.22,1,0.0064,0.0,0.0,0.13,0.10,-0.10,-0.0387,-0.0675,-0.0002,0.235,right_upper_arm,0.068,left_upper_arm,0.051,right_thigh,8.59,left_thigh,0.225,right_foot,2.92,left_foot,0.1507,left_thigh,1.19,0.28
69,0.2100,DESCENT,NONE,-0.0484,0.0009,-0.0481,-0.1547,0.1353,-0.0473,1,8,0.0018,0.9517,6.50,1,0.0064,0.0,0.0,0.13,0.10,-0.10,-0.0387,-0.0675,-0.0002,0.234,right_upper_arm,0.068,left_upper_arm,0.050,left_thigh,8.54,left_thigh,0.228,right_foot,0.63,right_foot,0.1499,left_thigh,1.19,0.29
70,0.2130,DESCENT,NONE,-0.0484,0.0010,-0.0481,-0.1547,0.1353,-0.0528,1,8,0.0021,0.9509,6.79,1,0.0064,0.0,0.0,0.12,0.10,-0.09,-0.0387,-0.0675,-0.0002,0.235,right_upper_arm,0.068,left_upper_arm,0.050,left_thigh,8.49,left_thigh,0.230,right_foot,2.92,left_foot,0.1490,left_thigh,1.19,0.29
71,0.2160,DESCENT,NONE,-0.0484,0.0012,-0.0480,-0.1547,0.1353,-0.0461,1,8,0.0019,0.9501,7.08,1,0.0064,0.0,0.0,0.12,0.10,-0.09,-0.0387,-0.0674,-0.0002,0.234,right_upper_arm,0.067,left_upper_arm,0.049,left_thigh,8.43,left_thigh,0.233,right_foot,0.63,left_foot,0.1481,left_thigh,1.19,0.29
72,0.2190,DESCENT,NONE,-0.0484,0.0012,-0.0480,-0.1547,0.1353,-0.0515,1,8,0.0021,0.9493,7.36,1,0.0064,0.0,0.0,0.11,0.10,-0.09,-0.0387,-0.0674,-0.0002,0.235,right_upper_arm,0.067,left_upper_arm,0.049,left_thigh,8.38,left_thigh,0.235,right_foot,2.92,left_foot,0.1472,left_thigh,1.19,0.29
73,0.2220,DESCENT,NONE,-0.0484,0.0013,-0.0479,-0.1547,0.1353,-0.0456,1,8,0.0018,0.9484,7.65,1,0.0063,0.0,0.0,0.11,0.10,-0.09,-0.0387,-0.0674,-0.0002,0.234,right_upper_arm,0.067,left_upper_arm,0.049,left_thigh,8.33,left_thigh,0.237,right_foot,0.63,left_foot,0.1463,left_thigh,1.18,0.29
74,0.2250,DESCENT,NONE,-0.0483,0.0012,-0.0480,-0.1547,0.1353,-0.0512,1,8,0.0021,0.9475,7.94,1,0.0063,0.0,0.0,0.10,0.10,-0.09,-0.0386,-0.0674,-0.0002,0.235,right_upper_arm,0.067,left_upper_arm,0.049,left_thigh,8.27,left_thigh,0.240,right_foot,2.93,left_foot,0.1453,left_thigh,1.19,0.29
75,0.2280,DESCENT,NONE,-0.0483,0.0012,-0.0479,-0.1547,0.1353,-0.0458,1,8,0.0018,0.9467,8.22,1,0.0063,0.0,0.0,0.10,0.10,-0.09,-0.0386,-0.0674,-0.0002,0.235,right_upper_arm,0.067,left_upper_arm,0.048,left_thigh,8.22,left_thigh,0.242,right_foot,0.64,left_foot,0.1444,left_thigh,1.18,0.29
76,0.2310,DESCENT,NONE,-0.0483,0.0011,-0.0479,-0.1547,0.1353,-0.0513,1,8,0.0020,0.9458,8.51,1,0.0063,0.0,0.0,0.09,0.10,-0.09,-0.0386,-0.0674,-0.0002,0.235,right_upper_arm,0.067,left_upper_arm,0.048,left_thigh,8.17,left_thigh,0.245,right_foot,2.93,right_foot,0.1435,left_thigh,1.19,0.29
77,0.2340,DESCENT,NONE,-0.0483,0.0011,-0.0479,-0.1547,0.1353,-0.0460,1,8,0.0018,0.9448,8.80,1,0.0063,0.0,0.0,0.08,0.11,-0.08,-0.0386,-0.0674,-0.0002,0.235,right_upper_arm,0.067,left_upper_arm,0.047,left_thigh,8.11,left_thigh,0.247,right_foot,0.64,left_foot,0.1425,left_thigh,1.32,0.30
78,0.2370,DESCENT,NONE,-0.0483,0.0011,-0.0479,-0.1547,0.1353,-0.0517,1,8,0.0020,0.9439,9.09,1,0.0063,0.0,0.0,0.08,0.11,-0.08,-0.0386,-0.0674,-0.0002,0.232,right_upper_arm,0.067,left_upper_arm,0.047,left_thigh,8.05,left_thigh,0.250,right_foot,2.93,left_foot,0.1415,left_thigh,1.35,0.30
79,0.2400,DESCENT,NONE,-0.0483,0.0013,-0.0479,-0.1547,0.1353,-0.0463,1,8,0.0018,0.9430,9.37,1,0.0063,0.0,0.0,0.07,0.11,-0.07,-0.0386,-0.0674,-0.0002,0.233,right_upper_arm,0.066,left_upper_arm,0.046,left_thigh,8.00,left_thigh,0.252,right_foot,0.64,left_foot,0.1406,left_thigh,1.32,0.30
80,0.2430,DESCENT,NONE,-0.0483,0.0013,-0.0478,-0.1547,0.1353,-0.0521,1,8,0.0021,0.9420,9.66,1,0.0062,0.0,0.0,0.07,0.11,-0.07,-0.0386,-0.0674,-0.0002,0.234,right_upper_arm,0.066,left_upper_arm,0.046,left_thigh,7.94,left_thigh,0.255,right_foot,2.93,left_foot,0.1396,left_thigh,1.29,0.30
81,0.2460,DESCENT,NONE,-0.0482,0.0015,-0.0477,-0.1547,0.1353,-0.0467,1,8,0.0019,0.9410,9.95,1,0.0062,0.0,0.0,0.07,0.11,-0.07,-0.0386,-0.0673,-0.0002,0.234,right_upper_arm,0.066,left_upper_arm,0.046,left_thigh,7.88,left_thigh,0.257,right_foot,1.02,left_foot,0.1386,left_thigh,1.26,0.30
82,0.2490,DESCENT,NONE,-0.0482,0.0016,-0.0477,-0.1547,0.1353,-0.0523,1,8,0.0022,0.9400,10.23,1,0.0062,0.0,0.0,0.06,0.11,-0.06,-0.0386,-0.0673,-0.0002,0.234,right_upper_arm,0.066,left_upper_arm,0.046,left_thigh,7.82,left_thigh,0.259,right_foot,3.30,right_foot,0.1375,left_thigh,1.23,0.30
83,0.2520,DESCENT,NONE,-0.0482,0.0018,-0.0476,-0.1547,0.1353,-0.0458,1,8,0.0019,0.9390,10.51,1,0.0062,0.0,0.0,0.06,0.11,-0.06,-0.0385,-0.0673,-0.0002,0.234,right_upper_arm,0.066,left_upper_arm,0.045,left_thigh,7.77,left_thigh,0.262,right_foot,1.02,left_foot,0.1366,left_thigh,1.21,0.30
84,0.2550,DESCENT,NONE,-0.0482,0.0019,-0.0475,-0.1547,0.1353,-0.0515,1,8,0.0022,0.9381,10.80,1,0.0062,0.0,0.0,0.05,0.11,-0.06,-0.0385,-0.0673,-0.0002,0.234,right_upper_arm,0.066,left_upper_arm,0.046,left_thigh,7.73,left_thigh,0.264,right_foot,3.31,left_foot,0.1356,left_thigh,1.03,0.30
85,0.2580,DESCENT,NONE,-0.0481,0.0021,-0.0475,-0.1547,0.1353,-0.0451,1,8,0.0020,0.9370,11.08,1,0.0062,0.0,0.0,0.05,0.11,-0.05,-0.0385,-0.0673,-0.0002,0.235,right_upper_arm,0.066,left_upper_arm,0.045,left_thigh,7.68,left_thigh,0.266,right_foot,1.03,left_foot,0.1349,left_thigh,1.01,0.30
86,0.2610,DESCENT,NONE,-0.0481,0.0021,-0.0474,-0.1547,0.1353,-0.0505,1,8,0.0022,0.9360,11.35,1,0.0062,0.0,0.0,0.04,0.11,-0.05,-0.0385,-0.0673,-0.0002,0.234,right_upper_arm,0.066,left_upper_arm,0.047,left_thigh,7.65,left_thigh,0.269,right_foot,3.31,left_foot,0.1341,left_thigh,1.00,0.30
87,0.2640,DESCENT,NONE,-0.0481,0.0022,-0.0474,-0.1547,0.1353,-0.0454,1,8,0.0019,0.9350,11.63,1,0.0062,0.0,0.0,0.04,0.11,-0.05,-0.0385,-0.0673,-0.0002,0.234,right_upper_arm,0.066,left_upper_arm,0.047,left_thigh,7.64,left_thigh,0.271,right_foot,1.18,left_foot,0.1335,left_thigh,0.98,0.30
88,0.2670,DESCENT,NONE,-0.0481,0.0022,-0.0473,-0.1547,0.1353,-0.0508,1,8,0.0022,0.9340,11.91,1,0.0062,0.0,0.0,0.03,0.11,-0.04,-0.0385,-0.0673,-0.0002,0.235,right_upper_arm,0.066,left_upper_arm,0.047,left_thigh,7.63,left_thigh,0.273,right_foot,3.46,left_foot,0.1333,left_thigh,0.99,0.30
89,0.2700,DESCENT,NONE,-0.0480,0.0024,-0.0473,-0.1547,0.1353,-0.0445,1,8,0.0020,0.9330,12.18,1,0.0061,0.0,0.0,0.03,0.11,-0.04,-0.0384,-0.0673,-0.0002,0.235,right_upper_arm,0.065,left_upper_arm,0.048,left_thigh,7.61,left_thigh,0.275,right_foot,1.19,left_foot,0.1332,left_thigh,0.98,0.30
90,0.2730,DESCENT,NONE,-0.0480,0.0024,-0.0472,-0.1547,0.1353,-0.0501,1,8,0.0022,0.9320,12.45,1,0.0061,0.0,0.0,0.02,0.11,-0.04,-0.0384,-0.0673,-0.0002,0.235,right_upper_arm,0.065,left_upper_arm,0.049,left_thigh,7.63,left_thigh,0.277,right_foot,3.47,left_foot,0.1329,left_thigh,0.98,0.30
91,0.2760,DESCENT,NONE,-0.0480,0.0025,-0.0472,-0.1547,0.1353,-0.0446,1,8,0.0020,0.9310,12.72,1,0.0061,0.0,0.0,0.02,0.11,-0.03,-0.0384,-0.0673,-0.0002,0.235,right_upper_arm,0.065,left_upper_arm,0.048,left_thigh,7.64,left_thigh,0.280,right_foot,1.19,left_foot,0.1332,left_thigh,0.97,0.30
92,0.2790,DESCENT,NONE,-0.0479,0.0025,-0.0471,-0.1547,0.1353,-0.0498,1,8,0.0022,0.9299,12.99,1,0.0061,0.0,0.0,0.01,0.11,-0.03,-0.0384,-0.0673,-0.0002,0.235,right_upper_arm,0.065,left_upper_arm,0.048,left_thigh,7.65,left_thigh,0.282,right_foot,3.47,left_foot,0.1334,left_thigh,0.97,0.30
93,0.2820,DESCENT,NONE,-0.0479,0.0026,-0.0471,-0.1547,0.1353,-0.0442,1,8,0.0020,0.9289,13.26,1,0.0061,0.0,0.0,0.01,0.11,-0.03,-0.0384,-0.0673,-0.0002,0.235,right_upper_arm,0.065,left_upper_arm,0.049,left_thigh,7.66,left_thigh,0.284,right_foot,1.20,left_foot,0.1335,left_thigh,0.96,0.30
94,0.2850,DESCENT,NONE,-0.0479,0.0026,-0.0470,-0.1547,0.1353,-0.0499,1,8,0.0022,0.9278,13.53,1,0.0061,0.0,0.0,0.01,0.12,-0.02,-0.0384,-0.0673,-0.0002,0.235,right_upper_arm,0.065,left_upper_arm,0.050,left_thigh,7.69,left_thigh,0.286,right_foot,3.47,left_foot,0.1338,left_thigh,0.96,0.30
95,0.2880,DESCENT,NONE,-0.0479,0.0026,-0.0470,-0.1547,0.1353,-0.0443,1,8,0.0020,0.9267,13.80,1,0.0060,0.0,0.0,0.01,0.12,-0.02,-0.0383,-0.0672,-0.0002,0.235,right_upper_arm,0.065,left_upper_arm,0.050,left_thigh,7.71,left_thigh,0.288,right_foot,1.20,left_foot,0.1343,left_thigh,0.96,0.30
96,0.2910,DESCENT,NONE,-0.0478,0.0027,-0.0469,-0.1547,0.1353,-0.0497,1,8,0.0022,0.9256,14.07,1,0.0060,0.0,0.0,0.00,0.12,-0.02,-0.0383,-0.0672,-0.0002,0.235,right_upper_arm,0.065,left_upper_arm,0.051,left_thigh,7.74,left_thigh,0.290,right_foot,3.47,left_foot,0.1347,left_thigh,0.96,0.30
97,0.2940,DESCENT,NONE,-0.0478,0.0028,-0.0469,-0.1547,0.1353,-0.0444,1,8,0.0020,0.9244,14.33,1,0.0060,0.0,0.0,0.00,0.12,-0.02,-0.0383,-0.0672,-0.0002,0.235,right_upper_arm,0.065,left_upper_arm,0.051,left_thigh,7.78,left_thigh,0.293,right_foot,1.49,left_foot,0.1351,left_thigh,0.95,0.31
98,0.2970,DESCENT,NONE,-0.0478,0.0028,-0.0468,-0.1547,0.1353,-0.0498,1,8,0.0023,0.9233,14.60,1,0.0060,0.0,0.0,0.00,0.12,-0.01,-0.0383,-0.0672,-0.0002,0.235,right_upper_arm,0.065,left_upper_arm,0.051,left_thigh,7.81,left_thigh,0.295,right_foot,3.76,left_foot,0.1358,left_thigh,0.96,0.31
99,0.3000,DESCENT,NONE,-0.0477,0.0029,-0.0468,-0.1547,0.1353,-0.0429,1,8,0.0021,0.9221,14.87,1,0.0060,0.0,0.0,-0.01,0.12,-0.01,-0.0383,-0.0672,-0.0002,0.235,right_upper_arm,0.065,left_upper_arm,0.051,left_thigh,7.84,left_thigh,0.297,right_foot,1.49,left_foot,0.1364,left_thigh,0.94,0.31
100,0.3030,DESCENT,NONE,-0.0477,0.0029,-0.0467,-0.1547,0.1353,-0.0484,1,8,0.0023,0.9210,15.14,1,0.0060,0.0,0.0,-0.01,0.12,-0.01,-0.0382,-0.0672,-0.0002,0.235,right_upper_arm,0.065,left_upper_arm,0.052,left_thigh,7.88,left_thigh,0.299,right_foot,3.76,left_foot,0.1368,left_thigh,0.95,0.31
101,0.3060,DESCENT,NONE,-0.0477,0.0028,-0.0467,-0.1547,0.1353,-0.0424,1,8,0.0021,0.9198,15.40,1,0.0059,0.0,0.0,-0.01,0.12,0.00,-0.0382,-0.0672,-0.0002,0.235,right_upper_arm,0.065,left_upper_arm,0.052,left_thigh,7.92,left_thigh,0.301,right_foot,1.50,left_foot,0.1376,left_thigh,0.95,0.31
102,0.3090,DESCENT,NONE,-0.0476,0.0027,-0.0467,-0.1547,0.1353,-0.0475,1,8,0.0023,0.9185,15.67,1,0.0059,0.0,0.0,-0.01,0.12,0.00,-0.0382,-0.0672,-0.0002,0.235,right_upper_arm,0.065,left_upper_arm,0.052,left_thigh,7.95,left_thigh,0.304,right_foot,3.76,left_foot,0.1382,left_thigh,0.95,0.31
103,0.3120,DESCENT,NONE,-0.0476,0.0026,-0.0467,-0.1547,0.1353,-0.0418,1,8,0.0021,0.9173,15.94,1,0.0059,0.0,0.0,-0.02,0.12,0.00,-0.0382,-0.0672,-0.0002,0.235,right_upper_arm,0.064,left_upper_arm,0.052,left_thigh,7.98,left_thigh,0.306,right_foot,1.50,left_foot,0.1388,left_thigh,0.94,0.32
104,0.3150,DESCENT,NONE,-0.0476,0.0024,-0.0468,-0.1547,0.1353,-0.0474,1,8,0.0023,0.9160,16.21,1,0.0059,0.0,0.0,-0.02,0.12,0.00,-0.0382,-0.0671,-0.0002,0.235,right_upper_arm,0.064,left_upper_arm,0.053,left_thigh,8.02,left_thigh,0.308,right_foot,3.73,left_foot,0.1393,left_thigh,0.95,0.32
105,0.3180,DESCENT,NONE,-0.0475,0.0022,-0.0468,-0.1547,0.1353,-0.0420,1,8,0.0021,0.9147,16.48,1,0.0059,0.0,0.0,-0.02,0.12,0.01,-0.0382,-0.0671,-0.0002,0.235,right_upper_arm,0.064,left_upper_arm,0.052,left_thigh,8.06,left_thigh,0.310,right_foot,1.47,left_foot,0.1401,left_thigh,0.94,0.32
106,0.3210,DESCENT,NONE,-0.0475,0.0020,-0.0469,-0.1547,0.1353,-0.0474,1,8,0.0022,0.9133,16.74,1,0.0058,0.0,0.0,-0.03,0.12,0.01,-0.0381,-0.0671,-0.0002,0.235,right_upper_arm,0.064,left_upper_arm,0.053,left_thigh,8.09,left_thigh,0.313,right_foot,3.41,left_foot,0.1406,left_thigh,0.94,0.33
107,0.3240,DESCENT,NONE,-0.0475,0.0019,-0.0469,-0.1547,0.1353,-0.0438,1,8,0.0020,0.9120,17.01,1,0.0058,0.0,0.0,-0.03,0.12,0.01,-0.0381,-0.0671,-0.0002,0.235,right_upper_arm,0.064,left_upper_arm,0.053,left_thigh,8.13,left_thigh,0.315,right_foot,1.17,left_foot,0.1412,left_thigh,0.94,0.33
108,0.3270,DESCENT,NONE,-0.0475,0.0017,-0.0469,-0.1547,0.1353,-0.0494,1,8,0.0023,0.9106,17.28,1,0.0058,0.0,0.0,-0.03,0.12,0.01,-0.0381,-0.0671,-0.0002,0.235,right_upper_arm,0.064,left_upper_arm,0.053,left_thigh,8.16,left_thigh,0.318,right_foot,3.42,left_foot,0.1419,left_thigh,0.94,0.33
109,0.3300,DESCENT,NONE,-0.0475,0.0018,-0.0468,-0.1547,0.1353,-0.0439,1,8,0.0021,0.9091,17.55,1,0.0058,0.0,0.0,-0.04,0.12,0.02,-0.0381,-0.0671,-0.0002,0.235,right_upper_arm,0.064,left_upper_arm,0.053,left_thigh,8.19,left_thigh,0.320,right_foot,1.17,left_foot,0.1425,left_thigh,0.94,0.34
110,0.3330,DESCENT,NONE,-0.0474,0.0019,-0.0468,-0.1547,0.1353,-0.0495,1,8,0.0023,0.9077,17.82,1,0.0057,0.0,0.0,-0.04,0.12,0.02,-0.0381,-0.0671,-0.0002,0.235,right_upper_arm,0.064,left_upper_arm,0.054,left_thigh,8.23,left_thigh,0.323,right_foot,3.42,left_foot,0.1430,left_thigh,0.94,0.34
111,0.3360,DESCENT,NONE,-0.0474,0.0020,-0.0468,-0.1547,0.1353,-0.0439,1,8,0.0021,0.9062,18.09,1,0.0057,0.0,0.0,-0.04,0.12,0.02,-0.0381,-0.0670,-0.0002,0.235,right_upper_arm,0.064,left_upper_arm,0.053,left_thigh,8.26,left_thigh,0.325,right_foot,1.18,left_foot,0.1437,left_thigh,0.94,0.34
112,0.3390,DESCENT,NONE,-0.0474,0.0020,-0.0467,-0.1547,0.1353,-0.0493,1,8,0.0024,0.9047,18.36,1,0.0057,0.0,0.0,-0.04,0.12,0.02,-0.0380,-0.0670,-0.0002,0.235,right_upper_arm,0.064,left_upper_arm,0.053,left_thigh,8.28,left_thigh,0.328,right_foot,3.42,left_foot,0.1442,left_thigh,0.94,0.35
113,0.3420,DESCENT,NONE,-0.0474,0.0021,-0.0467,-0.1547,0.1353,-0.0435,1,8,0.0022,0.9031,18.63,1,0.0057,0.0,0.0,-0.05,0.12,0.02,-0.0380,-0.0670,-0.0002,0.235,right_upper_arm,0.064,left_upper_arm,0.053,left_thigh,8.30,left_thigh,0.330,right_foot,1.18,left_foot,0.1446,left_thigh,0.94,0.35
114,0.3450,DESCENT,NONE,-0.0473,0.0021,-0.0467,-0.1547,0.1353,-0.0491,1,8,0.0024,0.9015,18.90,1,0.0057,0.0,0.0,-0.05,0.12,0.03,-0.0380,-0.0670,-0.0002,0.235,right_upper_arm,0.064,left_upper_arm,0.054,left_thigh,8.33,left_thigh,0.333,right_foot,3.42,left_foot,0.1450,left_thigh,0.94,0.35
115,0.3480,DESCENT,NONE,-0.0473,0.0021,-0.0466,-0.1547,0.1353,-0.0434,1,8,0.0022,0.8999,19.17,1,0.0057,0.0,0.0,-0.05,0.12,0.03,-0.0380,-0.0670,-0.0002,0.235,right_upper_arm,0.064,left_upper_arm,0.053,left_thigh,8.35,left_thigh,0.335,right_foot,1.19,left_foot,0.1455,left_thigh,0.94,0.36
116,0.3510,DESCENT,NONE,-0.0473,0.0020,-0.0466,-0.1547,0.1353,-0.0488,1,8,0.0024,0.8983,19.45,1,0.0056,0.0,0.0,-0.06,0.12,0.03,-0.0380,-0.0670,-0.0002,0.235,right_upper_arm,0.064,left_upper_arm,0.054,left_thigh,8.37,left_thigh,0.338,right_foot,3.42,left_foot,0.1458,left_thigh,0.94,0.36
117,0.3540,DESCENT,NONE,-0.0473,0.0020,-0.0466,-0.1547,0.1353,-0.0433,1,8,0.0022,0.8966,19.72,1,0.0056,0.0,0.0,-0.06,0.12,0.03,-0.0380,-0.0670,-0.0002,0.235,right_upper_arm,0.064,left_upper_arm,0.053,left_thigh,8.39,left_thigh,0.341,right_foot,1.19,left_foot,0.1461,left_thigh,0.94,0.37
118,0.3570,DESCENT,NONE,-0.0472,0.0019,-0.0466,-0.1547,0.1353,-0.0487,1,8,0.0024,0.8949,19.99,1,0.0056,0.0,0.0,-0.06,0.12,0.03,-0.0379,-0.0670,-0.0002,0.235,right_upper_arm,0.063,left_upper_arm,0.054,left_thigh,8.41,left_thigh,0.344,right_foot,3.42,left_foot,0.1465,left_thigh,0.94,0.37
119,0.3600,DESCENT,NONE,-0.0472,0.0018,-0.0466,-0.1547,0.1353,-0.0430,1,8,0.0022,0.8932,20.27,1,0.0056,0.0,0.0,-0.06,0.12,0.03,-0.0379,-0.0669,-0.0002,0.235,right_upper_arm,0.063,left_upper_arm,0.053,left_thigh,8.41,left_thigh,0.346,right_foot,1.20,left_foot,0.1468,left_thigh,0.94,0.37
120,0.3630,DESCENT,NONE,-0.0472,0.0017,-0.0466,-0.1547,0.1353,-0.0484,1,8,0.0024,0.8914,20.54,1,0.0056,0.0,0.0,-0.06,0.12,0.03,-0.0379,-0.0669,-0.0002,0.235,right_upper_arm,0.063,left_upper_arm,0.053,left_thigh,8.43,left_thigh,0.349,right_foot,3.43,left_foot,0.1469,left_thigh,0.93,0.38
121,0.3660,DESCENT,NONE,-0.0472,0.0016,-0.0466,-0.1547,0.1353,-0.0428,1,8,0.0022,0.8896,20.82,1,0.0055,0.0,0.0,-0.07,0.12,0.04,-0.0379,-0.0669,-0.0002,0.235,right_upper_arm,0.063,left_upper_arm,0.053,left_thigh,8.43,left_thigh,0.352,right_foot,1.20,left_foot,0.1471,left_thigh,0.93,0.38
122,0.3690,DESCENT,NONE,-0.0471,0.0015,-0.0467,-0.1547,0.1353,-0.0483,1,8,0.0024,0.8878,21.10,1,0.0055,0.0,0.0,-0.07,0.12,0.04,-0.0379,-0.0669,-0.0002,0.235,right_upper_arm,0.063,left_upper_arm,0.053,left_thigh,8.44,left_thigh,0.355,right_foot,3.43,left_foot,0.1472,left_thigh,0.93,0.39
123,0.3720,DESCENT,NONE,-0.0471,0.0014,-0.0467,-0.1547,0.1353,-0.0426,1,8,0.0022,0.8859,21.37,1,0.0055,0.0,0.0,-0.07,0.12,0.04,-0.0379,-0.0669,-0.0002,0.235,right_upper_arm,0.063,left_upper_arm,0.053,left_thigh,8.44,left_thigh,0.357,right_foot,1.20,left_foot,0.1473,left_thigh,0.93,0.39
124,0.3750,DESCENT,NONE,-0.0471,0.0013,-0.0467,-0.1547,0.1353,-0.0482,1,8,0.0024,0.8841,21.65,1,0.0055,0.0,0.0,-0.07,0.12,0.04,-0.0378,-0.0669,-0.0002,0.235,right_upper_arm,0.063,left_upper_arm,0.053,left_thigh,8.44,left_thigh,0.360,right_foot,3.43,left_foot,0.1473,left_thigh,0.93,0.40
125,0.3780,DESCENT,NONE,-0.0471,0.0011,-0.0467,-0.1547,0.1353,-0.0425,1,8,0.0022,0.8821,21.93,1,0.0055,0.0,0.0,-0.08,0.12,0.04,-0.0378,-0.0669,-0.0002,0.235,right_upper_arm,0.063,left_upper_arm,0.052,left_thigh,8.44,left_thigh,0.363,right_foot,1.21,left_foot,0.1474,left_thigh,0.93,0.40
126,0.3810,DESCENT,NONE,-0.0471,0.0010,-0.0468,-0.1547,0.1353,-0.0480,1,8,0.0025,0.8802,22.21,1,0.0055,0.0,0.0,-0.08,0.12,0.04,-0.0378,-0.0668,-0.0002,0.235,right_upper_arm,0.063,left_upper_arm,0.052,left_thigh,8.43,left_thigh,0.366,right_foot,3.43,left_foot,0.1473,left_thigh,0.93,0.40
127,0.3840,DESCENT,NONE,-0.0471,0.0009,-0.0468,-0.1547,0.1353,-0.0424,1,8,0.0022,0.8782,22.49,1,0.0054,0.0,0.0,-0.08,0.12,0.04,-0.0378,-0.0668,-0.0002,0.235,right_upper_arm,0.063,left_upper_arm,0.052,left_thigh,8.42,left_thigh,0.368,right_foot,1.21,right_foot,0.1472,left_thigh,0.93,0.41
128,0.3870,DESCENT,NONE,-0.0471,0.0007,-0.0468,-0.1547,0.1353,-0.0479,1,8,0.0025,0.8762,22.77,1,0.0054,0.0,0.0,-0.08,0.12,0.04,-0.0378,-0.0668,-0.0002,0.235,right_upper_arm,0.063,left_upper_arm,0.052,left_thigh,8.41,left_thigh,0.371,right_foot,3.43,left_foot,0.1471,left_thigh,0.93,0.41
129,0.3900,DESCENT,NONE,-0.0471,0.0005,-0.0469,-0.1547,0.1353,-0.0423,1,8,0.0022,0.8742,23.05,1,0.0054,0.0,0.0,-0.08,0.12,0.04,-0.0377,-0.0668,-0.0002,0.235,right_upper_arm,0.063,left_upper_arm,0.051,left_thigh,8.40,left_thigh,0.374,right_foot,1.21,left_foot,0.1469,left_thigh,0.93,0.42
130,0.3930,DESCENT,NONE,-0.0470,0.0004,-0.0469,-0.1547,0.1353,-0.0478,1,8,0.0025,0.8721,23.33,1,0.0054,0.0,0.0,-0.09,0.13,0.04,-0.0377,-0.0668,-0.0002,0.235,right_upper_arm,0.063,left_upper_arm,0.051,left_thigh,8.38,left_thigh,0.377,right_foot,3.43,left_foot,0.1467,left_thigh,0.92,0.42
131,0.3960,DESCENT,NONE,-0.0470,0.0002,-0.0470,-0.1547,0.1353,-0.0422,1,8,0.0022,0.8700,23.61,1,0.0053,0.0,0.0,-0.09,0.13,0.04,-0.0377,-0.0668,-0.0002,0.235,right_upper_arm,0.063,left_upper_arm,0.051,left_thigh,8.36,left_thigh,0.380,right_foot,1.22,right_foot,0.1464,left_thigh,0.92,0.43
132,0.3990,DESCENT,NONE,-0.0470,0.0000,-0.0470,-0.1547,0.1353,-0.0477,1,8,0.0025,0.8679,23.89,1,0.0053,0.0,0.0,-0.09,0.13,0.03,-0.0377,-0.0668,-0.0002,0.235,right_upper_arm,0.063,left_upper_arm,0.051,left_thigh,8.34,left_thigh,0.383,right_foot,3.43,left_foot,0.1460,left_thigh,0.92,0.43
133,0.4020,DESCENT,NONE,-0.0470,-0.0001,-0.0471,-0.1547,0.1353,-0.0421,1,8,0.0022,0.8657,24.17,1,0.0053,0.0,0.0,-0.09,0.13,0.03,-0.0377,-0.0667,-0.0002,0.235,right_upper_arm,0.063,left_upper_arm,0.050,left_thigh,8.31,left_thigh,0.386,right_thigh,1.22,left_foot,0.1457,left_thigh,0.92,0.43
134,0.4050,DESCENT,NONE,-0.0470,-0.0003,-0.0471,-0.1547,0.1353,-0.0476,1,8,0.0025,0.8635,24.46,1,0.0053,0.0,0.0,-0.09,0.13,0.03,-0.0376,-0.0667,-0.0002,0.235,right_upper_arm,0.063,left_upper_arm,0.050,left_thigh,8.29,left_thigh,0.390,right_thigh,3.43,left_foot,0.1452,left_thigh,0.92,0.44
135,0.4080,DESCENT,NONE,-0.0470,-0.0005,-0.0472,-0.1547,0.1353,-0.0421,1,8,0.0023,0.8613,24.74,1,0.0053,0.0,0.0,-0.09,0.13,0.03,-0.0376,-0.0667,-0.0002,0.235,right_upper_arm,0.062,left_upper_arm,0.049,left_thigh,8.26,left_thigh,0.395,right_thigh,1.22,left_foot,0.1447,left_thigh,0.92,0.44
136,0.4110,DESCENT,NONE,-0.0470,-0.0007,-0.0473,-0.1547,0.1353,-0.0476,1,8,0.0024,0.8591,25.02,1,0.0052,0.0,0.0,-0.10,0.13,0.03,-0.0376,-0.0667,-0.0002,0.235,right_upper_arm,0.062,left_upper_arm,0.049,left_thigh,8.22,left_thigh,0.400,right_thigh,3.01,left_foot,0.1442,left_thigh,0.92,0.45
