hold_tick,com_ap,com_speed,support_min,support_max,cop_ap,contacts,pelvis_y,ankle_dorsiflexion_deg,ankle_proximity,trunk_incl_deg
0,-1.2384,0.0241,-1.2384,-1.2384,NaN,0,0.0900,26.28,0.584,-77.85
5,-1.2400,0.0334,-1.2400,-1.2400,NaN,0,0.0900,26.51,0.589,-77.85
10,-1.2417,0.0246,-1.2417,-1.2417,NaN,0,0.0900,26.68,0.593,-77.87
15,-1.2426,0.0090,-1.2426,-1.2426,NaN,0,0.0900,26.79,0.595,-77.87
20,-1.2430,0.0022,-1.2430,-1.2430,NaN,0,0.0900,26.86,0.597,-77.86
25,-1.2432,0.0011,-1.2432,-1.2432,NaN,0,0.0900,26.90,0.598,-77.86
30,-1.2434,0.0003,-1.2434,-1.2434,NaN,0,0.0900,26.93,0.598,-77.86
35,-1.2435,0.0010,-1.2435,-1.2435,NaN,0,0.0900,26.94,0.599,-77.86
40,-1.2436,0.0020,-1.2436,-1.2436,NaN,0,0.0900,26.95,0.599,-77.86
45,-1.2436,0.0024,-1.2436,-1.2436,NaN,0,0.0900,26.96,0.599,-77.87
50,-1.2436,0.0026,-1.2436,-1.2436,NaN,0,0.0900,26.97,0.599,-77.87
55,-1.2436,0.0027,-1.2436,-1.2436,NaN,0,0.0900,26.97,0.599,-77.87
60,-1.2437,0.0028,-1.2437,-1.2437,NaN,0,0.0900,26.97,0.599,-77.87
65,-1.2437,0.0029,-1.2437,-1.2437,NaN,0,0.0900,26.97,0.599,-77.87
70,-1.2437,0.0000,-1.2437,-1.2437,NaN,0,0.0900,26.97,0.599,-77.87
75,-1.2437,0.0000,-1.2437,-1.2437,NaN,0,0.0900,26.97,0.599,-77.87
80,-1.2437,0.0000,-1.2437,-1.2437,NaN,0,0.0900,26.97,0.599,-77.87
85,-1.2437,0.0000,-1.2437,-1.2437,NaN,0,0.0900,26.97,0.599,-77.87
90,-1.2437,0.0000,-1.2437,-1.2437,NaN,0,0.0900,26.97,0.599,-77.87
95,-1.2437,0.0000,-1.2437,-1.2437,NaN,0,0.0900,26.97,0.599,-77.87
100,-1.2437,0.0000,-1.2437,-1.2437,NaN,0,0.0900,26.97,0.599,-77.87
105,-1.2437,0.0000,-1.2437,-1.2437,NaN,0,0.0900,26.97,0.599,-77.87
110,-1.2437,0.0000,-1.2437,-1.2437,NaN,0,0.0900,26.97,0.599,-77.87
115,-1.2437,0.0000,-1.2437,-1.2437,NaN,0,0.0900,26.97,0.599,-77.87
120,-1.2437,0.0000,-1.2437,-1.2437,NaN,0,0.0900,26.97,0.599,-77.87
125,-1.2437,0.0000,-1.2437,-1.2437,NaN,0,0.0900,26.97,0.599,-77.87
130,-1.2437,0.0000,-1.2437,-1.2437,NaN,0,0.0900,26.97,0.599,-77.87
135,-1.2437,0.0000,-1.2437,-1.2437,NaN,0,0.0900,26.97,0.599,-77.87
140,-1.2437,0.0000,-1.2437,-1.2437,NaN,0,0.0900,26.97,0.599,-77.87
145,-1.2437,0.0000,-1.2437,-1.2437,NaN,0,0.0900,26.97,0.599,-77.87
150,-1.2437,0.0000,-1.2437,-1.2437,NaN,0,0.0900,26.97,0.599,-77.87
155,-1.2437,0.0000,-1.2437,-1.2437,NaN,0,0.0900,26.97,0.599,-77.87
160,-1.2437,0.0000,-1.2437,-1.2437,NaN,0,0.0900,26.97,0.599,-77.87
165,-1.2437,0.0000,-1.2437,-1.2437,NaN,0,0.0900,26.97,0.599,-77.87
170,-1.2437,0.0000,-1.2437,-1.2437,NaN,0,0.0900,26.97,0.599,-77.87
175,-1.2437,0.0000,-1.2437,-1.2437,NaN,0,0.0900,26.97,0.599,-77.87
180,-1.2437,0.0000,-1.2437,-1.2437,NaN,0,0.0900,26.97,0.599,-77.87
185,-1.2437,0.0000,-1.2437,-1.2437,NaN,0,0.0900,26.97,0.599,-77.87
190,-1.2437,0.0000,-1.2437,-1.2437,NaN,0,0.0900,26.97,0.599,-77.87
195,-1.2437,0.0000,-1.2437,-1.2437,NaN,0,0.0900,26.97,0.599,-77.87
200,-1.2437,0.0000,-1.2437,-1.2437,NaN,0,0.0900,26.97,0.599,-77.87
205,-1.2437,0.0000,-1.2437,-1.2437,NaN,0,0.0900,26.97,0.599,-77.87
210,-1.2437,0.0000,-1.2437,-1.2437,NaN,0,0.0900,26.97,0.599,-77.87
215,-1.2437,0.0000,-1.2437,-1.2437,NaN,0,0.0900,26.97,0.599,-77.87
220,-1.2437,0.0000,-1.2437,-1.2437,NaN,0,0.0900,26.97,0.599,-77.87
225,-1.2437,0.0000,-1.2437,-1.2437,NaN,0,0.0900,26.97,0.599,-77.87
230,-1.2437,0.0000,-1.2437,-1.2437,NaN,0,0.0900,26.97,0.599,-77.87
235,-1.2437,0.0000,-1.2437,-1.2437,NaN,0,0.0900,26.97,0.599,-77.87
240,-1.2437,0.0000,-1.2437,-1.2437,NaN,0,0.0900,26.97,0.599,-77.87
245,-1.2437,0.0000,-1.2437,-1.2437,NaN,0,0.0900,26.97,0.599,-77.87
249,-1.2437,0.0000,-1.2437,-1.2437,NaN,0,0.0900,26.97,0.599,-77.87
