hold_tick,com_ap,com_speed,support_min,support_max,cop_ap,contacts,pelvis_y,ankle_dorsiflexion_deg,ankle_proximity,trunk_incl_deg
0,-0.0469,0.0113,-0.1547,0.1353,-0.0543,8,0.7282,23.06,0.512,37.49
5,-0.0463,0.0168,-0.1547,0.1353,-0.0416,8,0.7120,23.61,0.525,38.56
10,-0.0457,0.0126,-0.1547,0.1353,-0.0638,8,0.6975,24.08,0.535,39.59
15,-0.0448,0.0263,-0.1547,0.1353,-0.0719,8,0.6866,24.48,0.544,40.53
20,-0.0430,0.0437,-0.1547,0.1353,-0.0716,8,0.6798,24.72,0.549,41.40
25,-0.0402,0.0632,-0.1547,0.1353,-0.0702,8,0.6769,24.91,0.553,42.19
30,-0.0365,0.0826,-0.1547,0.1353,-0.0420,8,0.6769,25.05,0.557,42.80
35,-0.0322,0.0877,-0.1547,0.1353,-0.0179,8,0.6792,25.20,0.560,43.17
40,-0.0281,0.0746,-0.1547,0.1353,0.0233,8,0.6831,25.21,0.560,43.36
45,-0.0254,0.0402,-0.1547,0.1353,0.0366,8,0.6875,25.10,0.558,43.59
50,-0.0245,0.0124,-0.1547,0.1353,0.0074,8,0.6902,24.99,0.555,43.92
55,-0.0245,0.0071,-0.1547,0.1353,-0.0060,8,0.6911,24.85,0.552,44.17
60,-0.0250,0.0133,-0.1547,0.1353,-0.0127,8,0.6907,24.73,0.550,44.34
65,-0.0258,0.0175,-0.1547,0.1353,-0.0202,8,0.6897,24.64,0.548,44.45
70,-0.0268,0.0201,-0.1547,0.1353,-0.0217,8,0.6885,24.57,0.546,44.51
75,-0.0278,0.0203,-0.1547,0.1353,-0.0280,8,0.6875,24.49,0.544,44.53
80,-0.0288,0.0210,-0.1547,0.1353,-0.0246,8,0.6867,24.42,0.543,44.50
85,-0.0299,0.0205,-0.1547,0.1353,-0.0329,8,0.6860,24.36,0.541,44.43
90,-0.0309,0.0199,-0.1547,0.1353,-0.0286,8,0.6856,24.30,0.540,44.33
95,-0.0318,0.0193,-0.1547,0.1353,-0.0348,8,0.6852,24.27,0.539,44.21
100,-0.0328,0.0184,-0.1547,0.1353,-0.0307,8,0.6849,24.23,0.538,44.06
105,-0.0336,0.0178,-0.1547,0.1353,-0.0374,8,0.6847,24.21,0.538,43.90
110,-0.0345,0.0171,-0.1547,0.1353,-0.0332,8,0.6844,24.19,0.538,43.74
115,-0.0353,0.0165,-0.1547,0.1353,-0.0403,8,0.6842,24.19,0.537,43.58
120,-0.0360,0.0156,-0.1547,0.1353,-0.0347,8,0.6840,24.17,0.537,43.43
125,-0.0368,0.0149,-0.1547,0.1353,-0.0422,8,0.6837,24.18,0.537,43.28
130,-0.0374,0.0140,-0.1547,0.1353,-0.0363,8,0.6835,24.17,0.537,43.15
135,-0.0381,0.0136,-0.1547,0.1353,-0.0431,8,0.6833,24.16,0.537,43.03
140,-0.0387,0.0129,-0.1547,0.1353,-0.0377,8,0.6831,24.15,0.537,42.93
145,-0.0392,0.0122,-0.1547,0.1353,-0.0443,8,0.6828,24.14,0.537,42.84
150,-0.0397,0.0115,-0.1547,0.1353,-0.0387,8,0.6827,24.13,0.536,42.76
155,-0.0402,0.0109,-0.1547,0.1353,-0.0449,8,0.6825,24.12,0.536,42.69
160,-0.0406,0.0102,-0.1547,0.1353,-0.0394,8,0.6823,24.11,0.536,42.63
165,-0.0410,0.0095,-0.1547,0.1353,-0.0455,8,0.6822,24.10,0.536,42.58
170,-0.0414,0.0089,-0.1547,0.1353,-0.0398,8,0.6821,24.08,0.535,42.53
175,-0.0417,0.0083,-0.1547,0.1353,-0.0461,8,0.6819,24.08,0.535,42.49
180,-0.0420,0.0076,-0.1547,0.1353,-0.0402,8,0.6818,24.06,0.535,42.45
185,-0.0422,0.0070,-0.1547,0.1353,-0.0463,8,0.6818,24.05,0.535,42.42
190,-0.0425,0.0064,-0.1547,0.1353,-0.0405,8,0.6817,24.04,0.534,42.39
195,-0.0427,0.0058,-0.1547,0.1353,-0.0466,8,0.6816,24.03,0.534,42.37
200,-0.0429,0.0052,-0.1547,0.1353,-0.0406,8,0.6815,24.02,0.534,42.35
205,-0.0431,0.0047,-0.1547,0.1353,-0.0468,8,0.6815,24.02,0.534,42.33
210,-0.0432,0.0042,-0.1547,0.1353,-0.0409,8,0.6814,24.00,0.533,42.31
215,-0.0434,0.0037,-0.1547,0.1353,-0.0470,8,0.6814,24.00,0.533,42.29
220,-0.0435,0.0033,-0.1547,0.1353,-0.0411,8,0.6814,23.99,0.533,42.28
225,-0.0437,0.0029,-0.1547,0.1353,-0.0471,8,0.6813,23.99,0.533,42.26
230,-0.0438,0.0026,-0.1547,0.1353,-0.0412,8,0.6813,23.97,0.533,42.25
235,-0.0439,0.0023,-0.1547,0.1353,-0.0473,8,0.6813,23.97,0.533,42.24
240,-0.0440,0.0021,-0.1547,0.1353,-0.0414,8,0.6812,23.96,0.533,42.23
245,-0.0440,0.0020,-0.1547,0.1353,-0.0474,8,0.6812,23.96,0.532,42.22
249,-0.0441,0.0019,-0.1547,0.1353,-0.0474,8,0.6812,23.96,0.532,42.21
