load_kg,config,tick,sq,com_ap,com_speed,support_min,support_max,guard_scale,limit_prox,unexpected_consumed,raw_ankle_deg,applied_ankle_deg,raw_authority,hip_blend,pelvis_y,contacts
0,G2+raw,320,0.9600,-0.02814,0.00140,-0.15472,0.13528,0.7758,0.9078,0.2242,6.174,4.136,0.4116,0.0000,0.50302,8
0,G2+raw,330,0.9900,-0.02835,0.00197,-0.15472,0.13528,0.7771,0.9262,0.2229,6.889,4.136,0.4593,0.0000,0.48514,8
0,G2+raw,340,1.0000,-0.02852,0.00166,-0.15472,0.13528,0.6921,0.9428,0.2369,6.437,4.455,0.4292,0.0000,0.46876,8
0,G2+raw,350,1.0000,-0.02868,0.00085,-0.15472,0.13528,0.6490,0.9513,0.3510,10.659,5.144,0.7106,0.0000,0.46065,8
0,G2+raw,360,1.0000,-0.02859,0.00259,-0.15472,0.13528,0.6123,0.9541,0.3877,10.319,5.144,0.6879,0.0000,0.45962,8
0,G2+raw,370,1.0000,-0.02831,0.00301,-0.15472,0.13528,0.6111,0.9542,0.3889,8.642,5.144,0.5761,0.0000,0.46090,8
0,G2+raw,380,1.0000,-0.02816,0.00090,-0.15472,0.13528,0.6187,0.9536,0.3813,8.023,4.212,0.5349,0.0000,0.46189,8
0,G2+raw,390,1.0000,-0.02818,0.00106,-0.15472,0.13528,0.6245,0.9532,0.3755,7.684,4.212,0.5123,0.0000,0.46215,8
0,G2+raw,400,1.0000,-0.02830,0.00170,-0.15472,0.13528,0.6267,0.9530,0.3733,6.972,4.212,0.4648,0.0000,0.46205,8
0,G2+raw,410,1.0000,-0.02850,0.00191,-0.15472,0.13528,0.6269,0.9530,0.3731,6.790,4.186,0.4526,0.0000,0.46187,8
0,G2+raw,420,1.0000,-0.02870,0.00156,-0.15472,0.13528,0.6264,0.9530,0.3736,6.722,4.186,0.4481,0.0000,0.46174,8
0,G2+raw,430,1.0000,-0.02887,0.00132,-0.15472,0.13528,0.6262,0.9530,0.3738,6.708,4.180,0.4472,0.0000,0.46166,8
0,G2+raw,440,1.0000,-0.02901,0.00117,-0.15472,0.13528,0.6262,0.9530,0.3738,6.672,4.179,0.4448,0.0000,0.46162,8
0,G2+raw,450,1.0000,-0.02913,0.00099,-0.15472,0.13528,0.6263,0.9530,0.3737,6.685,4.172,0.4457,0.0000,0.46159,8
0,G2+raw,460,1.0000,-0.02923,0.00075,-0.15472,0.13528,0.6264,0.9530,0.3736,6.675,4.166,0.4450,0.0000,0.46156,8
0,G2+raw,470,1.0000,-0.02931,0.00051,-0.15472,0.13528,0.6265,0.9530,0.3735,6.670,4.160,0.4447,0.0000,0.46153,8
0,G2+raw,480,1.0000,-0.02938,0.00032,-0.15472,0.13528,0.6265,0.9530,0.3735,6.668,4.160,0.4445,0.0000,0.46150,8
0,G2+raw,490,1.0000,-0.02943,0.00023,-0.15472,0.13528,0.6266,0.9530,0.3734,6.646,4.160,0.4431,0.0000,0.46148,8
0,G2+raw,500,1.0000,-0.02948,0.00016,-0.15472,0.13528,0.6267,0.9530,0.3733,6.641,4.159,0.4427,0.0000,0.46146,8
0,G2+raw+gain,10,0.0300,-0.02890,0.00758,-0.15472,0.13528,0.8280,0.1899,0.1720,10.526,8.638,0.7017,0.0000,0.97969,8
0,G2+raw+gain,20,0.0600,-0.02843,0.00602,-0.15472,0.13528,0.4210,0.0457,0.0260,14.910,6.277,0.9940,0.9598,0.97896,8
0,G2+raw+gain,30,0.0900,-0.02780,0.00622,-0.15472,0.13528,0.6594,0.0357,0.0037,13.717,8.710,0.9144,0.4296,0.97758,8
0,G2+raw+gain,40,0.1200,-0.02765,0.00094,-0.15472,0.13528,0.9605,0.0525,0.0000,4.814,5.004,0.3209,0.0000,0.97491,8
0,G2+raw+gain,50,0.1500,-0.02781,0.00219,-0.15472,0.13528,1.0000,0.0837,0.0000,3.923,5.004,0.2615,0.0000,0.97090,8
0,G2+raw+gain,60,0.1800,-0.02795,0.00354,-0.15472,0.13528,1.0000,0.1163,0.0000,4.177,5.004,0.2785,0.0000,0.96535,8
0,G2+raw+gain,70,0.2100,-0.02799,0.00519,-0.15472,0.13528,1.0000,0.1498,0.0000,4.562,5.004,0.3041,0.0000,0.95824,8
0,G2+raw+gain,80,0.2400,-0.02794,0.00664,-0.15472,0.13528,0.9965,0.1836,0.0035,4.587,5.004,0.3058,0.0000,0.94965,8
0,G2+raw+gain,90,0.2700,-0.02787,0.00769,-0.15472,0.13528,0.9042,0.2171,0.0229,4.488,5.004,0.2992,0.0000,0.93997,8
0,G2+raw+gain,100,0.3000,-0.02768,0.00866,-0.15472,0.13528,0.6048,0.2497,0.0402,9.422,5.698,0.6281,0.0000,0.92936,8
0,G2+raw+gain,110,0.3300,-0.02726,0.00985,-0.15472,0.13528,0.4483,0.2842,0.0540,13.024,5.838,0.8682,0.1216,0.91670,8
0,G2+raw+gain,120,0.3600,-0.02668,0.00910,-0.15472,0.13528,0.6051,0.3222,0.0660,7.576,4.585,0.5051,0.0000,0.90150,8
0,G2+raw+gain,130,0.3900,-0.02641,0.00620,-0.15472,0.13528,0.9001,0.3640,0.0791,5.716,5.145,0.3811,0.0000,0.88346,8
0,G2+raw+gain,140,0.4200,-0.02648,0.00509,-0.15472,0.13528,0.9064,0.4083,0.0936,4.563,4.136,0.3042,0.0000,0.86245,8
0,G2+raw+gain,150,0.4500,-0.02665,0.00406,-0.15472,0.13528,0.8912,0.4542,0.1088,6.532,5.080,0.4355,0.0000,0.83888,8
0,G2+raw+gain,160,0.4800,-0.02688,0.00303,-0.15472,0.13528,0.8760,0.5004,0.1240,5.315,4.656,0.3543,0.0000,0.81325,8
0,G2+raw+gain,170,0.5100,-0.02712,0.00215,-0.15472,0.13528,0.8610,0.5458,0.1390,5.289,4.466,0.3526,0.0000,0.78630,8
0,G2+raw+gain,180,0.5400,-0.02731,0.00119,-0.15472,0.13528,0.7265,0.5893,0.1537,7.150,5.194,0.4766,0.0000,0.75894,8
0,G2+raw+gain,190,0.5700,-0.02732,0.00167,-0.15472,0.13528,0.7293,0.6310,0.1667,7.178,5.235,0.4785,0.0000,0.73135,8
0,G2+raw+gain,200,0.6000,-0.02718,0.00367,-0.15472,0.13528,0.2550,0.6687,0.1854,10.081,2.571,0.6721,0.0000,0.70486,8
0,G2+raw+gain,210,0.6300,-0.02569,0.03065,-0.15472,0.13528,0.0888,0.6903,0.2108,31.836,2.826,2.1224,1.0000,0.68920,8
0,G2+raw+gain,220,0.6600,-0.02222,0.02351,-0.15472,0.13528,0.7808,0.6981,0.2192,7.186,5.611,0.4791,0.0000,0.68653,8
0,G2+raw+gain,230,0.6900,-0.02097,0.00745,-0.15472,0.13528,0.7949,0.7089,0.2051,6.955,5.528,0.4636,0.0000,0.68155,8
0,G2+raw+gain,240,0.7200,-0.02082,0.00379,-0.15472,0.13528,0.8054,0.7253,0.1946,4.890,3.938,0.3260,0.0000,0.66839,8
0,G2+raw+gain,250,0.7500,-0.02145,0.00983,-0.15472,0.13528,0.8092,0.7472,0.1908,1.750,1.792,0.1166,0.0000,0.64892,8
0,G2+raw+gain,260,0.7800,-0.02250,0.01220,-0.15472,0.13528,0.8064,0.7730,0.1936,1.818,1.466,0.1212,0.0000,0.62570,8
0,G2+raw+gain,270,0.8100,-0.02356,0.01028,-0.15472,0.13528,0.7340,0.8006,0.2007,2.256,1.656,0.1504,0.0000,0.60090,8
0,G2+raw+gain,280,0.8400,-0.02435,0.00642,-0.15472,0.13528,0.5956,0.8272,0.2107,4.177,2.488,0.2785,0.0000,0.57694,8
0,G2+raw+gain,290,0.8700,-0.02471,0.00159,-0.15472,0.13528,0.7269,0.8500,0.2211,4.024,2.925,0.2683,0.0000,0.55671,8
0,G2+raw+gain,300,0.9000,-0.02478,0.00130,-0.15472,0.13528,0.7739,0.8703,0.2261,2.509,2.437,0.1673,0.0000,0.53906,8
0,G2+raw+gain,310,0.9300,-0.02487,0.00171,-0.15472,0.13528,0.7733,0.8894,0.2267,2.298,1.960,0.1532,0.0000,0.52182,8
0,G2+raw+gain,320,0.9600,-0.02503,0.00177,-0.15472,0.13528,0.7744,0.9081,0.2256,2.177,1.938,0.1452,0.0000,0.50415,8
0,G2+raw+gain,330,0.9900,-0.02526,0.00216,-0.15472,0.13528,0.7756,0.9265,0.2244,2.541,1.971,0.1694,0.0000,0.48627,8
0,G2+raw+gain,340,1.0000,-0.02544,0.00200,-0.15472,0.13528,0.7574,0.9431,0.2410,4.045,3.064,0.2697,0.0000,0.46989,8
0,G2+raw+gain,350,1.0000,-0.02561,0.00099,-0.15472,0.13528,0.6448,0.9516,0.3552,4.328,2.791,0.2885,0.0000,0.46179,8
0,G2+raw+gain,360,1.0000,-0.02554,0.00223,-0.15472,0.13528,0.6078,0.9544,0.3922,4.132,2.511,0.2755,0.0000,0.46075,8
0,G2+raw+gain,370,1.0000,-0.02525,0.00342,-0.15472,0.13528,0.6069,0.9545,0.3931,3.940,2.391,0.2627,0.0000,0.46201,8
0,G2+raw+gain,380,1.0000,-0.02498,0.00246,-0.15472,0.13528,0.6150,0.9539,0.3850,3.693,2.271,0.2462,0.0000,0.46303,8
0,G2+raw+gain,390,1.0000,-0.02486,0.00135,-0.15472,0.13528,0.6209,0.9534,0.3791,3.534,2.194,0.2356,0.0000,0.46336,8
0,G2+raw+gain,400,1.0000,-0.02485,0.00105,-0.15472,0.13528,0.6229,0.9533,0.3771,3.433,2.139,0.2289,0.0000,0.46330,8
0,G2+raw+gain,410,1.0000,-0.02488,0.00068,-0.15472,0.13528,0.6228,0.9533,0.3772,3.472,2.162,0.2314,0.0000,0.46318,8
0,G2+raw+gain,420,1.0000,-0.02489,0.00029,-0.15472,0.13528,0.6220,0.9533,0.3780,3.612,2.247,0.2408,0.0000,0.46311,8
0,G2+raw+gain,430,1.0000,-0.02487,0.00080,-0.15472,0.13528,0.6215,0.9534,0.3785,3.787,2.354,0.2525,0.0000,0.46311,8
0,G2+raw+gain,440,1.0000,-0.02480,0.00128,-0.15472,0.13528,0.6212,0.9534,0.3788,3.971,2.467,0.2647,0.0000,0.46315,8
0,G2+raw+gain,450,1.0000,-0.02470,0.00156,-0.15472,0.13528,0.6209,0.9534,0.3791,4.157,2.581,0.2772,0.0000,0.46319,8
0,G2+raw+gain,460,1.0000,-0.02456,0.00175,-0.15472,0.13528,0.6207,0.9534,0.3793,4.360,2.706,0.2907,0.0000,0.46325,8
0,G2+raw+gain,470,1.0000,-0.02441,0.00196,-0.15472,0.13528,0.6204,0.9535,0.3796,4.582,2.843,0.3055,0.0000,0.46330,8
0,G2+raw+gain,480,1.0000,-0.02422,0.00222,-0.15472,0.13528,0.6201,0.9535,0.3799,4.839,3.001,0.3226,0.0000,0.46337,8
0,G2+raw+gain,490,1.0000,-0.02401,0.00253,-0.15472,0.13528,0.6199,0.9535,0.3801,5.046,3.128,0.3364,0.0000,0.46344,8
0,G2+raw+gain,500,1.0000,-0.02378,0.00251,-0.15472,0.13528,0.6195,0.9535,0.3805,5.132,3.180,0.3422,0.0000,0.46352,8
25,G0,10,0.0300,-0.04784,0.00602,-0.15472,0.13528,0.4191,0.2327,0.2257,6.028,2.308,0.4019,0.0000,0.97345,8
25,G0,20,0.0600,-0.04803,0.00795,-0.15472,0.13528,0.7122,0.2312,0.2153,1.551,1.104,0.1034,0.0000,0.97292,8
25,G0,30,0.0900,-0.04833,0.00886,-0.15472,0.13528,0.4854,0.2159,0.1899,3.051,1.418,0.2034,0.0000,0.97139,8
25,G0,40,0.1200,-0.04865,0.00768,-0.15472,0.13528,0.9501,0.1872,0.1495,2.914,1.418,0.1943,0.0000,0.96870,8
25,G0,50,0.1500,-0.04887,0.00455,-0.15472,0.13528,1.0000,0.1488,0.0980,6.300,2.060,0.4200,0.0000,0.96454,8
25,G0,60,0.1800,-0.04889,0.00096,-0.15472,0.13528,1.0000,0.1260,0.0398,4.463,2.060,0.2975,0.0000,0.95893,8
25,G0,70,0.2100,-0.04878,0.00316,-0.15472,0.13528,1.0000,0.1566,0.0000,6.325,3.166,0.4216,0.0000,0.95167,8
25,G0,80,0.2400,-0.04861,0.00591,-0.15472,0.13528,1.0000,0.1871,0.0000,1.257,1.257,0.0838,0.0000,0.94289,8
25,G0,90,0.2700,-0.04830,0.00872,-0.15472,0.13528,1.0000,0.2173,0.0000,-1.079,1.657,0.0719,0.0000,0.93296,8
25,G0,100,0.3000,-0.04801,0.01009,-0.15472,0.13528,0.7084,0.2457,0.0000,6.827,3.428,0.4551,0.0000,0.92208,8
25,G0,110,0.3300,-0.04769,0.01068,-0.15472,0.13528,0.6861,0.2784,0.0000,7.210,3.428,0.4806,0.0000,0.90901,8
25,G0,120,0.3600,-0.04742,0.01042,-0.15472,0.13528,0.8696,0.3189,0.0182,5.798,3.428,0.3866,0.0000,0.89311,8
25,G0,130,0.3900,-0.04728,0.00989,-0.15472,0.13528,1.0000,0.3627,0.0454,2.999,2.999,0.1999,0.0000,0.87411,8
25,G0,140,0.4200,-0.04723,0.00947,-0.15472,0.13528,1.0000,0.4090,0.0728,6.385,2.999,0.4257,0.0000,0.85195,8
25,G0,150,0.4500,-0.04714,0.00922,-0.15472,0.13528,1.0000,0.4568,0.1006,6.876,2.999,0.4584,0.0000,0.82711,8
25,G0,160,0.4800,-0.04703,0.00912,-0.15472,0.13528,1.0000,0.5050,0.1289,6.945,3.183,0.4630,0.0000,0.80015,8
25,G0,170,0.5100,-0.04689,0.00911,-0.15472,0.13528,0.4509,0.5526,0.1575,6.527,2.943,0.4351,0.0000,0.77182,8
25,G0,180,0.5400,-0.04661,0.00984,-0.15472,0.13528,0.1842,0.5982,0.1856,15.120,2.785,1.0080,0.0000,0.74292,8
25,G0,190,0.5700,-0.04570,0.01496,-0.15472,0.13528,0.1421,0.6417,0.2109,24.626,3.500,1.6417,0.0000,0.71387,8
25,G0,200,0.6000,-0.04396,0.02857,-0.15472,0.13528,0.0000,0.6809,0.2390,69.679,0.000,4.6453,0.0000,0.68580,8
25,G0,210,0.6300,-0.03935,0.06187,-0.15472,0.13528,0.0000,0.7056,0.2751,119.517,0.000,7.9678,0.0000,0.66855,8
25,G0,220,0.6600,-0.03088,0.10273,-0.15472,0.13528,0.4501,0.7150,0.2992,166.287,4.584,11.0858,1.0000,0.66520,8
25,G0,230,0.6900,-0.01984,0.09918,-0.15472,0.13528,0.4447,0.7166,0.2951,69.304,15.000,4.6203,1.0000,0.66649,8
25,G0,240,0.7200,-0.01447,0.01654,-0.15472,0.13528,0.4027,0.7292,0.2637,18.553,7.472,1.2368,0.0000,0.66156,8
25,G0,250,0.7500,-0.01527,0.02010,-0.15472,0.13528,0.3107,0.7568,0.2533,22.151,6.882,1.4767,0.0000,0.64238,8
25,G0,260,0.7800,-0.01780,0.02607,-0.15472,0.13528,0.1000,0.7878,0.2710,29.757,4.007,1.9838,0.0000,0.61541,8
25,G0,270,0.8100,-0.01965,0.01273,-0.15472,0.13528,0.1040,0.8188,0.2941,48.586,5.052,3.2390,0.0000,0.58697,8
25,G0,280,0.8400,-0.01952,0.01661,-0.15472,0.13528,0.0098,0.8471,0.3140,99.294,0.973,6.6196,0.0000,0.56111,8
25,G0,290,0.8700,-0.01482,0.07474,-0.15472,0.13528,0.0000,0.8696,0.3257,171.217,0.000,11.4144,0.0000,0.54082,8
25,G0,300,0.9000,-0.00425,0.13015,-0.15472,0.13528,0.0000,0.8888,0.3259,169.610,0.000,11.3073,0.0000,0.52646,8
25,G0,310,0.9300,0.01160,0.18171,-0.15472,0.13528,0.0000,0.9069,0.3208,152.454,0.000,10.1636,0.0000,0.51521,8
25,G0,320,0.9600,0.03251,0.23261,-0.15472,0.13528,0.0000,0.9254,0.3175,131.950,0.000,8.7966,0.0000,0.50509,8
25,G0,330,0.9900,0.05860,0.28648,-0.15472,0.13528,0.0000,0.9446,0.3246,107.061,0.000,7.1374,0.0000,0.49575,8
25,G0,340,1.0000,0.09207,0.38248,-0.15472,0.13528,0.0000,0.9542,0.3891,78.608,0.000,5.2405,0.0000,0.48856,8
25,G0,350,1.0000,0.13307,0.41945,-0.15472,0.13528,0.0000,0.9566,0.4218,-33.628,0.000,2.2418,0.0000,0.49313,8
25,G0,360,1.0000,0.17532,0.43061,-0.08402,0.13504,0.0000,0.9563,0.4175,-33.053,0.000,2.2035,0.0000,0.51688,8
25,G0,370,1.0000,0.22172,0.50830,0.13350,0.13438,0.0000,0.9555,0.4070,0.091,0.000,0.0061,0.0000,0.53849,4
25,G0,380,1.0000,0.27974,0.65095,0.06106,0.13460,0.0000,0.9541,0.3875,-31.597,0.000,2.1065,0.0000,0.55657,8
25,G0,390,1.0000,0.35526,0.85346,0.08693,0.13478,0.0000,0.9536,0.3812,-18.749,0.000,1.2499,0.0000,0.57024,8
25,G0,400,1.0000,0.45414,1.11560,0.10185,0.13547,0.0000,0.9546,0.3941,-10.565,0.000,0.7043,0.0000,0.56806,8
25,G0,410,1.0000,0.58074,1.38774,0.12283,0.15397,0.0000,0.9462,0.2825,8.526,0.000,0.5684,0.0000,0.52352,8
25,G0,420,1.0000,0.67785,0.49298,0.12272,0.17188,0.0000,0.9194,0.1723,23.937,0.000,1.5958,0.0000,0.47381,8
25,G0,430,1.0000,0.72497,0.19136,0.10549,0.15124,0.0000,0.9132,0.0967,-1.787,0.000,0.1191,0.0000,0.46186,8
25,G0,440,1.0000,0.71933,0.13037,0.08148,0.17070,0.0000,0.9138,0.0317,55.691,0.000,3.7127,0.0000,0.46369,5
25,G0,450,1.0000,0.70871,0.07519,0.08148,0.09518,0.0000,0.9192,0.0637,0.387,0.000,0.0258,0.0000,0.46300,4
25,G0,460,1.0000,0.70588,0.00536,0.08156,0.16412,0.0000,0.9214,0.0782,50.585,0.000,3.3723,0.0000,0.46277,6
25,G0,470,1.0000,0.70701,0.01387,0.08156,0.16412,0.0000,0.9208,0.0762,50.501,0.000,3.3667,0.0000,0.46285,6
25,G0,480,1.0000,0.70795,0.00477,0.08156,0.16412,0.0000,0.9202,0.0720,50.591,0.000,3.3727,0.0000,0.46293,6
25,G0,490,1.0000,0.70806,0.00160,0.08156,0.16412,0.0000,0.9201,0.0709,50.647,0.000,3.3765,0.0000,0.46294,6
25,G0,500,1.0000,0.70793,0.00189,0.08156,0.16412,0.0000,0.9201,0.0712,50.576,0.000,3.3718,0.0000,0.46293,6
25,G1,10,0.0300,-0.10870,0.15799,-0.15472,0.13528,0.9774,0.2648,0.2581,-11.136,-6.844,0.7424,0.0000,0.97610,8
25,G1,20,0.0600,-0.12381,0.15217,-0.15472,0.13528,0.6483,0.2587,0.2434,-11.714,-6.844,0.7809,0.0000,0.97545,8
25,G1,30,0.0900,-0.13927,0.16328,-0.15472,0.13528,0.9063,0.2500,0.2250,-8.420,-6.844,0.5613,0.0000,0.97300,8
25,G1,40,0.1200,-0.15646,0.18648,-0.15472,0.13528,0.7772,0.2305,0.1948,-0.221,-3.281,0.0147,0.0000,0.96856,8
25,G1,50,0.1500,-0.17672,0.22203,-0.15472,0.13528,1.0000,0.1997,0.1520,3.687,-1.707,0.2458,0.0000,0.96167,8
25,G1,60,0.1800,-0.20125,0.27119,-0.15472,0.13528,1.0000,0.1606,0.0998,4.830,-0.592,0.3220,0.0000,0.95182,8
25,G1,70,0.2100,-0.23175,0.33954,-0.15472,0.13528,1.0000,0.1751,0.0421,7.331,1.194,0.4887,0.0000,0.93824,8
25,G1,80,0.2400,-0.27028,0.42987,-0.15472,0.13528,1.0000,0.2061,0.0000,2.705,2.705,0.1803,0.0000,0.91969,8
25,G1,90,0.2700,-0.31936,0.54953,-0.15472,0.13528,1.0000,0.2363,0.0004,5.500,5.530,0.3666,0.0000,0.89445,8
25,G1,100,0.3000,-0.38224,0.70196,-0.15472,0.13528,0.7131,0.2643,0.0000,23.763,11.164,1.5842,1.0000,0.85945,8
25,G1,110,0.3300,-0.46300,0.91213,-0.15472,0.13528,1.0000,0.2955,0.1488,33.628,15.000,2.2418,1.0000,0.79980,8
25,G1,120,0.3600,-0.56735,1.16027,-0.15404,0.13563,1.0000,0.3534,0.1496,33.202,15.000,2.2134,1.0000,0.71106,8
25,G1,130,0.3900,-0.69628,1.40042,-0.15332,-0.07197,0.1049,0.4057,0.1891,31.885,5.833,2.1257,0.0000,0.59315,8
25,G1,140,0.4200,-0.84894,1.62936,-0.15389,-0.11448,1.0000,0.4332,0.2034,14.407,13.751,0.9605,0.7366,0.44481,8
25,G1,150,0.4500,-1.01399,1.63655,-0.18216,-0.14855,0.0000,0.4602,0.1532,-21.349,0.000,1.4233,0.0000,0.23558,8
25,G1,160,0.4800,-1.17361,1.51497,-1.17361,-1.17361,0.0000,0.4231,0.0025,19.115,0.000,1.2744,0.0000,0.10715,0
25,G1,170,0.5100,-1.27559,0.47923,-1.27559,-1.27559,0.0000,0.4490,0.0842,19.115,0.000,1.2744,0.0000,0.10947,0
25,G1,180,0.5400,-1.29799,0.05951,-1.29799,-1.29799,0.0000,0.5466,0.0937,19.115,0.000,1.2744,0.0000,0.13010,0
25,G1,190,0.5700,-1.28994,0.19137,-1.28994,-1.28994,0.0000,0.6044,0.0990,19.115,0.000,1.2744,0.0000,0.10155,0
25,G1,200,0.6000,-1.26889,0.22731,-1.26889,-1.26889,0.0000,0.6296,0.0000,19.115,0.000,1.2744,0.0000,0.09089,0
25,G1,210,0.6300,-1.25793,0.02990,-1.25793,-1.25793,0.0000,0.6349,0.0000,19.115,0.000,1.2744,0.0000,0.09553,0
25,G1,220,0.6600,-1.25986,0.04288,-1.25986,-1.25986,0.0000,0.6421,0.0000,19.115,0.000,1.2744,0.0000,0.09474,0
25,G1,230,0.6900,-1.26488,0.04759,-1.26488,-1.26488,0.0000,0.6555,0.0000,19.115,0.000,1.2744,0.0000,0.09321,0
25,G1,240,0.7200,-1.26958,0.04091,-1.26958,-1.26958,0.0000,0.6755,0.0000,19.115,0.000,1.2744,0.0000,0.09234,0
25,G1,250,0.7500,-1.27387,0.03950,-1.27387,-1.27387,0.0000,0.6999,0.0000,19.115,0.000,1.2744,0.0000,0.09195,0
25,G1,260,0.7800,-1.27832,0.04235,-1.27832,-1.27832,0.0000,0.7273,0.0000,19.115,0.000,1.2744,0.0000,0.09166,0
25,G1,270,0.8100,-1.28309,0.04437,-1.28309,-1.28309,0.0000,0.7560,0.0000,19.115,0.000,1.2744,0.0000,0.09130,0
25,G1,280,0.8400,-1.28791,0.04137,-1.28791,-1.28791,0.0000,0.7837,0.0000,19.115,0.000,1.2744,0.0000,0.09083,0
25,G1,290,0.8700,-1.29212,0.03320,-1.29212,-1.29212,0.0000,0.8072,0.0000,19.115,0.000,1.2744,0.0000,0.09042,0
25,G1,300,0.9000,-1.29564,0.02773,-1.29564,-1.29564,0.0000,0.8285,0.0000,19.115,0.000,1.2744,0.0000,0.09019,0
25,G1,310,0.9300,-1.29891,0.02629,-1.29891,-1.29891,0.0000,0.8482,0.0000,19.115,0.000,1.2744,0.0000,0.09001,0
25,G1,320,0.9600,-1.30161,0.02183,-1.30161,-1.30161,0.0000,0.8672,0.0000,19.115,0.000,1.2744,0.0000,0.09001,0
25,G1,330,0.9900,-1.30432,0.02316,-1.30432,-1.30432,0.0000,0.8864,0.0000,19.115,0.000,1.2744,0.0000,0.09001,0
25,G1,340,1.0000,-1.30689,0.01581,-1.30689,-1.30689,0.0000,0.9036,0.0000,19.115,0.000,1.2744,0.0000,0.09001,0
25,G1,350,1.0000,-1.30794,0.00053,-1.30794,-1.30794,0.0000,0.9113,0.0000,19.115,0.000,1.2744,0.0000,0.09001,0
25,G1,360,1.0000,-1.30828,0.00185,-1.30828,-1.30828,0.0000,0.9143,0.0000,19.115,0.000,1.2744,0.0000,0.09001,0
25,G1,370,1.0000,-1.30844,0.00351,-1.30844,-1.30844,0.0000,0.9154,0.0000,19.115,0.000,1.2744,0.0000,0.09001,0
25,G1,380,1.0000,-1.30849,0.00410,-1.30849,-1.30849,0.0000,0.9159,0.0000,19.115,0.000,1.2744,0.0000,0.09001,0
25,G1,390,1.0000,-1.30851,0.00425,-1.30851,-1.30851,0.0000,0.9161,0.0000,19.115,0.000,1.2744,0.0000,0.09001,0
25,G1,400,1.0000,-1.30852,0.00000,-1.30852,-1.30852,0.0000,0.9161,0.0000,19.115,0.000,1.2744,0.0000,0.09001,0
25,G1,410,1.0000,-1.30852,0.00000,-1.30852,-1.30852,0.0000,0.9161,0.0000,19.115,0.000,1.2744,0.0000,0.09001,0
25,G1,420,1.0000,-1.30852,0.00000,-1.30852,-1.30852,0.0000,0.9161,0.0000,19.115,0.000,1.2744,0.0000,0.09001,0
25,G1,430,1.0000,-1.30852,0.00000,-1.30852,-1.30852,0.0000,0.9161,0.0000,19.115,0.000,1.2744,0.0000,0.09001,0
25,G1,440,1.0000,-1.30852,0.00000,-1.30852,-1.30852,0.0000,0.9161,0.0000,19.115,0.000,1.2744,0.0000,0.09001,0
25,G1,450,1.0000,-1.30852,0.00000,-1.30852,-1.30852,0.0000,0.9161,0.0000,19.115,0.000,1.2744,0.0000,0.09001,0
25,G1,460,1.0000,-1.30852,0.00000,-1.30852,-1.30852,0.0000,0.9161,0.0000,19.115,0.000,1.2744,0.0000,0.09001,0
25,G1,470,1.0000,-1.30852,0.00000,-1.30852,-1.30852,0.0000,0.9161,0.0000,19.115,0.000,1.2744,0.0000,0.09001,0
25,G1,480,1.0000,-1.30852,0.00000,-1.30852,-1.30852,0.0000,0.9161,0.0000,19.115,0.000,1.2744,0.0000,0.09001,0
25,G1,490,1.0000,-1.30852,0.00000,-1.30852,-1.30852,0.0000,0.9161,0.0000,19.115,0.000,1.2744,0.0000,0.09001,0
25,G1,500,1.0000,-1.30852,0.00000,-1.30852,-1.30852,0.0000,0.9161,0.0000,19.115,0.000,1.2744,0.0000,0.09001,0
25,G2,10,0.0300,-0.04718,0.00666,-0.15472,0.13528,0.4314,0.2304,0.2233,-0.751,-0.324,0.0501,0.0000,0.97347,8
25,G2,20,0.0600,-0.04748,0.00807,-0.15472,0.13528,0.7206,0.2294,0.2134,-3.119,-0.324,0.2079,0.0000,0.97294,8
25,G2,30,0.0900,-0.04786,0.00876,-0.15472,0.13528,0.4705,0.2145,0.1884,-2.073,-0.825,0.1382,0.0000,0.97139,8
25,G2,40,0.1200,-0.04824,0.00752,-0.15472,0.13528,0.8515,0.1862,0.1485,-2.431,-0.825,0.1621,0.0000,0.96869,8
25,G2,50,0.1500,-0.04850,0.00423,-0.15472,0.13528,0.9026,0.1481,0.0974,-0.769,-0.143,0.0512,0.0000,0.96455,8
25,G2,60,0.1800,-0.04859,0.00131,-0.15472,0.13528,0.9607,0.1259,0.0393,-2.209,-0.143,0.1473,0.0000,0.95895,8
25,G2,70,0.2100,-0.04857,0.00333,-0.15472,0.13528,1.0000,0.1565,0.0000,-0.185,0.633,0.0123,0.0000,0.95169,8
25,G2,80,0.2400,-0.04843,0.00633,-0.15472,0.13528,1.0000,0.1871,0.0000,-0.781,0.633,0.0521,0.0000,0.94296,8
25,G2,90,0.2700,-0.04820,0.00896,-0.15472,0.13528,1.0000,0.2173,0.0000,1.097,1.823,0.0731,0.0000,0.93296,8
25,G2,100,0.3000,-0.04791,0.01015,-0.15472,0.13528,0.6787,0.2457,0.0000,8.665,3.984,0.5777,0.0000,0.92211,8
25,G2,110,0.3300,-0.04760,0.01047,-0.15472,0.13528,0.6572,0.2784,0.0000,5.918,3.889,0.3945,0.0000,0.90908,8
25,G2,120,0.3600,-0.04736,0.00997,-0.15472,0.13528,0.8909,0.3189,0.0185,3.133,2.791,0.2088,0.0000,0.89318,8
25,G2,130,0.3900,-0.04724,0.00927,-0.15472,0.13528,0.9545,0.3627,0.0455,6.716,3.118,0.4478,0.0000,0.87412,8
