hold_tick,com_ap,com_speed,support_min,support_max,cop_ap,contacts,pelvis_y,ankle_dorsiflexion_deg,ankle_proximity,trunk_incl_deg
0,0.0030,0.1326,-0.1547,0.1353,-0.0403,8,0.9671,7.44,0.165,-2.31
5,0.0101,0.1492,-0.1547,0.1353,-0.0383,8,0.9663,7.76,0.172,-1.68
10,0.0181,0.1683,-0.1547,0.1353,-0.0357,8,0.9655,8.09,0.180,-0.92
15,0.0271,0.1900,-0.1547,0.1353,-0.0329,8,0.9644,8.47,0.188,-0.06
20,0.0374,0.2146,-0.1547,0.1353,-0.0293,8,0.9631,8.90,0.198,0.87
25,0.0489,0.2420,-0.1547,0.1353,-0.0252,8,0.9615,9.40,0.209,1.88
30,0.0619,0.2722,-0.1547,0.1353,-0.0203,8,0.9595,9.99,0.222,2.96
35,0.0764,0.3055,-0.1547,0.1353,-0.0148,8,0.9571,10.66,0.237,4.14
40,0.0928,0.3422,-0.1547,0.1353,-0.0084,8,0.9541,11.43,0.254,5.44
45,0.1111,0.3824,-0.1547,0.1353,-0.0012,8,0.9505,12.30,0.273,6.85
50,0.1314,0.4267,-0.1547,0.1353,0.0071,8,0.9462,13.29,0.295,8.42
55,0.1542,0.4751,-0.1547,0.1353,0.0168,8,0.9409,14.39,0.320,10.17
60,0.1794,0.5280,-0.1547,0.1353,0.0278,8,0.9345,15.62,0.347,12.11
65,0.2075,0.5855,-0.1547,0.1353,0.0406,8,0.9269,17.00,0.378,14.28
70,0.2385,0.6477,-0.1547,0.1353,0.0552,8,0.9176,18.53,0.412,16.71
75,0.2728,0.7151,-0.1547,0.1353,0.0718,8,0.9065,20.24,0.450,19.41
80,0.3106,0.7872,-0.1547,0.1353,0.0939,8,0.8932,22.14,0.492,22.44
85,0.3520,0.8615,-0.1547,0.1353,0.1212,8,0.8772,24.25,0.539,25.82
90,0.3972,0.9410,-0.1547,0.1353,0.1353,8,0.8584,26.28,0.584,29.56
95,0.4470,1.0413,-0.1560,0.1353,0.1348,8,0.8371,28.19,0.626,33.63
100,0.5025,1.1653,-0.1559,0.1351,0.1345,8,0.8132,29.67,0.659,37.97
105,0.5647,1.3076,-0.0804,0.1348,0.1341,6,0.7856,30.54,0.679,42.61
110,0.6343,1.4598,0.0169,0.1339,0.1334,6,0.7525,30.74,0.683,47.58
115,0.7114,1.6111,0.0623,0.1342,0.1330,6,0.7112,30.23,0.672,52.92
120,0.7959,1.7519,0.0848,0.1341,0.1326,8,0.6588,28.77,0.639,58.69
125,0.8867,1.8672,0.0993,0.1336,0.1321,8,0.5925,26.10,0.580,64.95
130,0.9822,1.9435,0.1087,0.1331,0.1315,8,0.5094,21.82,0.485,71.76
135,1.0802,1.9675,0.1292,0.1619,0.1303,8,0.4071,15.11,0.336,79.09
140,1.1780,1.9465,0.1340,0.1991,0.1351,8,0.2836,7.06,0.157,86.89
145,1.2743,1.9110,0.1622,0.2686,0.1663,8,0.1383,3.00,0.067,95.14
150,1.3348,0.3092,0.1789,0.2818,NaN,8,0.1499,-4.08,0.074,97.32
155,1.3307,0.1459,0.1831,0.2842,0.2841,8,0.1467,-2.20,0.040,95.83
160,1.3244,0.1061,0.1828,0.2842,0.2833,8,0.1438,-1.11,0.020,94.90
165,1.3208,0.0462,0.1826,0.2841,0.2833,8,0.1426,-0.61,0.011,94.50
170,1.3200,0.0034,0.1826,0.2841,0.2834,8,0.1426,-0.59,0.011,94.50
175,1.3201,0.0013,0.1826,0.2841,0.2834,8,0.1428,-0.69,0.013,94.55
180,1.3201,0.0008,0.1826,0.2841,0.2833,8,0.1429,-0.71,0.013,94.56
185,1.3201,0.0007,0.1826,0.2841,0.2833,8,0.1429,-0.72,0.013,94.56
190,1.3201,0.0005,0.1826,0.2841,0.2833,8,0.1429,-0.73,0.013,94.56
195,1.3201,0.0004,0.1826,0.2841,0.2833,8,0.1430,-0.73,0.013,94.57
200,1.3201,0.0005,0.1826,0.2841,0.2833,8,0.1430,-0.74,0.013,94.57
205,1.3201,0.0005,0.1826,0.2841,0.2833,8,0.1430,-0.74,0.013,94.57
210,1.3201,0.0006,0.1826,0.2841,0.2833,8,0.1430,-0.74,0.013,94.57
215,1.3201,0.0006,1.3201,1.3201,NaN,0,0.1430,-0.74,0.013,94.57
220,1.3201,0.0000,1.3201,1.3201,NaN,0,0.1430,-0.74,0.013,94.57
225,1.3201,0.0000,1.3201,1.3201,NaN,0,0.1430,-0.74,0.013,94.57
230,1.3201,0.0000,1.3201,1.3201,NaN,0,0.1430,-0.74,0.013,94.57
235,1.3201,0.0000,1.3201,1.3201,NaN,0,0.1430,-0.74,0.013,94.57
240,1.3201,0.0000,1.3201,1.3201,NaN,0,0.1430,-0.74,0.013,94.57
245,1.3201,0.0000,1.3201,1.3201,NaN,0,0.1430,-0.74,0.013,94.57
249,1.3201,0.0000,1.3201,1.3201,NaN,0,0.1430,-0.74,0.013,94.57
