tick,joint,actual_x_deg,applied_target_x_deg,nominal_x_deg,tracking_err_deg,command_offset_deg,reference_dev_deg,limit_proximity,demand,solver_torque_nm,max_force_nm
42,thorax,0.40,3.32,3.32,2.91,0.00,2.91,0.008,0.024,0.0,1482.0
44,left_foot,-3.61,0.20,-5.48,3.82,4.71,1.87,0.080,0.025,3.0,1710.0
44,right_foot,-3.74,0.20,-5.48,3.94,4.71,1.74,0.083,0.025,2.2,1710.0
44,left_shank,9.58,16.95,16.95,7.37,0.00,7.37,0.066,0.051,4.7,2052.0
44,right_shank,9.82,16.95,16.95,7.12,0.00,7.12,0.068,0.050,0.8,2052.0
44,left_thigh,-8.46,-15.68,-15.68,7.22,0.00,7.22,0.071,0.056,0.0,2052.0
44,right_thigh,-8.59,-15.68,-15.68,7.10,0.00,7.10,0.072,0.056,0.0,2052.0
44,abdomen,0.15,2.32,2.32,2.24,0.00,2.25,0.003,0.016,0.0,1482.0
44,thorax,0.62,3.48,3.48,2.86,0.00,2.86,0.012,0.023,0.0,1482.0
46,left_foot,-3.88,0.20,-5.73,4.09,4.71,1.86,0.086,0.026,3.0,1710.0
46,right_foot,-4.01,0.20,-5.73,4.21,4.71,1.73,0.089,0.027,2.3,1710.0
46,left_shank,10.40,17.75,17.75,7.35,0.00,7.35,0.072,0.051,4.6,2052.0
46,right_shank,10.66,17.75,17.75,7.09,0.00,7.09,0.073,0.050,0.7,2052.0
46,left_thigh,-9.20,-16.42,-16.42,7.22,0.00,7.22,0.077,0.056,0.0,2052.0
46,right_thigh,-9.33,-16.42,-16.42,7.09,0.00,7.09,0.078,0.055,0.0,2052.0
46,abdomen,0.36,2.43,2.43,2.15,0.00,2.15,0.008,0.015,0.0,1482.0
46,thorax,0.85,3.64,3.64,2.79,0.00,2.79,0.017,0.022,0.0,1482.0
48,left_foot,-4.14,0.00,-5.99,4.15,5.27,1.85,0.092,0.027,3.1,1710.0
48,right_foot,-4.27,0.00,-5.99,4.27,5.27,1.72,0.095,0.027,2.3,1710.0
48,left_shank,11.23,18.55,18.55,7.31,0.00,7.31,0.077,0.050,4.7,2052.0
48,right_shank,11.50,18.55,18.55,7.05,0.00,7.05,0.079,0.049,0.8,2052.0
48,left_thigh,-9.95,-17.17,-17.17,7.22,0.00,7.22,0.083,0.055,0.0,2052.0
48,right_thigh,-10.09,-17.17,-17.17,7.08,0.00,7.08,0.084,0.055,0.0,2052.0
48,abdomen,0.57,2.53,2.53,2.04,0.00,2.04,0.013,0.014,0.0,1482.0
48,thorax,1.07,3.80,3.80,2.72,0.00,2.72,0.021,0.021,0.0,1482.0
50,left_foot,-4.41,0.00,-6.24,4.41,5.27,1.84,0.098,0.028,3.1,1710.0
50,right_foot,-4.54,0.00,-6.24,4.54,5.27,1.71,0.101,0.029,2.3,1710.0
50,left_shank,12.08,19.35,19.35,7.27,0.00,7.27,0.083,0.050,4.7,2052.0
50,right_shank,12.35,19.35,19.35,6.99,0.00,6.99,0.085,0.049,0.8,2052.0
50,left_thigh,-10.71,-17.91,-17.91,7.21,0.00,7.21,0.089,0.055,0.0,2052.0
50,right_thigh,-10.85,-17.91,-17.91,7.06,0.00,7.06,0.090,0.054,0.0,2052.0
50,abdomen,0.80,2.64,2.64,1.93,0.00,1.93,0.018,0.012,0.0,1482.0
50,thorax,1.30,3.95,3.95,2.65,0.00,2.65,0.026,0.020,0.0,1482.0
52,left_foot,-4.66,0.00,-6.49,4.67,5.27,1.83,0.104,0.030,3.0,1710.0
52,right_foot,-4.80,0.00,-6.49,4.80,5.27,1.70,0.107,0.031,2.2,1710.0
52,left_shank,12.92,20.15,20.15,7.22,0.00,7.22,0.089,0.050,4.6,2052.0
52,right_shank,13.21,20.15,20.15,6.94,0.00,6.94,0.091,0.048,0.7,2052.0
52,left_thigh,-11.47,-18.66,-18.66,7.18,0.00,7.19,0.096,0.055,0.0,2052.0
52,right_thigh,-11.63,-18.66,-18.66,7.03,0.00,7.03,0.097,0.054,0.0,2052.0
52,abdomen,1.02,2.74,2.74,1.81,0.00,1.82,0.023,0.011,0.0,1482.0
52,thorax,1.54,4.11,4.11,2.57,0.00,2.57,0.031,0.019,0.0,1482.0
54,left_foot,-4.93,-0.63,-6.74,4.30,4.84,1.82,0.109,0.028,2.9,1710.0
54,right_foot,-5.06,-0.63,-6.74,4.43,4.84,1.69,0.112,0.029,2.1,1710.0
54,left_shank,13.77,20.95,20.95,7.17,0.00,7.17,0.095,0.049,4.5,2052.0
54,right_shank,14.07,20.95,20.95,6.88,0.00,6.88,0.097,0.048,0.7,2052.0
54,left_thigh,-12.24,-19.41,-19.41,7.16,0.00,7.16,0.102,0.055,0.0,2052.0
54,right_thigh,-12.40,-19.41,-19.41,7.00,0.00,7.00,0.103,0.054,0.0,2052.0
54,abdomen,1.25,2.84,2.84,1.70,0.00,1.70,0.028,0.010,0.0,1482.0
54,thorax,1.77,4.26,4.26,2.49,0.00,2.49,0.035,0.018,0.0,1482.0
56,left_foot,-5.20,-0.88,-6.99,4.32,4.84,1.80,0.115,0.028,2.8,1710.0
56,right_foot,-5.33,-0.88,-6.99,4.45,4.84,1.66,0.119,0.029,2.1,1710.0
56,left_shank,14.63,21.74,21.74,7.12,0.00,7.12,0.101,0.048,4.4,2052.0
56,right_shank,14.93,21.74,21.74,6.81,0.00,6.81,0.103,0.047,0.7,2052.0
56,left_thigh,-13.02,-20.16,-20.16,7.14,0.00,7.14,0.108,0.054,0.0,2052.0
56,right_thigh,-13.18,-20.16,-20.16,6.97,0.00,6.97,0.110,0.053,0.0,2052.0
56,abdomen,1.47,2.94,2.94,1.58,0.00,1.59,0.033,0.009,0.0,1482.0
56,thorax,2.01,4.41,4.41,2.40,0.00,2.40,0.040,0.017,0.0,1482.0
58,left_foot,-5.47,-1.13,-7.24,4.34,4.84,1.78,0.121,0.028,2.8,1710.0
58,right_foot,-5.61,-1.13,-7.24,4.48,4.84,1.64,0.125,0.029,2.1,1710.0
58,left_shank,15.49,22.54,22.54,7.05,0.00,7.05,0.107,0.048,4.5,2052.0
58,right_shank,15.81,22.54,22.54,6.73,0.00,6.73,0.109,0.046,0.6,2052.0
58,left_thigh,-13.80,-20.91,-20.91,7.11,0.00,7.11,0.115,0.054,0.0,2052.0
58,right_thigh,-13.97,-20.91,-20.91,6.93,0.00,6.93,0.116,0.053,0.0,2052.0
58,abdomen,1.70,3.04,3.04,1.45,0.00,1.47,0.038,0.007,0.0,1482.0
58,thorax,2.24,4.55,4.55,2.31,0.00,2.31,0.045,0.016,0.0,1482.0
60,left_foot,-5.74,-1.38,-7.49,4.36,4.84,1.75,0.127,0.029,2.8,1710.0
60,right_foot,-5.88,-1.38,-7.49,4.51,4.84,1.61,0.131,0.029,2.0,1710.0
60,left_shank,16.36,23.34,23.34,6.97,0.00,6.97,0.113,0.047,4.4,2052.0
60,right_shank,16.69,23.34,23.34,6.64,0.00,6.64,0.115,0.045,0.6,2052.0
60,left_thigh,-14.58,-21.66,-21.66,7.07,0.00,7.07,0.122,0.053,0.0,2052.0
60,right_thigh,-14.77,-21.66,-21.66,6.89,0.00,6.89,0.123,0.052,0.0,2052.0
60,abdomen,1.93,3.13,3.13,1.33,0.00,1.34,0.043,0.006,0.0,1482.0
60,thorax,2.48,4.70,4.70,2.22,0.00,2.22,0.050,0.015,0.0,1482.0
62,left_foot,-6.01,-1.62,-7.73,4.39,4.84,1.72,0.134,0.029,2.7,1710.0
62,right_foot,-6.16,-1.62,-7.73,4.54,4.84,1.57,0.137,0.030,1.9,1710.0
62,left_shank,17.24,24.13,24.13,6.89,0.00,6.89,0.119,0.046,4.4,2052.0
62,right_shank,17.58,24.13,24.13,6.55,0.00,6.55,0.121,0.045,0.6,2052.0
62,left_thigh,-15.37,-22.41,-22.41,7.03,0.00,7.03,0.128,0.053,0.0,2052.0
62,right_thigh,-15.56,-22.41,-22.41,6.84,0.00,6.84,0.130,0.052,0.0,2052.0
62,abdomen,2.16,3.22,3.22,1.21,0.00,1.22,0.048,0.005,0.0,1482.0
62,thorax,2.72,4.84,4.84,2.12,0.00,2.12,0.054,0.014,0.0,1482.0
64,left_foot,-6.28,-1.86,-7.97,4.42,4.84,1.69,0.140,0.029,2.6,1710.0
64,right_foot,-6.43,-1.86,-7.97,4.58,4.84,1.54,0.143,0.030,1.8,1710.0
64,left_shank,18.11,24.92,24.92,6.81,0.00,6.81,0.125,0.046,4.3,2052.0
64,right_shank,18.46,24.92,24.92,6.46,0.00,6.46,0.127,0.044,0.5,2052.0
64,left_thigh,-16.17,-23.16,-23.16,6.99,0.00,6.99,0.135,0.052,0.0,2052.0
64,right_thigh,-16.36,-23.16,-23.16,6.79,0.00,6.79,0.136,0.051,0.0,2052.0
64,abdomen,2.39,3.31,3.31,1.08,0.00,1.10,0.053,0.004,0.0,1482.0
64,thorax,2.95,4.97,4.97,2.02,0.00,2.02,0.059,0.013,0.0,1482.0
66,left_foot,-6.55,-2.10,-8.21,4.46,4.84,1.66,0.146,0.029,2.6,1710.0
66,right_foot,-6.71,-2.10,-8.21,4.61,4.84,1.50,0.149,0.030,1.8,1710.0
66,left_shank,18.99,25.71,25.71,6.72,0.00,6.72,0.131,0.045,4.3,2052.0
66,right_shank,19.35,25.71,25.71,6.36,0.00,6.36,0.133,0.043,0.5,2052.0
66,left_thigh,-16.96,-23.91,-23.91,6.95,0.00,6.95,0.141,0.052,0.0,2052.0
66,right_thigh,-17.16,-23.91,-23.91,6.74,0.00,6.74,0.143,0.051,0.0,2052.0
66,abdomen,2.62,3.40,3.40,0.97,0.00,0.99,0.058,0.004,0.0,1482.0
66,thorax,3.19,5.10,5.10,1.92,0.00,1.92,0.064,0.012,0.0,1482.0
68,left_foot,-6.83,-2.34,-8.44,4.50,4.84,1.61,0.152,0.030,2.5,1710.0
68,right_foot,-6.99,-2.34,-8.44,4.66,4.84,1.45,0.155,0.031,1.7,1710.0
68,left_shank,19.87,26.50,26.50,6.63,0.00,6.63,0.137,0.044,4.2,2052.0
68,right_shank,20.24,26.50,26.50,6.25,0.00,6.25,0.140,0.042,0.5,2052.0
68,left_thigh,-17.76,-24.66,-24.66,6.90,0.00,6.90,0.148,0.051,0.0,2052.0
68,right_thigh,-17.97,-24.66,-24.66,6.69,0.00,6.69,0.150,0.050,0.0,2052.0
68,abdomen,2.85,3.49,3.49,0.85,0.00,0.88,0.063,0.004,0.0,1482.0
68,thorax,3.42,5.23,5.23,1.81,0.00,1.81,0.068,0.011,0.0,1482.0
70,left_foot,-7.10,-2.57,-8.67,4.54,4.84,1.57,0.158,0.030,2.4,1710.0
70,right_foot,-7.27,-2.57,-8.67,4.70,4.84,1.40,0.162,0.031,1.6,1710.0
70,left_shank,20.75,27.28,27.28,6.53,0.00,6.53,0.143,0.043,4.1,2052.0
70,right_shank,21.14,27.28,27.28,6.14,0.00,6.14,0.146,0.041,0.4,2052.0
70,left_thigh,-18.56,-25.41,-25.41,6.85,0.00,6.85,0.155,0.051,0.0,2052.0
70,right_thigh,-18.78,-25.41,-25.41,6.63,0.00,6.63,0.156,0.050,0.0,2052.0
70,abdomen,3.08,3.57,3.57,0.75,0.00,0.78,0.068,0.005,0.0,1482.0
70,thorax,3.66,5.35,5.35,1.70,0.00,1.70,0.073,0.009,0.0,1482.0
72,left_foot,-7.38,-2.80,-8.90,4.59,4.98,1.52,0.164,0.030,2.3,1710.0
72,right_foot,-7.55,-2.80,-8.90,4.76,4.98,1.35,0.168,0.031,1.5,1710.0
72,left_shank,21.63,28.06,28.06,6.42,0.00,6.42,0.149,0.043,4.1,2052.0
72,right_shank,22.03,28.06,28.06,6.02,0.00,6.02,0.152,0.041,0.4,2052.0
72,left_thigh,-19.36,-26.16,-26.16,6.80,0.00,6.80,0.161,0.050,0.0,2052.0
72,right_thigh,-19.59,-26.16,-26.16,6.57,0.00,6.57,0.163,0.049,0.0,2052.0
72,abdomen,3.31,3.65,3.65,0.66,0.00,0.70,0.074,0.006,0.0,1482.0
72,thorax,3.89,5.47,5.47,1.59,0.00,1.59,0.078,0.009,0.0,1482.0
74,left_foot,-7.65,-2.88,-9.12,4.77,4.98,1.47,0.170,0.032,2.2,1710.0
74,right_foot,-7.82,-2.88,-9.12,4.95,4.98,1.29,0.174,0.033,1.4,1710.0
74,left_shank,22.51,28.83,28.83,6.31,0.00,6.31,0.155,0.042,4.0,2052.0
74,right_shank,22.93,28.83,28.83,5.90,0.00,5.90,0.158,0.039,0.4,2052.0
74,left_thigh,-20.16,-26.90,-26.90,6.74,0.00,6.74,0.168,0.050,0.0,2052.0
74,right_thigh,-20.40,-26.90,-26.90,6.51,0.00,6.51,0.170,0.049,0.0,2052.0
74,abdomen,3.53,3.72,3.72,0.59,0.00,0.63,0.079,0.007,0.0,1482.0
74,thorax,4.11,5.58,5.58,1.47,0.00,1.47,0.082,0.007,0.0,1482.0
76,left_foot,-7.92,-3.10,-9.34,4.82,4.98,1.42,0.176,0.032,2.1,1710.0
76,right_foot,-8.10,-3.10,-9.34,5.01,4.98,1.24,0.180,0.033,1.3,1710.0
76,left_shank,23.39,29.60,29.60,6.21,0.00,6.21,0.161,0.041,3.9,2052.0
76,right_shank,23.82,29.60,29.60,5.78,0.00,5.78,0.164,0.039,0.4,2052.0
76,left_thigh,-20.97,-27.65,-27.65,6.68,0.00,6.68,0.175,0.049,0.0,2052.0
76,right_thigh,-21.21,-27.65,-27.65,6.44,0.00,6.44,0.177,0.048,0.0,2052.0
76,abdomen,3.76,3.80,3.80,0.55,0.00,0.60,0.084,0.008,0.0,1482.0
76,thorax,4.34,5.69,5.69,1.35,0.00,1.36,0.087,0.006,0.0,1482.0
78,left_foot,-8.19,-3.32,-9.55,4.88,4.99,1.36,0.182,0.033,2.0,1710.0
78,right_foot,-8.38,-3.32,-9.55,5.07,4.99,1.17,0.186,0.034,1.2,1710.0
78,left_shank,24.27,30.36,30.36,6.09,0.00,6.09,0.167,0.040,3.8,2052.0
78,right_shank,24.71,30.36,30.36,5.65,0.00,5.65,0.170,0.038,0.3,2052.0
78,left_thigh,-21.77,-28.39,-28.39,6.62,0.00,6.62,0.181,0.049,0.0,2052.0
78,right_thigh,-22.02,-28.39,-28.39,6.37,0.00,6.37,0.184,0.047,0.0,2052.0
78,abdomen,3.98,3.86,3.86,0.56,0.00,0.61,0.088,0.010,0.0,1482.0
78,thorax,4.56,5.79,5.79,1.23,0.00,1.23,0.091,0.005,0.0,1482.0
80,left_foot,-8.46,-3.53,-9.76,4.94,4.99,1.30,0.188,0.033,1.9,1710.0
80,right_foot,-8.65,-3.53,-9.76,5.13,4.99,1.11,0.192,0.034,1.1,1710.0
80,left_shank,25.15,31.12,31.12,5.97,0.00,5.97,0.173,0.039,3.8,2052.0
80,right_shank,25.60,31.12,31.12,5.52,0.00,5.52,0.177,0.036,0.3,2052.0
80,left_thigh,-22.58,-29.14,-29.14,6.55,0.00,6.55,0.188,0.048,0.0,2052.0
80,right_thigh,-22.84,-29.14,-29.14,6.30,0.00,6.30,0.190,0.047,0.0,2052.0
80,abdomen,4.20,3.93,3.93,0.61,0.00,0.66,0.093,0.011,0.0,1482.0
80,thorax,4.78,5.89,5.89,1.11,0.00,1.11,0.096,0.003,0.0,1482.0
82,left_foot,-8.73,-3.74,-9.97,5.00,4.99,1.24,0.194,0.034,1.8,1710.0
82,right_foot,-8.93,-3.74,-9.97,5.20,4.99,1.04,0.198,0.035,1.0,1710.0
82,left_shank,26.03,31.87,31.87,5.85,0.00,5.85,0.179,0.038,3.7,2052.0
82,right_shank,26.49,31.87,31.87,5.39,0.00,5.39,0.183,0.036,0.3,2052.0
82,left_thigh,-23.39,-29.88,-29.88,6.49,0.00,6.49,0.195,0.048,0.0,2052.0
82,right_thigh,-23.65,-29.88,-29.88,6.23,0.00,6.23,0.197,0.046,0.0,2052.0
82,abdomen,4.42,3.99,3.99,0.69,0.00,0.74,0.098,0.012,0.0,1482.0
82,thorax,5.00,5.98,5.98,0.98,0.00,0.98,0.100,0.002,0.0,1482.0
84,left_foot,-9.00,-3.94,-10.17,5.06,4.99,1.18,0.200,0.034,1.7,1710.0
84,right_foot,-9.20,-3.94,-10.17,5.26,4.99,0.97,0.204,0.035,0.9,1710.0
84,left_shank,26.89,32.64,32.64,5.75,0.00,5.75,0.185,0.039,3.6,2052.0
84,right_shank,27.36,32.64,32.64,5.28,0.00,5.28,0.189,0.036,0.4,2052.0
84,left_thigh,-24.19,-30.63,-30.63,6.44,0.00,6.45,0.202,0.049,0.0,2052.0
84,right_thigh,-24.46,-30.63,-30.63,6.17,0.00,6.18,0.204,0.047,0.0,2052.0
84,abdomen,4.64,4.05,4.05,0.80,0.00,0.84,0.103,0.014,0.0,1482.0
84,thorax,5.22,6.07,6.07,0.85,0.00,0.86,0.104,0.001,0.0,1482.0
86,left_foot,-9.26,-4.15,-10.38,5.12,4.99,1.12,0.206,0.034,1.6,1710.0
86,right_foot,-9.47,-4.15,-10.38,5.33,4.99,0.91,0.210,0.035,0.8,1710.0
86,left_shank,27.75,33.41,33.41,5.67,0.00,5.67,0.191,0.040,3.5,2052.0
86,right_shank,28.23,33.41,33.41,5.18,0.00,5.18,0.195,0.037,0.4,2052.0
86,left_thigh,-24.98,-31.40,-31.40,6.42,0.00,6.42,0.208,0.050,0.0,2052.0
86,right_thigh,-25.26,-31.40,-31.40,6.14,0.00,6.14,0.211,0.048,0.0,2052.0
86,abdomen,4.86,4.10,4.10,0.92,0.00,0.96,0.108,0.015,0.0,1482.0
86,thorax,5.42,6.15,6.15,0.73,0.00,0.74,0.108,0.000,0.0,1482.0
88,left_foot,-9.51,-4.36,-10.59,5.17,4.99,1.08,0.211,0.034,1.6,1710.0
88,right_foot,-9.72,-4.36,-10.59,5.38,4.99,0.86,0.216,0.035,0.7,1710.0
88,left_shank,28.58,34.22,34.22,5.64,0.00,5.64,0.197,0.040,3.5,2052.0
88,right_shank,29.08,34.22,34.22,5.14,0.00,5.14,0.201,0.037,0.5,2052.0
88,left_thigh,-25.76,-32.20,-32.20,6.45,0.00,6.45,0.215,0.051,0.0,2052.0
88,right_thigh,-26.04,-32.20,-32.20,6.16,0.00,6.16,0.217,0.049,0.0,2052.0
88,abdomen,5.07,4.16,4.16,1.05,0.00,1.09,0.113,0.017,0.0,1482.0
88,thorax,5.63,6.24,6.24,0.61,0.00,0.62,0.113,0.001,0.0,1482.0
90,left_foot,-9.76,-4.57,-10.80,5.20,4.99,1.04,0.217,0.034,1.4,1710.0
90,right_foot,-9.98,-4.57,-10.80,5.42,4.99,0.82,0.222,0.035,0.6,1710.0
90,left_shank,29.40,35.04,35.04,5.64,0.00,5.64,0.203,0.042,3.4,2052.0
90,right_shank,29.91,35.04,35.04,5.13,0.00,5.13,0.206,0.039,0.5,2052.0
90,left_thigh,-26.52,-33.02,-33.02,6.50,0.00,6.50,0.221,0.053,0.0,2052.0
90,right_thigh,-26.82,-33.02,-33.02,6.20,0.00,6.21,0.223,0.052,0.0,2052.0
90,abdomen,5.28,4.21,4.21,1.19,0.00,1.22,0.117,0.018,0.0,1482.0
90,thorax,5.83,6.32,6.32,0.49,0.00,0.50,0.117,0.002,0.0,1482.0
92,left_foot,-10.02,-4.50,-11.02,5.53,6.52,1.00,0.223,0.036,1.2,1710.0
92,right_foot,-10.24,-4.50,-11.02,5.75,6.52,0.78,0.228,0.038,0.3,1710.0
92,left_shank,30.22,35.88,35.88,5.66,0.00,5.66,0.208,0.042,3.2,2052.0
92,right_shank,30.74,35.88,35.88,5.13,0.00,5.13,0.212,0.039,0.6,2052.0
92,left_thigh,-27.29,-33.86,-33.86,6.57,0.00,6.57,0.227,0.054,0.0,2052.0
92,right_thigh,-27.59,-33.86,-33.86,6.27,0.00,6.27,0.230,0.052,0.0,2052.0
92,abdomen,5.48,4.27,4.27,1.32,0.00,1.35,0.122,0.018,0.0,1482.0
92,thorax,6.02,6.40,6.40,0.38,0.00,0.40,0.120,0.002,0.0,1482.0
94,left_foot,-10.27,-4.50,-11.24,5.78,7.52,0.96,0.228,0.038,1.1,1710.0
94,right_foot,-10.50,-4.50,-11.24,6.01,7.52,0.73,0.233,0.039,0.2,1710.0
94,left_shank,31.04,36.74,36.74,5.70,0.00,5.70,0.214,0.043,3.1,2052.0
94,right_shank,31.58,36.74,36.74,5.16,0.00,5.16,0.218,0.040,0.6,2052.0
94,left_thigh,-28.06,-34.73,-34.73,6.67,0.00,6.67,0.234,0.056,0.0,2052.0
94,right_thigh,-28.37,-34.73,-34.73,6.36,0.00,6.36,0.236,0.054,0.0,2052.0
94,abdomen,5.67,4.32,4.32,1.44,0.00,1.47,0.126,0.019,0.0,1482.0
94,thorax,6.20,6.48,6.48,0.28,0.00,0.30,0.124,0.003,0.0,1482.0
96,left_foot,-10.53,-4.50,-11.46,6.04,7.52,0.93,0.234,0.040,1.0,1710.0
96,right_foot,-10.76,-4.50,-11.46,6.27,7.52,0.69,0.239,0.041,0.1,1710.0
96,left_shank,31.87,37.61,37.61,5.74,0.00,5.74,0.220,0.044,3.0,2052.0
96,right_shank,32.42,37.61,37.61,5.19,0.00,5.19,0.224,0.041,0.7,2052.0
96,left_thigh,-28.84,-35.60,-35.60,6.76,0.16,6.76,0.240,0.057,0.0,2052.0
96,right_thigh,-29.16,-35.60,-35.60,6.45,0.16,6.45,0.243,0.055,0.0,2052.0
96,abdomen,5.85,4.37,4.37,1.56,0.00,1.59,0.130,0.020,0.0,1482.0
96,thorax,6.37,6.56,6.56,0.18,0.00,0.21,0.127,0.004,0.0,1482.0
98,left_foot,-10.79,-4.81,-11.68,5.98,6.88,0.90,0.240,0.039,1.0,1710.0
98,right_foot,-11.02,-4.81,-11.68,6.22,6.88,0.66,0.245,0.041,0.2,1710.0
98,left_shank,32.70,38.51,38.51,5.81,0.00,5.81,0.226,0.044,2.9,2052.0
98,right_shank,33.26,38.51,38.51,5.24,0.00,5.24,0.229,0.041,0.8,2052.0
98,left_thigh,-29.63,-36.51,-36.51,6.88,0.17,6.88,0.247,0.058,0.0,2052.0
98,right_thigh,-29.95,-36.51,-36.51,6.56,0.17,6.56,0.250,0.056,0.0,2052.0
98,abdomen,6.03,4.42,4.42,1.68,0.00,1.71,0.134,0.021,0.0,1482.0
98,thorax,6.54,6.63,6.63,0.00,0.00,0.00,0.131,0.004,0.0,1482.0
100,left_foot,-11.05,-5.04,-11.91,6.01,6.88,0.87,0.245,0.039,0.9,1710.0
100,right_foot,-11.29,-5.04,-11.91,6.25,6.88,0.63,0.251,0.041,0.3,1710.0
100,left_shank,33.54,39.42,39.42,5.88,0.00,5.88,0.231,0.046,2.8,2052.0
100,right_shank,34.11,39.42,39.42,5.31,0.00,5.31,0.235,0.043,0.9,2052.0
100,left_thigh,-30.42,-37.43,-37.43,7.00,0.17,7.01,0.254,0.060,0.0,2052.0
100,right_thigh,-30.75,-37.43,-37.43,6.68,0.17,6.68,0.256,0.058,0.0,2052.0
100,abdomen,6.20,4.47,4.47,1.80,0.00,1.82,0.138,0.022,0.0,1482.0
100,thorax,6.70,6.71,6.71,0.00,0.00,0.00,0.134,0.005,0.0,1482.0
102,left_foot,-11.31,-6.64,-12.14,4.68,5.51,0.83,0.251,0.031,0.8,1710.0
102,right_foot,-11.56,-6.64,-12.14,4.92,5.51,0.59,0.257,0.032,0.4,1710.0
102,left_shank,34.39,40.34,40.34,5.95,0.00,5.95,0.237,0.046,2.7,2052.0
102,right_shank,34.97,40.34,40.34,5.37,0.00,5.37,0.241,0.042,0.9,2052.0
102,left_thigh,-31.23,-38.36,-38.36,7.12,0.18,7.13,0.260,0.060,0.0,2052.0
102,right_thigh,-31.57,-38.36,-38.36,6.79,0.18,6.79,0.263,0.058,0.0,2052.0
102,abdomen,6.37,4.52,4.52,1.90,0.00,1.93,0.141,0.023,0.0,1482.0
102,thorax,6.85,6.78,6.78,0.00,0.00,0.00,0.137,0.005,0.0,1482.0
104,left_foot,-11.59,-6.64,-12.37,4.96,4.58,0.79,0.257,0.032,0.8,1710.0
104,right_foot,-11.83,-6.64,-12.37,5.20,4.58,0.54,0.263,0.034,0.4,1710.0
104,left_shank,35.26,41.28,41.28,6.02,0.00,6.02,0.243,0.047,2.6,2052.0
104,right_shank,35.85,41.28,41.28,5.43,0.00,5.43,0.247,0.043,1.0,2052.0
104,left_thigh,-32.06,-39.31,-39.31,7.25,0.19,7.25,0.267,0.061,0.0,2052.0
104,right_thigh,-32.40,-39.31,-39.31,6.91,0.19,6.91,0.270,0.059,0.0,2052.0
104,abdomen,6.52,4.57,4.57,2.01,0.00,2.03,0.145,0.024,0.0,1482.0
104,thorax,7.00,6.86,6.86,0.00,0.00,0.17,0.140,0.006,0.0,1482.0
106,left_foot,-11.87,-6.35,-12.60,5.53,6.26,0.74,0.264,0.037,0.8,1710.0
106,right_foot,-12.12,-6.35,-12.60,5.78,6.26,0.49,0.269,0.038,0.7,1710.0
106,left_shank,36.14,42.23,42.23,6.08,0.00,6.08,0.249,0.047,2.5,2052.0
106,right_shank,36.74,42.23,42.23,5.49,0.00,5.49,0.253,0.043,1.1,2052.0
106,left_thigh,-32.91,-40.27,-40.27,7.37,0.18,7.37,0.274,0.062,0.0,2052.0
106,right_thigh,-33.25,-40.27,-40.27,7.02,0.18,7.03,0.277,0.060,0.0,2052.0
106,abdomen,6.67,4.62,4.62,2.11,0.00,2.13,0.148,0.024,0.0,1482.0
106,thorax,7.15,6.93,6.93,0.21,0.00,0.23,0.143,0.006,0.0,1482.0
108,left_foot,-12.16,-6.35,-12.83,5.82,6.70,0.69,0.270,0.039,0.8,1710.0
108,right_foot,-12.41,-6.35,-12.83,6.07,6.70,0.43,0.276,0.040,0.8,1710.0
108,left_shank,37.04,43.19,43.19,6.15,0.00,6.15,0.255,0.047,2.3,2052.0
108,right_shank,37.65,43.19,43.19,5.54,0.00,5.54,0.260,0.043,1.2,2052.0
108,left_thigh,-33.76,-41.25,-41.25,7.49,0.19,7.50,0.281,0.063,0.0,2052.0
108,right_thigh,-34.11,-41.25,-41.25,7.14,0.19,7.15,0.284,0.061,0.0,2052.0
108,abdomen,6.83,4.67,4.67,2.21,0.00,2.23,0.152,0.025,0.0,1482.0
108,thorax,7.29,7.00,7.00,0.29,0.00,0.30,0.146,0.007,0.0,1482.0
110,left_foot,-12.45,-6.38,-13.07,6.07,6.70,0.64,0.277,0.040,0.9,1710.0
110,right_foot,-12.70,-6.38,-13.07,6.33,6.70,0.38,0.282,0.042,0.9,1710.0
110,left_shank,37.96,44.16,44.16,6.20,0.00,6.20,0.262,0.047,2.3,2052.0
110,right_shank,38.57,44.16,44.16,5.59,0.00,5.59,0.266,0.044,1.3,2052.0
110,left_thigh,-34.64,-42.24,-42.24,7.60,0.19,7.61,0.289,0.064,0.0,2052.0
110,right_thigh,-34.99,-42.24,-42.24,7.25,0.19,7.25,0.292,0.062,0.0,2052.0
110,abdomen,6.98,4.72,4.72,2.31,0.00,2.33,0.155,0.026,0.0,1482.0
110,thorax,7.43,7.07,7.07,0.35,0.00,0.37,0.149,0.008,0.0,1482.0
112,left_foot,-12.74,-8.20,-13.31,4.54,5.12,0.59,0.283,0.030,1.0,1710.0
112,right_foot,-13.00,-8.20,-13.31,4.80,5.12,0.33,0.289,0.032,1.1,1710.0
112,left_shank,38.89,45.14,45.14,6.26,0.00,6.26,0.268,0.047,2.2,2052.0
112,right_shank,39.51,45.14,45.14,5.63,0.00,5.63,0.272,0.043,1.3,2052.0
112,left_thigh,-35.54,-43.24,-43.24,7.71,0.19,7.71,0.296,0.064,0.0,2052.0
112,right_thigh,-35.90,-43.24,-43.24,7.35,0.19,7.35,0.299,0.061,0.0,2052.0
112,abdomen,7.12,4.76,4.76,2.40,0.00,2.42,0.158,0.027,0.0,1482.0
