hold_tick,com_ap,com_speed,support_min,support_max,cop_ap,contacts,pelvis_y,ankle_dorsiflexion_deg,ankle_proximity,trunk_incl_deg
0,1.1555,0.0918,1.1555,1.1555,NaN,0,0.2516,24.31,0.540,111.62
5,1.1512,0.1115,1.1512,1.1512,NaN,0,0.2609,21.79,0.484,112.50
10,1.1473,0.0927,1.1473,1.1473,NaN,0,0.2699,22.36,0.497,113.08
15,1.1444,0.0944,1.1444,1.1444,NaN,0,0.2774,23.83,0.530,113.19
20,1.1415,0.0944,1.1415,1.1415,NaN,0,0.2838,24.13,0.536,113.38
25,1.1395,0.0876,1.1395,1.1395,NaN,0,0.2886,24.98,0.555,113.56
30,1.1385,0.0871,1.1385,1.1385,NaN,0,0.2925,24.63,0.547,113.62
35,1.1379,0.0923,1.1379,1.1379,NaN,0,0.2957,23.87,0.531,113.68
40,1.1382,0.1017,1.1382,1.1382,NaN,0,0.2970,23.95,0.532,113.70
45,1.1392,0.1034,1.1392,1.1392,NaN,0,0.2977,23.50,0.522,113.57
50,1.1395,0.0746,1.1395,1.1395,NaN,0,0.2999,23.50,0.522,113.39
55,1.1399,0.0552,1.1399,1.1399,NaN,0,0.3013,23.90,0.531,113.23
60,1.1402,0.0392,1.1402,1.1402,NaN,0,0.3024,23.61,0.525,113.13
65,1.1398,0.0366,1.1398,1.1398,NaN,0,0.3029,22.82,0.507,113.11
70,1.1387,0.0369,1.1387,1.1387,NaN,0,0.3031,22.02,0.489,113.10
75,1.1385,0.0176,1.1385,1.1385,NaN,0,0.3037,22.40,0.498,113.13
80,1.1389,0.0109,1.1389,1.1389,NaN,0,0.3041,23.21,0.516,113.11
85,1.1392,0.0040,1.1392,1.1392,NaN,0,0.3042,23.35,0.519,113.11
90,1.1391,0.0076,1.1391,1.1391,NaN,0,0.3040,23.65,0.526,113.13
95,1.1391,0.0117,1.1391,1.1391,NaN,0,0.3039,23.88,0.531,113.18
100,1.1392,0.0096,1.1392,1.1392,NaN,0,0.3039,24.05,0.534,113.22
105,1.1391,0.0045,1.1391,1.1391,NaN,0,0.3039,24.07,0.535,113.24
110,1.1391,0.0008,1.1391,1.1391,NaN,0,0.3040,24.09,0.535,113.25
115,1.1391,0.0026,1.1391,1.1391,NaN,0,0.3040,24.15,0.537,113.24
120,1.1391,0.0028,1.1391,1.1391,NaN,0,0.3040,24.21,0.538,113.23
125,1.1391,0.0018,1.1391,1.1391,NaN,0,0.3040,24.27,0.539,113.22
130,1.1391,0.0011,1.1391,1.1391,NaN,0,0.3040,24.32,0.540,113.22
135,1.1391,0.0016,1.1391,1.1391,NaN,0,0.3039,24.33,0.541,113.23
140,1.1391,0.0000,1.1391,1.1391,NaN,0,0.3039,24.33,0.541,113.23
145,1.1391,0.0000,1.1391,1.1391,NaN,0,0.3039,24.33,0.541,113.23
150,1.1391,0.0000,1.1391,1.1391,NaN,0,0.3039,24.33,0.541,113.23
155,1.1391,0.0000,1.1391,1.1391,NaN,0,0.3039,24.33,0.541,113.23
160,1.1391,0.0000,1.1391,1.1391,NaN,0,0.3039,24.33,0.541,113.23
165,1.1391,0.0000,1.1391,1.1391,NaN,0,0.3039,24.33,0.541,113.23
170,1.1391,0.0000,1.1391,1.1391,NaN,0,0.3039,24.33,0.541,113.23
175,1.1391,0.0000,1.1391,1.1391,NaN,0,0.3039,24.33,0.541,113.23
180,1.1391,0.0000,1.1391,1.1391,NaN,0,0.3039,24.33,0.541,113.23
185,1.1391,0.0000,1.1391,1.1391,NaN,0,0.3039,24.33,0.541,113.23
190,1.1391,0.0000,1.1391,1.1391,NaN,0,0.3039,24.33,0.541,113.23
195,1.1391,0.0000,1.1391,1.1391,NaN,0,0.3039,24.33,0.541,113.23
200,1.1391,0.0000,1.1391,1.1391,NaN,0,0.3039,24.33,0.541,113.23
205,1.1391,0.0000,1.1391,1.1391,NaN,0,0.3039,24.33,0.541,113.23
210,1.1391,0.0000,1.1391,1.1391,NaN,0,0.3039,24.33,0.541,113.23
215,1.1391,0.0000,1.1391,1.1391,NaN,0,0.3039,24.33,0.541,113.23
220,1.1391,0.0000,1.1391,1.1391,NaN,0,0.3039,24.33,0.541,113.23
225,1.1391,0.0000,1.1391,1.1391,NaN,0,0.3039,24.33,0.541,113.23
230,1.1391,0.0000,1.1391,1.1391,NaN,0,0.3039,24.33,0.541,113.23
235,1.1391,0.0000,1.1391,1.1391,NaN,0,0.3039,24.33,0.541,113.23
240,1.1391,0.0000,1.1391,1.1391,NaN,0,0.3039,24.33,0.541,113.23
245,1.1391,0.0000,1.1391,1.1391,NaN,0,0.3039,24.33,0.541,113.23
249,1.1391,0.0000,1.1391,1.1391,NaN,0,0.3039,24.33,0.541,113.23
