hold_tick,com_ap,com_speed,support_min,support_max,cop_ap,contacts,pelvis_y,ankle_dorsiflexion_deg,ankle_proximity,trunk_incl_deg
0,-0.0294,0.0009,-0.1547,0.1353,-0.0262,8,0.7447,23.80,0.529,38.08
5,-0.0294,0.0036,-0.1547,0.1353,-0.0279,8,0.7289,24.53,0.545,39.02
10,-0.0293,0.0020,-0.1547,0.1353,-0.0336,8,0.7151,25.13,0.558,39.86
15,-0.0292,0.0039,-0.1547,0.1353,-0.0434,8,0.7057,25.53,0.567,40.64
20,-0.0287,0.0155,-0.1547,0.1353,-0.0581,8,0.7001,25.81,0.574,41.29
25,-0.0274,0.0314,-0.1547,0.1353,-0.0215,8,0.6978,25.89,0.575,41.78
30,-0.0261,0.0195,-0.1547,0.1353,-0.0075,8,0.6979,25.86,0.575,42.18
35,-0.0254,0.0142,-0.1547,0.1353,-0.0157,8,0.6987,25.86,0.575,42.42
40,-0.0248,0.0097,-0.1547,0.1353,-0.0117,8,0.6996,25.83,0.574,42.50
45,-0.0245,0.0064,-0.1547,0.1353,-0.0174,8,0.7002,25.85,0.574,42.46
50,-0.0243,0.0026,-0.1547,0.1353,-0.0167,8,0.7005,25.88,0.575,42.34
55,-0.0242,0.0011,-0.1547,0.1353,-0.0220,8,0.7007,25.92,0.576,42.18
60,-0.0243,0.0028,-0.1547,0.1353,-0.0192,8,0.7007,25.96,0.577,42.02
65,-0.0245,0.0042,-0.1547,0.1353,-0.0261,8,0.7006,26.00,0.578,41.87
70,-0.0247,0.0058,-0.1547,0.1353,-0.0204,8,0.7004,26.02,0.578,41.74
75,-0.0250,0.0067,-0.1547,0.1353,-0.0293,8,0.7002,26.04,0.579,41.63
80,-0.0253,0.0066,-0.1547,0.1353,-0.0236,8,0.7000,26.05,0.579,41.54
85,-0.0257,0.0066,-0.1547,0.1353,-0.0296,8,0.6998,26.05,0.579,41.47
90,-0.0260,0.0066,-0.1547,0.1353,-0.0240,8,0.6997,26.04,0.579,41.41
95,-0.0263,0.0064,-0.1547,0.1353,-0.0305,8,0.6996,26.02,0.578,41.37
100,-0.0266,0.0059,-0.1547,0.1353,-0.0249,8,0.6994,26.01,0.578,41.34
105,-0.0269,0.0053,-0.1547,0.1353,-0.0309,8,0.6994,25.99,0.578,41.31
110,-0.0271,0.0049,-0.1547,0.1353,-0.0254,8,0.6993,25.97,0.577,41.28
115,-0.0274,0.0042,-0.1547,0.1353,-0.0314,8,0.6992,25.96,0.577,41.26
120,-0.0276,0.0039,-0.1547,0.1353,-0.0256,8,0.6991,25.94,0.576,41.24
125,-0.0278,0.0035,-0.1547,0.1353,-0.0316,8,0.6991,25.93,0.576,41.22
130,-0.0279,0.0033,-0.1547,0.1353,-0.0259,8,0.6990,25.91,0.576,41.20
135,-0.0281,0.0030,-0.1547,0.1353,-0.0319,8,0.6990,25.90,0.576,41.18
140,-0.0283,0.0028,-0.1547,0.1353,-0.0261,8,0.6990,25.89,0.575,41.17
145,-0.0284,0.0026,-0.1547,0.1353,-0.0321,8,0.6989,25.88,0.575,41.15
150,-0.0285,0.0025,-0.1547,0.1353,-0.0262,8,0.6989,25.87,0.575,41.14
155,-0.0286,0.0023,-0.1547,0.1353,-0.0323,8,0.6989,25.86,0.575,41.13
160,-0.0287,0.0021,-0.1547,0.1353,-0.0264,8,0.6988,25.85,0.574,41.11
165,-0.0288,0.0019,-0.1547,0.1353,-0.0324,8,0.6988,25.85,0.574,41.10
170,-0.0289,0.0017,-0.1547,0.1353,-0.0266,8,0.6988,25.84,0.574,41.09
175,-0.0290,0.0015,-0.1547,0.1353,-0.0325,8,0.6988,25.84,0.574,41.09
180,-0.0291,0.0013,-0.1547,0.1353,-0.0266,8,0.6987,25.83,0.574,41.08
185,-0.0291,0.0011,-0.1547,0.1353,-0.0326,8,0.6987,25.83,0.574,41.07
190,-0.0292,0.0010,-0.1547,0.1353,-0.0267,8,0.6987,25.82,0.574,41.06
195,-0.0292,0.0008,-0.1547,0.1353,-0.0327,8,0.6987,25.82,0.574,41.06
200,-0.0293,0.0007,-0.1547,0.1353,-0.0268,8,0.6987,25.81,0.574,41.05
205,-0.0293,0.0006,-0.1547,0.1353,-0.0328,8,0.6987,25.81,0.574,41.05
210,-0.0294,0.0006,-0.1547,0.1353,-0.0268,8,0.6987,25.81,0.573,41.05
215,-0.0294,0.0006,-0.1547,0.1353,-0.0328,8,0.6986,25.81,0.573,41.04
220,-0.0294,0.0006,-0.1547,0.1353,-0.0269,8,0.6986,25.80,0.573,41.04
225,-0.0295,0.0006,-0.1547,0.1353,-0.0328,8,0.6986,25.80,0.573,41.04
230,-0.0295,0.0006,-0.1547,0.1353,-0.0269,8,0.6986,25.80,0.573,41.03
235,-0.0295,0.0006,-0.1547,0.1353,-0.0329,8,0.6986,25.80,0.573,41.03
240,-0.0295,0.0006,-0.1547,0.1353,-0.0269,8,0.6986,25.80,0.573,41.03
245,-0.0296,0.0005,-0.1547,0.1353,-0.0329,8,0.6986,25.80,0.573,41.03
249,-0.0296,0.0005,-0.1547,0.1353,-0.0329,8,0.6986,25.80,0.573,41.02
