hold_tick,com_ap,com_speed,support_min,support_max,cop_ap,contacts,pelvis_y,ankle_dorsiflexion_deg,ankle_proximity,trunk_incl_deg
0,0.0474,0.2731,-0.1547,0.1353,-0.0390,8,0.9705,5.80,0.129,6.51
5,0.0622,0.3089,-0.1547,0.1353,-0.0318,8,0.9686,6.55,0.145,7.75
10,0.0788,0.3477,-0.1547,0.1353,-0.0236,8,0.9662,7.41,0.165,9.10
15,0.0974,0.3895,-0.1547,0.1353,-0.0141,8,0.9632,8.40,0.187,10.57
20,0.1182,0.4345,-0.1547,0.1353,-0.0033,8,0.9593,9.53,0.212,12.19
25,0.1413,0.4828,-0.1547,0.1353,0.0092,8,0.9545,10.80,0.240,13.98
30,0.1670,0.5347,-0.1547,0.1353,0.0234,8,0.9485,12.22,0.271,15.95
35,0.1954,0.5902,-0.1547,0.1353,0.0399,8,0.9410,13.80,0.307,18.14
40,0.2266,0.6491,-0.1547,0.1353,0.0585,8,0.9318,15.57,0.346,20.56
45,0.2609,0.7123,-0.1547,0.1353,0.0797,8,0.9206,17.54,0.390,23.25
50,0.2985,0.7779,-0.1547,0.1353,0.1081,8,0.9068,19.72,0.438,26.22
55,0.3393,0.8440,-0.1547,0.1353,0.1348,8,0.8901,22.00,0.489,29.51
60,0.3838,0.9240,-0.1547,0.1353,0.1353,8,0.8708,24.24,0.539,33.13
65,0.4330,1.0288,-0.1549,0.1352,0.1351,8,0.8494,26.12,0.580,37.05
70,0.4880,1.1543,-0.1548,0.1350,0.1347,8,0.8251,27.40,0.609,41.28
75,0.5499,1.2942,-0.0205,0.1339,0.1338,6,0.7961,28.09,0.624,45.81
80,0.6189,1.4419,0.0441,0.1336,0.1334,6,0.7599,28.14,0.625,50.69
85,0.6952,1.5816,0.0748,0.1336,0.1327,8,0.7134,27.53,0.612,55.94
90,0.7779,1.7042,0.0922,0.1335,0.1325,8,0.6534,26.14,0.581,61.66
95,0.8659,1.7970,0.1037,0.1332,0.1327,8,0.5770,23.56,0.524,67.92
100,0.9574,1.8486,0.1296,0.1528,0.1317,8,0.4815,19.24,0.428,74.80
105,1.0502,1.8535,0.1294,0.1687,0.1298,8,0.3650,12.25,0.272,82.27
110,1.1420,1.8251,0.1407,0.2288,0.1418,8,0.2261,4.64,0.103,90.27
115,1.2318,1.7615,0.1650,0.2731,0.2688,8,0.1386,-4.72,0.086,93.95
120,1.2529,0.2603,0.1665,0.2738,0.2674,8,0.1584,-7.12,0.129,94.37
125,1.2638,0.1907,0.1684,0.2746,0.2702,8,0.1507,-10.16,0.185,94.29
130,1.2684,0.0087,0.2668,0.2748,0.2711,4,0.1392,-10.27,0.187,93.54
135,1.2662,0.0246,0.1799,0.2748,0.2704,5,0.1388,-9.62,0.175,93.41
140,1.2661,0.0060,0.2668,0.2748,0.2709,4,0.1392,-9.67,0.176,93.45
145,1.2662,0.0019,0.2668,0.2748,0.2709,4,0.1394,-9.66,0.176,93.49
150,1.2661,0.0020,0.1799,0.2748,0.2708,5,0.1395,-9.72,0.177,93.51
155,1.2661,0.0008,0.1799,0.2748,0.2708,5,0.1396,-9.73,0.177,93.52
160,1.2661,0.0012,0.2668,0.2748,0.2708,4,0.1396,-9.72,0.177,93.53
165,1.2661,0.0007,0.2668,0.2748,0.2708,4,0.1397,-9.74,0.177,93.53
170,1.2661,0.0009,0.2668,0.2748,0.2708,4,0.1397,-9.70,0.176,93.54
175,1.2661,0.0007,0.2668,0.2748,0.2708,4,0.1397,-9.75,0.177,93.54
180,1.2661,0.0000,1.2661,1.2661,NaN,0,0.1397,-9.75,0.177,93.54
185,1.2661,0.0000,1.2661,1.2661,NaN,0,0.1397,-9.75,0.177,93.54
190,1.2661,0.0000,1.2661,1.2661,NaN,0,0.1397,-9.75,0.177,93.54
195,1.2661,0.0000,1.2661,1.2661,NaN,0,0.1397,-9.75,0.177,93.54
200,1.2661,0.0000,1.2661,1.2661,NaN,0,0.1397,-9.75,0.177,93.54
205,1.2661,0.0000,1.2661,1.2661,NaN,0,0.1397,-9.75,0.177,93.54
210,1.2661,0.0000,1.2661,1.2661,NaN,0,0.1397,-9.75,0.177,93.54
215,1.2661,0.0000,1.2661,1.2661,NaN,0,0.1397,-9.75,0.177,93.54
220,1.2661,0.0000,1.2661,1.2661,NaN,0,0.1397,-9.75,0.177,93.54
225,1.2661,0.0000,1.2661,1.2661,NaN,0,0.1397,-9.75,0.177,93.54
230,1.2661,0.0000,1.2661,1.2661,NaN,0,0.1397,-9.75,0.177,93.54
235,1.2661,0.0000,1.2661,1.2661,NaN,0,0.1397,-9.75,0.177,93.54
240,1.2661,0.0000,1.2661,1.2661,NaN,0,0.1397,-9.75,0.177,93.54
245,1.2661,0.0000,1.2661,1.2661,NaN,0,0.1397,-9.75,0.177,93.54
249,1.2661,0.0000,1.2661,1.2661,NaN,0,0.1397,-9.75,0.177,93.54
