hold_tick,com_ap,com_speed,support_min,support_max,cop_ap,contacts,pelvis_y,ankle_dorsiflexion_deg,ankle_proximity,trunk_incl_deg
0,-0.0253,0.0057,-0.1547,0.1353,-0.0274,8,0.6050,29.54,0.656,44.31
5,-0.0254,0.0049,-0.1547,0.1353,-0.0311,8,0.5905,29.95,0.666,44.63
10,-0.0253,0.0050,-0.1547,0.1353,-0.0368,8,0.5772,30.32,0.674,44.93
15,-0.0250,0.0104,-0.1547,0.1353,-0.0434,8,0.5678,30.63,0.681,45.30
20,-0.0240,0.0256,-0.1547,0.1353,-0.0515,8,0.5624,30.87,0.686,45.71
25,-0.0221,0.0474,-0.1547,0.1353,-0.0422,8,0.5603,31.09,0.691,46.13
30,-0.0193,0.0615,-0.1547,0.1353,-0.0380,8,0.5606,31.35,0.697,46.54
35,-0.0158,0.0757,-0.1547,0.1353,-0.0345,8,0.5623,31.68,0.704,46.95
40,-0.0116,0.0886,-0.1547,0.1353,-0.0288,8,0.5645,32.08,0.713,47.36
45,-0.0069,0.0990,-0.1547,0.1353,-0.0220,8,0.5668,32.54,0.723,47.81
50,-0.0017,0.1072,-0.1547,0.1353,-0.0158,8,0.5690,33.05,0.734,48.31
55,0.0038,0.1145,-0.1547,0.1353,-0.0106,8,0.5711,33.60,0.747,48.88
60,0.0098,0.1221,-0.1547,0.1353,-0.0060,8,0.5730,34.19,0.760,49.54
65,0.0161,0.1309,-0.1547,0.1353,-0.0018,8,0.5749,34.81,0.774,50.28
70,0.0229,0.1413,-0.1547,0.1353,0.0025,8,0.5767,35.48,0.789,51.11
75,0.0303,0.1536,-0.1547,0.1353,0.0071,8,0.5785,36.21,0.805,52.03
80,0.0384,0.1679,-0.1547,0.1353,0.0125,8,0.5804,37.01,0.822,53.04
85,0.0473,0.1838,-0.1547,0.1353,0.0187,8,0.5824,37.88,0.842,54.15
90,0.0569,0.2014,-0.1547,0.1353,0.0260,8,0.5845,38.84,0.863,55.36
95,0.0675,0.2203,-0.1547,0.1353,0.0344,8,0.5867,39.89,0.887,56.68
100,0.0791,0.2403,-0.1547,0.1353,0.0446,8,0.5890,41.04,0.912,58.12
105,0.0917,0.2608,-0.1547,0.1353,0.0560,8,0.5913,42.29,0.940,59.69
110,0.1053,0.2818,-0.1547,0.1353,0.0681,8,0.5935,43.64,0.970,61.40
115,0.1200,0.3038,-0.1547,0.1353,0.0812,8,0.5956,45.12,1.000,63.26
120,0.1358,0.3222,-0.1547,0.1353,0.1353,8,0.5985,46.25,1.000,65.28
125,0.1517,0.3160,-0.1547,0.1354,0.1353,8,0.6046,46.19,1.000,67.55
130,0.1679,0.3330,-0.1547,0.1352,0.1352,8,0.6115,46.23,1.000,69.82
135,0.1854,0.3646,0.1350,0.1351,0.1351,4,0.6181,46.28,1.000,72.00
140,0.2048,0.4076,-0.0488,0.1348,0.1347,8,0.6244,46.36,1.000,74.16
145,0.2268,0.4638,0.1347,0.1349,0.1348,4,0.6304,46.43,1.000,76.38
150,0.2519,0.5324,0.1342,0.1349,0.1346,4,0.6360,46.56,1.000,78.74
155,0.2809,0.6149,0.0523,0.1350,0.1343,8,0.6409,46.73,1.000,81.37
160,0.3144,0.7127,0.1330,0.1351,0.1342,4,0.6443,46.91,1.000,84.34
165,0.3533,0.8252,0.0820,0.1355,0.1339,8,0.6452,47.06,1.000,87.76
170,0.3982,0.9504,0.1312,0.1358,0.1339,4,0.6420,47.33,1.000,91.71
175,0.4496,1.0840,0.0995,0.1363,0.1342,8,0.6324,47.51,1.000,96.26
180,0.5077,1.2159,0.1280,0.1365,0.1351,4,0.6133,47.54,1.000,101.47
185,0.5719,1.3292,0.1083,0.1359,0.1354,8,0.5807,47.28,1.000,107.39
190,0.6408,1.4099,0.1264,0.1583,0.1345,8,0.5304,46.30,1.000,114.08
195,0.7128,1.4651,0.1264,0.1723,0.1310,8,0.4636,44.06,0.979,116.69
200,0.7504,0.5144,0.1110,0.1379,NaN,6,0.4543,38.47,0.855,114.04
205,0.7737,0.4263,0.1020,0.1139,NaN,4,0.4448,35.52,0.789,116.57
210,0.7849,0.0633,0.7849,0.7849,NaN,0,0.4431,32.06,0.713,115.95
215,0.7831,0.0861,0.7831,0.7831,NaN,0,0.4448,29.69,0.660,116.56
220,0.7769,0.1306,0.7769,0.7769,NaN,0,0.4478,27.19,0.604,117.32
225,0.7715,0.0885,0.7715,0.7715,NaN,0,0.4497,25.42,0.565,117.97
230,0.7687,0.0319,0.7687,0.7687,NaN,0,0.4506,24.29,0.540,118.28
235,0.7684,0.0096,0.0586,0.0591,NaN,3,0.4507,24.32,0.540,118.31
240,0.7692,0.0183,0.0507,0.0591,NaN,6,0.4505,25.45,0.566,118.22
245,0.7699,0.0115,0.0565,0.0949,NaN,5,0.4502,26.15,0.581,118.14
249,0.7702,0.0084,0.0565,0.0949,NaN,5,0.4501,26.20,0.582,118.10
