hold_tick,com_ap,com_speed,support_min,support_max,cop_ap,contacts,pelvis_y,ankle_dorsiflexion_deg,ankle_proximity,trunk_incl_deg
0,-0.1321,0.0246,-0.1547,0.1353,-0.1330,8,0.4345,21.12,0.469,30.52
5,-0.1331,0.0188,-0.1547,0.1353,-0.1378,8,0.4238,20.97,0.466,30.09
10,-0.1339,0.0173,-0.1547,0.1353,-0.1351,8,0.4138,20.80,0.462,29.61
15,-0.1347,0.0199,-0.1547,0.1353,-0.1350,8,0.4063,20.64,0.459,29.20
20,-0.1356,0.0227,-0.1547,0.1353,-0.1362,8,0.4018,20.50,0.455,28.88
25,-0.1367,0.0243,-0.1547,0.1353,-0.1379,8,0.3998,20.37,0.453,28.65
30,-0.1378,0.0243,-0.1547,0.1353,-0.1396,8,0.3993,20.26,0.450,28.47
35,-0.1389,0.0230,-0.1547,0.1353,-0.1410,8,0.3996,20.16,0.448,28.33
40,-0.1399,0.0209,-0.1547,0.1353,-0.1420,8,0.4003,20.09,0.446,28.21
45,-0.1409,0.0185,-0.1547,0.1353,-0.1427,8,0.4008,20.02,0.445,28.09
50,-0.1417,0.0163,-0.1547,0.1353,-0.1431,8,0.4011,19.95,0.443,27.98
55,-0.1424,0.0144,-0.1547,0.1353,-0.1434,8,0.4011,19.89,0.442,27.87
60,-0.1430,0.0130,-0.1547,0.1353,-0.1437,8,0.4009,19.83,0.441,27.77
65,-0.1436,0.0119,-0.1547,0.1353,-0.1439,8,0.4006,19.77,0.439,27.67
70,-0.1442,0.0112,-0.1547,0.1353,-0.1442,8,0.4003,19.71,0.438,27.58
75,-0.1447,0.0107,-0.1547,0.1353,-0.1445,8,0.3999,19.65,0.437,27.50
80,-0.1453,0.0105,-0.1547,0.1353,-0.1449,8,0.3996,19.59,0.435,27.43
85,-0.1458,0.0103,-0.1547,0.1353,-0.1452,8,0.3993,19.53,0.434,27.35
90,-0.1463,0.0102,-0.1547,0.1353,-0.1456,8,0.3991,19.47,0.433,27.28
95,-0.1467,0.0101,-0.1547,0.1353,-0.1460,8,0.3989,19.42,0.432,27.22
100,-0.1472,0.0101,-0.1547,0.1353,-0.1463,8,0.3987,19.37,0.430,27.15
105,-0.1477,0.0101,-0.1547,0.1353,-0.1467,8,0.3985,19.31,0.429,27.08
110,-0.1482,0.0101,-0.1547,0.1353,-0.1471,8,0.3982,19.26,0.428,27.01
115,-0.1487,0.0103,-0.1547,0.1353,-0.1474,8,0.3980,19.21,0.427,26.93
120,-0.1492,0.0105,-0.1547,0.1353,-0.1479,8,0.3978,19.15,0.426,26.86
125,-0.1497,0.0108,-0.1547,0.1353,-0.1483,8,0.3976,19.09,0.424,26.78
130,-0.1503,0.0112,-0.1547,0.1353,-0.1487,8,0.3973,19.04,0.423,26.70
135,-0.1508,0.0117,-0.1547,0.1353,-0.1492,8,0.3971,18.97,0.422,26.62
140,-0.1514,0.0123,-0.1547,0.1353,-0.1497,8,0.3968,18.91,0.420,26.53
145,-0.1521,0.0130,-0.1547,0.1353,-0.1502,8,0.3965,18.84,0.419,26.44
150,-0.1527,0.0137,-0.1547,0.1353,-0.1508,8,0.3962,18.77,0.417,26.35
155,-0.1534,0.0145,-0.1547,0.1353,-0.1513,8,0.3959,18.70,0.416,26.25
160,-0.1541,0.0154,-0.1547,0.1353,-0.1520,8,0.3956,18.62,0.414,26.14
165,-0.1549,0.0163,-0.1547,0.1353,-0.1523,8,0.3952,18.54,0.412,26.03
170,-0.1557,0.0176,-0.1547,0.1353,-0.1526,8,0.3949,18.45,0.410,25.91
175,-0.1566,0.0195,-0.1547,0.1353,-0.1531,8,0.3945,18.35,0.408,25.79
180,-0.1576,0.0216,-0.1547,0.1353,-0.1536,8,0.3941,18.24,0.405,25.66
185,-0.1588,0.0240,-0.1547,0.1353,-0.1542,8,0.3937,18.12,0.403,25.52
190,-0.1600,0.0267,-0.1547,0.1353,-0.1547,8,0.3933,17.98,0.400,25.37
195,-0.1614,0.0300,-0.1548,0.1353,-0.1547,8,0.3928,17.95,0.399,25.19
200,-0.1630,0.0348,-0.1548,0.1353,-0.1547,8,0.3922,18.10,0.402,25.00
205,-0.1649,0.0409,-0.1548,0.1353,-0.1547,8,0.3917,18.21,0.405,24.79
210,-0.1672,0.0483,-0.1548,0.1353,-0.1547,8,0.3910,18.28,0.406,24.54
215,-0.1698,0.0574,-0.1548,0.1353,-0.1547,8,0.3901,18.32,0.407,24.25
220,-0.1730,0.0685,-0.1547,0.1353,-0.1547,8,0.3890,18.34,0.407,23.91
225,-0.1768,0.0821,-0.1547,0.1353,-0.1547,8,0.3877,18.34,0.407,23.49
230,-0.1814,0.0988,-0.1547,0.1352,-0.1547,8,0.3861,18.32,0.407,22.99
235,-0.1869,0.1190,-0.1547,0.1352,-0.1546,8,0.3841,18.33,0.407,22.38
240,-0.1936,0.1434,-0.1547,0.1349,-0.1546,5,0.3816,18.32,0.407,21.65
245,-0.2016,0.1730,-0.1547,0.0911,-0.1546,6,0.3786,18.30,0.407,20.77
249,-0.2092,0.2009,-0.1546,0.0446,-0.1545,6,0.3756,18.25,0.406,19.93
