tick,sq,state,failure_reason,com_ap,com_vel_ap,capture_ap,sup_ap_min,sup_ap_max,cop_ap,has_cop,contacts,slip_mps,pelvis_y,trunk_pitch_deg,sad_attached,sad_sep_m,sad_force_n,sad_torque_nm,sad_dev_x_deg,sad_dev_y_deg,sad_dev_z_deg,bar_d_ap_m,bar_d_up_m,bar_d_lat_m,max_demand,max_demand_joint,max_torque_ratio,max_torque_joint,chain_demand,chain_demand_joint,chain_track_err_deg,chain_track_joint,chain_limit_prox,chain_limit_joint,chain_cmd_offset_deg,chain_cmd_joint,posture_err_rad,posture_worst_joint,max_omega,max_speed
172,0.5190,DESCENT,COM_OUTSIDE_SUPPORT,-1.0639,-0.0224,-1.0672,-1.0639,-1.0639,NaN,0,0,0.0000,0.1294,-27.98,1,0.0518,2019.4,0.0,-4.25,5.17,5.35,-0.0432,-0.0589,0.0511,0.645,left_hand,0.621,left_hand,0.067,abdomen,16.37,abdomen,0.521,right_thigh,0.00,NONE,0.2841,abdomen,7.88,0.63
173,0.5220,DESCENT,COM_OUTSIDE_SUPPORT,-1.0642,-0.0194,-1.0669,-1.0642,-1.0642,NaN,0,0,0.0000,0.1294,-27.96,1,0.0519,2239.1,0.0,-4.21,5.19,5.29,-0.0431,-0.0589,0.0513,0.928,left_hand,0.545,left_hand,0.069,abdomen,16.34,abdomen,0.525,right_thigh,0.00,NONE,0.2857,abdomen,6.89,0.45
174,0.5250,DESCENT,COM_OUTSIDE_SUPPORT,-1.0645,-0.0211,-1.0675,-1.0645,-1.0645,NaN,0,0,0.0000,0.1295,-28.05,1,0.0517,1947.4,0.0,-4.19,5.16,5.31,-0.0429,-0.0590,0.0512,0.750,left_hand,0.657,left_hand,0.069,abdomen,16.45,abdomen,0.529,right_thigh,0.00,NONE,0.2853,abdomen,8.73,0.62
175,0.5280,DESCENT,COM_OUTSIDE_SUPPORT,-1.0647,-0.0189,-1.0674,-1.0647,-1.0647,NaN,0,0,0.0000,0.1296,-27.97,1,0.0518,2187.3,0.0,-4.17,5.18,5.25,-0.0428,-0.0590,0.0513,0.966,left_hand,0.588,left_hand,0.068,abdomen,16.52,abdomen,0.532,right_thigh,0.00,NONE,0.2871,abdomen,8.08,0.50
176,0.5310,DESCENT,COM_OUTSIDE_SUPPORT,-1.0649,-0.0170,-1.0674,-1.0649,-1.0649,NaN,0,0,0.0000,0.1297,-28.00,1,0.0517,1893.7,0.0,-4.15,5.16,5.27,-0.0427,-0.0590,0.0512,0.820,left_hand,0.707,left_hand,0.070,abdomen,16.54,abdomen,0.537,right_thigh,0.00,NONE,0.2883,abdomen,9.35,0.65
177,0.5340,DESCENT,COM_OUTSIDE_SUPPORT,-1.0652,-0.0175,-1.0677,-1.0652,-1.0652,NaN,0,0,0.0000,0.1298,-28.05,1,0.0518,2108.8,0.0,-4.14,5.15,5.23,-0.0427,-0.0590,0.0513,0.986,left_hand,0.636,left_hand,0.069,abdomen,16.62,abdomen,0.542,right_thigh,0.00,NONE,0.2887,abdomen,9.03,0.56
178,0.5370,DESCENT,COM_OUTSIDE_SUPPORT,-1.0654,-0.0173,-1.0679,-1.0654,-1.0654,NaN,0,0,0.0000,0.1298,-27.99,1,0.0517,1951.6,0.0,-4.17,5.16,5.25,-0.0427,-0.0593,0.0511,0.867,left_hand,0.742,left_hand,0.069,abdomen,16.70,abdomen,0.544,right_thigh,0.00,NONE,0.2901,abdomen,7.79,0.62
179,0.5400,DESCENT,COM_OUTSIDE_SUPPORT,-1.0656,-0.0132,-1.0675,-1.0656,-1.0656,NaN,0,0,0.0000,0.1298,-27.98,1,0.0519,2674.3,0.0,-4.15,5.22,5.10,-0.0427,-0.0593,0.0514,1.065,left_hand,0.716,left_hand,0.068,abdomen,16.66,abdomen,0.549,right_thigh,0.00,NONE,0.2915,abdomen,9.78,0.59
180,0.5430,DESCENT,COM_OUTSIDE_SUPPORT,-1.0658,-0.0159,-1.0681,-1.0658,-1.0658,NaN,0,0,0.0000,0.1298,-27.90,1,0.0518,2340.9,0.0,-4.16,5.26,5.06,-0.0427,-0.0593,0.0513,0.666,left_hand,0.795,left_hand,0.067,abdomen,16.79,abdomen,0.553,right_thigh,0.00,NONE,0.2908,abdomen,6.45,0.81
181,0.5460,DESCENT,COM_OUTSIDE_SUPPORT,-1.0660,-0.0148,-1.0681,-1.0660,-1.0660,NaN,0,0,0.0000,0.1299,-27.89,1,0.0517,1963.4,0.0,-4.17,5.24,5.07,-0.0428,-0.0593,0.0511,0.760,left_hand,0.689,left_hand,0.069,abdomen,16.72,abdomen,0.557,right_thigh,0.00,NONE,0.2930,abdomen,9.95,0.64
182,0.5490,DESCENT,COM_OUTSIDE_SUPPORT,-1.0662,-0.0172,-1.0687,-1.0662,-1.0662,NaN,0,0,0.0000,0.1300,-27.95,1,0.0516,1726.7,0.0,-4.17,5.18,5.13,-0.0428,-0.0593,0.0510,1.045,left_hand,0.608,left_hand,0.070,abdomen,16.78,abdomen,0.562,right_thigh,0.00,NONE,0.2919,abdomen,9.46,0.65
183,0.5520,DESCENT,COM_OUTSIDE_SUPPORT,-1.0665,-0.0156,-1.0687,-1.0665,-1.0665,NaN,0,0,0.0000,0.1302,-28.02,1,0.0517,1918.4,0.0,-4.18,5.14,5.15,-0.0428,-0.0595,0.0511,1.056,left_hand,0.585,left_hand,0.070,abdomen,16.82,abdomen,0.566,right_thigh,0.00,NONE,0.2928,abdomen,7.96,0.54
184,0.5550,DESCENT,COM_OUTSIDE_SUPPORT,-1.0667,-0.0131,-1.0686,-1.0667,-1.0667,NaN,0,0,0.0000,0.1302,-27.91,1,0.0518,2249.3,0.0,-4.19,5.17,5.09,-0.0429,-0.0595,0.0512,0.992,left_hand,0.679,left_hand,0.068,abdomen,16.80,abdomen,0.569,right_thigh,0.00,NONE,0.2935,abdomen,5.76,0.44
185,0.5580,DESCENT,COM_OUTSIDE_SUPPORT,-1.0668,-0.0104,-1.0683,-1.0668,-1.0668,NaN,0,0,0.0000,0.1301,-27.83,1,0.0516,1881.3,0.0,-4.20,5.16,5.11,-0.0429,-0.0595,0.0511,0.687,left_hand,0.799,left_hand,0.068,abdomen,16.83,abdomen,0.574,right_thigh,0.00,NONE,0.2933,abdomen,8.43,0.60
186,0.5610,DESCENT,COM_OUTSIDE_SUPPORT,-1.0670,-0.0122,-1.0687,-1.0670,-1.0670,NaN,0,0,0.0000,0.1301,-27.85,1,0.0517,2067.3,0.0,-4.20,5.14,5.10,-0.0429,-0.0595,0.0512,0.985,left_hand,0.686,left_hand,0.069,abdomen,16.77,abdomen,0.579,right_thigh,0.00,NONE,0.2938,abdomen,8.76,0.56
187,0.5640,DESCENT,COM_OUTSIDE_SUPPORT,-1.0672,-0.0139,-1.0692,-1.0672,-1.0672,NaN,0,0,0.0000,0.1301,-27.89,1,0.0516,1836.2,0.0,-4.22,5.12,5.14,-0.0429,-0.0595,0.0511,0.936,left_hand,0.775,left_hand,0.068,abdomen,16.80,abdomen,0.584,right_thigh,0.00,NONE,0.2928,abdomen,9.04,0.63
188,0.5670,DESCENT,COM_OUTSIDE_SUPPORT,-1.0674,-0.0108,-1.0689,-1.0674,-1.0674,NaN,0,0,0.0000,0.1301,-27.83,1,0.0516,1955.2,0.0,-4.24,5.12,5.12,-0.0429,-0.0596,0.0511,1.006,left_hand,0.697,left_hand,0.070,abdomen,16.81,abdomen,0.587,right_thigh,0.00,NONE,0.2933,abdomen,8.03,0.55
189,0.5700,DESCENT,COM_OUTSIDE_SUPPORT,-1.0676,-0.0092,-1.0689,-1.0676,-1.0676,NaN,0,0,0.0000,0.1300,-27.74,1,0.0518,2198.2,0.0,-4.24,5.14,5.08,-0.0430,-0.0596,0.0512,0.972,left_hand,0.770,left_hand,0.067,abdomen,16.81,abdomen,0.592,right_thigh,0.00,NONE,0.2935,abdomen,6.98,0.44
190,0.5730,DESCENT,COM_OUTSIDE_SUPPORT,-1.0677,-0.0113,-1.0694,-1.0677,-1.0677,NaN,0,0,0.0000,0.1300,-27.80,1,0.0516,1942.3,0.0,-4.26,5.14,5.12,-0.0429,-0.0598,0.0511,0.767,left_hand,0.869,left_hand,0.068,abdomen,16.77,abdomen,0.598,right_thigh,0.00,NONE,0.2933,abdomen,9.43,0.45
191,0.5760,DESCENT,COM_OUTSIDE_SUPPORT,-1.0679,-0.0105,-1.0694,-1.0679,-1.0679,NaN,0,0,0.0000,0.1299,-27.71,1,0.0519,2608.4,0.0,-4.28,5.18,4.98,-0.0430,-0.0599,0.0514,1.098,left_hand,0.793,left_hand,0.067,abdomen,16.73,abdomen,0.600,right_thigh,0.00,NONE,0.2927,abdomen,9.22,1.13
192,0.5790,DESCENT,COM_OUTSIDE_SUPPORT,-1.0680,-0.0098,-1.0695,-1.0680,-1.0680,NaN,0,0,0.0000,0.1299,-27.74,1,0.0518,2261.3,0.0,-4.28,5.19,4.97,-0.0429,-0.0598,0.0513,0.655,left_hand,0.813,left_hand,0.067,abdomen,16.79,abdomen,0.605,right_thigh,0.00,NONE,0.2919,abdomen,4.62,0.66
193,0.5820,DESCENT,COM_OUTSIDE_SUPPORT,-1.0682,-0.0125,-1.0700,-1.0682,-1.0682,NaN,0,0,0.0000,0.1299,-27.70,1,0.0517,1955.5,0.0,-4.29,5.18,5.00,-0.0429,-0.0597,0.0512,0.627,left_forearm,0.675,left_hand,0.069,abdomen,16.80,abdomen,0.609,right_thigh,0.00,NONE,0.2930,abdomen,9.81,0.69
194,0.5850,DESCENT,COM_OUTSIDE_SUPPORT,-1.0683,-0.0100,-1.0698,-1.0683,-1.0683,NaN,0,0,0.0000,0.1300,-27.80,1,0.0516,1737.3,0.0,-4.30,5.12,5.08,-0.0428,-0.0597,0.0511,1.023,left_hand,0.569,left_hand,0.069,abdomen,16.80,abdomen,0.614,right_thigh,0.00,NONE,0.2933,abdomen,9.37,0.64
195,0.5880,DESCENT,COM_OUTSIDE_SUPPORT,-1.0685,-0.0103,-1.0700,-1.0685,-1.0685,NaN,0,0,0.0000,0.1300,-27.79,1,0.0517,2075.7,0.0,-4.31,5.12,5.06,-0.0427,-0.0597,0.0512,1.065,left_hand,0.537,left_hand,0.067,abdomen,16.82,abdomen,0.618,right_thigh,0.00,NONE,0.2932,abdomen,6.27,0.42
196,0.5910,DESCENT,COM_OUTSIDE_SUPPORT,-1.0687,-0.0086,-1.0699,-1.0687,-1.0687,NaN,0,0,0.0000,0.1300,-27.82,1,0.0516,1869.1,0.0,-4.32,5.10,5.08,-0.0427,-0.0597,0.0511,0.728,left_hand,0.662,left_hand,0.070,abdomen,16.85,abdomen,0.621,right_thigh,0.00,NONE,0.2935,abdomen,10.03,0.64
197,0.5940,DESCENT,COM_OUTSIDE_SUPPORT,-1.0688,-0.0063,-1.0697,-1.0688,-1.0688,NaN,0,0,0.0000,0.1300,-27.86,1,0.0515,1656.0,0.0,-4.33,5.06,5.14,-0.0426,-0.0597,0.0510,0.997,left_hand,0.606,left_hand,0.069,abdomen,16.87,abdomen,0.625,right_thigh,0.00,NONE,0.2941,abdomen,9.72,0.70
198,0.5970,DESCENT,COM_OUTSIDE_SUPPORT,-1.0689,-0.0058,-1.0697,-1.0689,-1.0689,NaN,0,0,0.0000,0.1300,-27.86,1,0.0516,1848.0,0.0,-4.34,5.04,5.14,-0.0425,-0.0598,0.0511,1.040,left_hand,0.583,left_hand,0.069,abdomen,16.88,abdomen,0.629,right_thigh,0.00,NONE,0.2945,abdomen,8.29,0.56
199,0.6000,DESCENT,COM_OUTSIDE_SUPPORT,-1.0690,-0.0056,-1.0698,-1.0690,-1.0690,NaN,0,0,0.0000,0.1299,-27.83,1,0.0517,2141.9,0.0,-4.35,5.05,5.09,-0.0425,-0.0598,0.0512,0.985,left_hand,0.666,left_hand,0.068,abdomen,16.90,abdomen,0.632,right_thigh,0.00,NONE,0.2947,abdomen,6.87,0.43
200,0.6030,DESCENT,COM_OUTSIDE_SUPPORT,-1.0691,-0.0050,-1.0699,-1.0691,-1.0691,NaN,0,0,0.0000,0.1299,-27.86,1,0.0516,1822.8,0.0,-4.36,5.04,5.12,-0.0425,-0.0598,0.0511,0.755,left_hand,0.780,left_hand,0.068,abdomen,16.93,abdomen,0.636,right_thigh,0.00,NONE,0.2950,abdomen,8.88,0.63
201,0.6060,DESCENT,COM_OUTSIDE_SUPPORT,-1.0692,-0.0039,-1.0698,-1.0692,-1.0692,NaN,0,0,0.0000,0.1299,-27.85,1,0.0517,2020.5,0.0,-4.37,5.04,5.09,-0.0425,-0.0598,0.0512,0.997,left_hand,0.681,left_hand,0.068,abdomen,16.93,abdomen,0.639,right_thigh,0.00,NONE,0.2954,abdomen,8.76,0.53
202,0.6090,DESCENT,COM_OUTSIDE_SUPPORT,-1.0693,-0.0045,-1.0700,-1.0693,-1.0693,NaN,0,0,0.0000,0.1299,-27.87,1,0.0515,1850.5,0.0,-4.39,5.04,5.14,-0.0425,-0.0600,0.0511,0.897,left_hand,0.774,left_hand,0.068,abdomen,16.94,abdomen,0.642,right_thigh,0.00,NONE,0.2954,abdomen,8.27,0.40
203,0.6120,DESCENT,COM_OUTSIDE_SUPPORT,-1.0694,-0.0030,-1.0698,-1.0694,-1.0694,NaN,0,0,0.0000,0.1298,-27.78,1,0.0519,2577.0,0.0,-4.40,5.09,4.99,-0.0425,-0.0601,0.0514,1.112,left_hand,0.745,left_hand,0.067,abdomen,16.91,abdomen,0.644,right_thigh,0.00,NONE,0.2957,abdomen,10.09,0.59
204,0.6150,DESCENT,COM_OUTSIDE_SUPPORT,-1.0695,-0.0036,-1.0700,-1.0695,-1.0695,NaN,0,0,0.0000,0.1299,-27.81,1,0.0518,2152.7,0.0,-4.42,5.10,4.98,-0.0426,-0.0601,0.0513,0.722,left_hand,0.798,left_hand,0.067,abdomen,16.96,abdomen,0.647,right_thigh,0.00,NONE,0.2952,abdomen,5.05,0.88
205,0.6180,DESCENT,COM_OUTSIDE_SUPPORT,-1.0695,-0.0045,-1.0702,-1.0695,-1.0695,NaN,0,0,0.0000,0.1299,-27.81,1,0.0517,2058.6,0.0,-4.43,5.10,4.96,-0.0426,-0.0602,0.0512,0.789,left_hand,0.668,left_hand,0.066,abdomen,16.95,abdomen,0.649,right_thigh,0.00,NONE,0.2960,abdomen,3.78,0.41
206,0.6210,DESCENT,COM_OUTSIDE_SUPPORT,-1.0696,-0.0061,-1.0705,-1.0696,-1.0696,NaN,0,0,0.0000,0.1300,-27.81,1,0.0517,2119.6,0.0,-4.44,5.09,4.93,-0.0427,-0.0603,0.0512,0.691,left_hand,0.696,left_hand,0.067,abdomen,16.95,abdomen,0.651,right_thigh,0.00,NONE,0.2958,abdomen,3.59,0.39
207,0.6240,DESCENT,COM_OUTSIDE_SUPPORT,-1.0697,-0.0042,-1.0703,-1.0697,-1.0697,NaN,0,0,0.0000,0.1301,-27.77,1,0.0518,2409.3,0.0,-4.43,5.12,4.85,-0.0427,-0.0603,0.0513,0.699,left_hand,0.740,left_hand,0.066,abdomen,16.94,abdomen,0.653,right_thigh,0.00,NONE,0.2958,abdomen,2.92,0.37
208,0.6270,DESCENT,COM_OUTSIDE_SUPPORT,-1.0698,-0.0032,-1.0703,-1.0698,-1.0698,NaN,0,0,0.0000,0.1302,-27.70,1,0.0517,2055.4,0.0,-4.42,5.13,4.86,-0.0428,-0.0603,0.0512,0.605,left_forearm,0.829,left_hand,0.067,abdomen,16.97,abdomen,0.654,right_thigh,0.00,NONE,0.2957,abdomen,9.27,0.67
209,0.6300,DESCENT,COM_OUTSIDE_SUPPORT,-1.0698,-0.0017,-1.0701,-1.0698,-1.0698,NaN,0,0,0.0000,0.1303,-27.73,1,0.0516,1734.2,0.0,-4.40,5.09,4.90,-0.0427,-0.0603,0.0511,0.956,left_hand,0.701,left_hand,0.069,abdomen,16.98,abdomen,0.657,right_thigh,0.00,NONE,0.2961,abdomen,9.38,0.63
210,0.6330,DESCENT,COM_OUTSIDE_SUPPORT,-1.0700,-0.0039,-1.0705,-1.0700,-1.0700,NaN,0,0,0.0000,0.1304,-27.82,1,0.0516,1886.0,0.0,-4.39,5.05,4.92,-0.0426,-0.0604,0.0511,1.054,left_hand,0.633,left_hand,0.069,abdomen,17.04,abdomen,0.658,right_thigh,0.00,NONE,0.2963,abdomen,8.20,0.57
211,0.6360,DESCENT,COM_OUTSIDE_SUPPORT,-1.0700,-0.0025,-1.0704,-1.0700,-1.0700,NaN,0,0,0.0000,0.1304,-27.78,1,0.0517,2214.2,0.0,-4.39,5.08,4.87,-0.0426,-0.0604,0.0513,1.009,left_hand,0.728,left_hand,0.068,abdomen,17.02,abdomen,0.658,right_thigh,0.00,NONE,0.2974,abdomen,5.99,0.38
212,0.6390,DESCENT,COM_OUTSIDE_SUPPORT,-1.0701,0.0008,-1.0700,-1.0701,-1.0701,NaN,0,0,0.0000,0.1304,-27.74,1,0.0516,1857.7,0.0,-4.39,5.07,4.89,-0.0426,-0.0604,0.0511,0.699,left_hand,0.843,left_hand,0.069,abdomen,17.05,abdomen,0.659,right_thigh,0.00,NONE,0.2970,abdomen,8.41,0.61
213,0.6420,DESCENT,COM_OUTSIDE_SUPPORT,-1.0701,0.0020,-1.0698,-1.0701,-1.0701,NaN,0,0,0.0000,0.1304,-27.80,1,0.0517,2024.2,0.0,-4.38,5.06,4.89,-0.0426,-0.0604,0.0512,0.973,left_hand,0.721,left_hand,0.069,abdomen,17.04,abdomen,0.660,right_thigh,0.00,NONE,0.2976,abdomen,9.06,0.58
214,0.6450,DESCENT,COM_OUTSIDE_SUPPORT,-1.0702,-0.0003,-1.0702,-1.0702,-1.0702,NaN,0,0,0.0000,0.1304,-27.81,1,0.0516,1789.6,0.0,-4.37,5.05,4.94,-0.0426,-0.0603,0.0511,0.948,left_hand,0.800,left_hand,0.068,abdomen,17.08,abdomen,0.661,right_thigh,0.00,NONE,0.2974,abdomen,9.53,0.67
215,0.6480,DESCENT,COM_OUTSIDE_SUPPORT,-1.0702,0.0030,-1.0697,-1.0702,-1.0702,NaN,0,0,0.0000,0.1305,-27.82,1,0.0517,2003.9,0.0,-4.36,5.05,4.93,-0.0427,-0.0603,0.0512,1.048,left_hand,0.714,left_hand,0.071,abdomen,17.11,abdomen,0.662,right_thigh,0.00,NONE,0.2981,abdomen,9.13,0.58
216,0.6510,DESCENT,COM_OUTSIDE_SUPPORT,-1.0702,0.0040,-1.0696,-1.0702,-1.0702,NaN,0,0,0.0000,0.1305,-27.86,1,0.0516,1862.8,0.0,-4.35,5.05,4.99,-0.0426,-0.0604,0.0511,0.927,left_hand,0.812,left_hand,0.070,abdomen,17.15,abdomen,0.663,right_thigh,0.00,NONE,0.2986,abdomen,7.54,0.59
217,0.6540,DESCENT,COM_OUTSIDE_SUPPORT,-1.0702,0.0055,-1.0694,-1.0702,-1.0702,NaN,0,0,0.0000,0.1305,-27.76,1,0.0519,2596.9,0.0,-4.33,5.11,4.87,-0.0427,-0.0604,0.0514,1.080,left_hand,0.774,left_hand,0.069,abdomen,17.12,abdomen,0.663,right_thigh,0.00,NONE,0.2993,abdomen,4.39,1.20
218,0.6570,DESCENT,COM_OUTSIDE_SUPPORT,-1.0702,0.0055,-1.0694,-1.0702,-1.0702,NaN,0,0,0.0000,0.1305,-27.81,1,0.0518,2203.3,0.0,-4.32,5.13,4.89,-0.0428,-0.0602,0.0513,0.575,left_forearm,0.831,left_hand,0.068,abdomen,17.16,abdomen,0.664,right_thigh,0.00,NONE,0.2988,abdomen,7.30,0.76
219,0.6600,DESCENT,COM_OUTSIDE_SUPPORT,-1.0702,0.0021,-1.0699,-1.0702,-1.0702,NaN,0,0,0.0000,0.1306,-27.86,1,0.0516,1831.4,0.0,-4.32,5.11,4.96,-0.0428,-0.0602,0.0511,0.822,left_hand,0.706,left_hand,0.069,abdomen,17.14,abdomen,0.665,right_thigh,0.00,NONE,0.2995,abdomen,8.33,0.59
220,0.6630,DESCENT,COM_OUTSIDE_SUPPORT,-1.0702,0.0042,-1.0696,-1.0702,-1.0702,NaN,0,0,0.0000,0.1306,-27.86,1,0.0516,1955.7,0.0,-4.32,5.10,4.98,-0.0428,-0.0602,0.0511,0.994,left_hand,0.623,left_hand,0.069,abdomen,17.10,abdomen,0.665,right_thigh,0.00,NONE,0.2992,abdomen,7.01,0.48
221,0.6660,DESCENT,COM_OUTSIDE_SUPPORT,-1.0702,0.0055,-1.0694,-1.0702,-1.0702,NaN,0,0,0.0000,0.1306,-27.83,1,0.0518,2281.4,0.0,-4.31,5.12,4.94,-0.0429,-0.0601,0.0513,0.933,left_hand,0.708,left_hand,0.068,abdomen,17.09,abdomen,0.666,right_thigh,0.00,NONE,0.2985,abdomen,5.77,0.36
222,0.6690,DESCENT,COM_OUTSIDE_SUPPORT,-1.0702,0.0061,-1.0693,-1.0702,-1.0702,NaN,0,0,0.0000,0.1306,-27.87,1,0.0516,1904.2,0.0,-4.30,5.11,5.00,-0.0429,-0.0601,0.0511,0.681,left_hand,0.825,left_hand,0.069,abdomen,17.10,abdomen,0.666,right_thigh,0.00,NONE,0.2983,abdomen,8.34,0.59
223,0.6720,DESCENT,COM_OUTSIDE_SUPPORT,-1.0702,0.0067,-1.0692,-1.0702,-1.0702,NaN,0,0,0.0000,0.1306,-27.86,1,0.0517,2086.6,0.0,-4.30,5.11,5.00,-0.0429,-0.0600,0.0512,0.982,left_hand,0.707,left_hand,0.068,abdomen,17.06,abdomen,0.667,right_thigh,0.00,NONE,0.2985,abdomen,8.60,0.56
224,0.6750,DESCENT,COM_OUTSIDE_SUPPORT,-1.0702,0.0057,-1.0694,-1.0702,-1.0702,NaN,0,0,0.0000,0.1306,-27.89,1,0.0516,1846.2,0.0,-4.29,5.10,5.06,-0.0428,-0.0600,0.0511,0.921,left_hand,0.798,left_hand,0.068,abdomen,17.06,abdomen,0.668,right_thigh,0.00,NONE,0.2978,abdomen,8.88,0.62
225,0.6780,DESCENT,COM_OUTSIDE_SUPPORT,-1.0702,0.0067,-1.0692,-1.0702,-1.0702,NaN,0,0,0.0000,0.1305,-27.89,1,0.0517,1967.5,0.0,-4.29,5.09,5.08,-0.0428,-0.0600,0.0511,0.994,left_hand,0.715,left_hand,0.068,abdomen,17.02,abdomen,0.669,right_thigh,0.00,NONE,0.2977,abdomen,7.99,0.55
226,0.6810,DESCENT,COM_OUTSIDE_SUPPORT,-1.0702,0.0062,-1.0693,-1.0702,-1.0702,NaN,0,0,0.0000,0.1304,-27.87,1,0.0518,2204.8,0.0,-4.29,5.11,5.05,-0.0429,-0.0599,0.0512,0.964,left_hand,0.783,left_hand,0.068,abdomen,17.01,abdomen,0.670,right_thigh,0.00,NONE,0.2971,abdomen,7.15,0.45
227,0.6840,DESCENT,COM_OUTSIDE_SUPPORT,-1.0702,0.0062,-1.0693,-1.0702,-1.0702,NaN,0,0,0.0000,0.1304,-27.90,1,0.0516,1952.9,0.0,-4.30,5.12,5.11,-0.0428,-0.0601,0.0511,0.776,left_hand,0.877,left_hand,0.068,abdomen,17.02,abdomen,0.671,right_thigh,0.00,NONE,0.2969,abdomen,8.26,0.49
228,0.6870,DESCENT,COM_OUTSIDE_SUPPORT,-1.0702,0.0064,-1.0693,-1.0702,-1.0702,NaN,0,0,0.0000,0.1303,-27.80,1,0.0519,2627.0,0.0,-4.29,5.18,4.99,-0.0429,-0.0600,0.0514,0.982,left_hand,0.801,left_hand,0.067,abdomen,16.96,abdomen,0.672,right_thigh,0.00,NONE,0.2970,abdomen,8.29,1.04
229,0.6900,DESCENT,COM_OUTSIDE_SUPPORT,-1.0702,0.0049,-1.0695,-1.0702,-1.0702,NaN,0,0,0.0000,0.1302,-27.83,1,0.0518,2268.3,0.0,-4.29,5.19,5.00,-0.0429,-0.0599,0.0513,0.581,left_forearm,0.819,left_hand,0.067,abdomen,17.00,abdomen,0.673,right_thigh,0.00,NONE,0.2960,abdomen,10.80,0.81
230,0.6930,DESCENT,COM_OUTSIDE_SUPPORT,-1.0702,0.0015,-1.0700,-1.0702,-1.0702,NaN,0,0,0.0000,0.1302,-27.87,1,0.0517,1911.7,0.0,-4.30,5.18,5.07,-0.0429,-0.0598,0.0511,1.066,left_hand,0.658,left_hand,0.068,abdomen,16.99,abdomen,0.675,right_thigh,0.00,NONE,0.2968,abdomen,7.67,0.67
231,0.6960,DESCENT,COM_OUTSIDE_SUPPORT,-1.0702,0.0031,-1.0698,-1.0702,-1.0702,NaN,0,0,0.0000,0.1302,-27.86,1,0.0517,2158.8,0.0,-4.31,5.18,5.07,-0.0429,-0.0597,0.0512,0.951,left_hand,0.553,left_hand,0.068,abdomen,16.95,abdomen,0.676,right_thigh,0.00,NONE,0.2965,abdomen,6.12,0.39
232,0.6990,DESCENT,COM_OUTSIDE_SUPPORT,-1.0702,0.0035,-1.0697,-1.0702,-1.0702,NaN,0,0,0.0000,0.1302,-27.89,1,0.0517,1932.8,0.0,-4.31,5.17,5.11,-0.0428,-0.0596,0.0511,0.729,left_hand,0.662,left_hand,0.068,abdomen,16.95,abdomen,0.677,right_thigh,0.00,NONE,0.2958,abdomen,9.84,0.61
233,0.7020,DESCENT,COM_OUTSIDE_SUPPORT,-1.0702,0.0047,-1.0696,-1.0702,-1.0702,NaN,0,0,0.0000,0.1301,-27.94,1,0.0516,1707.2,0.0,-4.31,5.13,5.19,-0.0427,-0.0596,0.0510,0.996,left_hand,0.609,left_hand,0.068,abdomen,16.93,abdomen,0.679,right_thigh,0.00,NONE,0.2959,abdomen,9.60,0.68
234,0.7050,DESCENT,COM_OUTSIDE_SUPPORT,-1.0703,0.0043,-1.0697,-1.0703,-1.0703,NaN,0,0,0.0000,0.1301,-27.93,1,0.0516,1894.7,0.0,-4.32,5.11,5.22,-0.0427,-0.0597,0.0511,1.033,left_hand,0.587,left_hand,0.068,abdomen,16.90,abdomen,0.681,right_thigh,0.00,NONE,0.2956,abdomen,8.27,0.56
235,0.7080,DESCENT,COM_OUTSIDE_SUPPORT,-1.0703,0.0039,-1.0698,-1.0703,-1.0703,NaN,0,0,0.0000,0.1300,-27.90,1,0.0518,2199.8,0.0,-4.32,5.13,5.19,-0.0427,-0.0597,0.0512,0.989,left_hand,0.674,left_hand,0.068,abdomen,16.90,abdomen,0.682,right_thigh,0.00,NONE,0.2950,abdomen,6.64,0.40
236,0.7110,DESCENT,COM_OUTSIDE_SUPPORT,-1.0703,0.0035,-1.0698,-1.0703,-1.0703,NaN,0,0,0.0000,0.1299,-27.93,1,0.0516,1871.3,0.0,-4.32,5.12,5.24,-0.0427,-0.0597,0.0511,0.734,left_hand,0.790,left_hand,0.068,abdomen,16.91,abdomen,0.684,right_thigh,0.00,NONE,0.2949,abdomen,8.82,0.62
237,0.7140,DESCENT,COM_OUTSIDE_SUPPORT,-1.0703,0.0035,-1.0699,-1.0703,-1.0703,NaN,0,0,0.0000,0.1299,-27.92,1,0.0517,2056.3,0.0,-4.33,5.12,5.23,-0.0427,-0.0596,0.0512,0.986,left_hand,0.684,left_hand,0.068,abdomen,16.88,abdomen,0.686,right_thigh,0.00,NONE,0.2951,abdomen,9.37,0.58
238,0.7170,DESCENT,COM_OUTSIDE_SUPPORT,-1.0704,0.0020,-1.0701,-1.0704,-1.0704,NaN,0,0,0.0000,0.1298,-27.95,1,0.0516,1825.4,0.0,-4.34,5.10,5.27,-0.0427,-0.0596,0.0511,0.957,left_hand,0.774,left_hand,0.068,abdomen,16.89,abdomen,0.688,right_thigh,0.00,NONE,0.2946,abdomen,9.18,0.64
