tick,sq,state,failure_reason,com_ap,com_vel_ap,capture_ap,sup_ap_min,sup_ap_max,cop_ap,has_cop,contacts,slip_mps,pelvis_y,trunk_pitch_deg,sad_attached,sad_sep_m,sad_force_n,sad_torque_nm,sad_dev_x_deg,sad_dev_y_deg,sad_dev_z_deg,bar_d_ap_m,bar_d_up_m,bar_d_lat_m,max_demand,max_demand_joint,max_torque_ratio,max_torque_joint,chain_demand,chain_demand_joint,chain_track_err_deg,chain_track_joint,chain_limit_prox,chain_limit_joint,chain_cmd_offset_deg,chain_cmd_joint,posture_err_rad,posture_worst_joint,max_omega,max_speed
239,0.7200,DESCENT,COM_OUTSIDE_SUPPORT,-1.0704,0.0023,-1.0701,-1.0704,-1.0704,NaN,0,0,0.0000,0.1298,-27.93,1,0.0516,1947.6,0.0,-4.35,5.10,5.28,-0.0427,-0.0597,0.0511,0.983,left_hand,0.706,left_hand,0.068,abdomen,16.87,abdomen,0.690,right_thigh,0.00,NONE,0.2947,abdomen,8.39,0.56
240,0.7230,DESCENT,COM_OUTSIDE_SUPPORT,-1.0705,0.0015,-1.0703,-1.0705,-1.0705,NaN,0,0,0.0000,0.1297,-27.90,1,0.0517,2169.7,0.0,-4.36,5.12,5.24,-0.0427,-0.0596,0.0512,0.967,left_hand,0.778,left_hand,0.068,abdomen,16.87,abdomen,0.692,right_thigh,0.00,NONE,0.2944,abdomen,7.85,0.48
241,0.7260,DESCENT,COM_OUTSIDE_SUPPORT,-1.0706,0.0010,-1.0704,-1.0706,-1.0706,NaN,0,0,0.0000,0.1297,-27.92,1,0.0516,1943.2,0.0,-4.38,5.12,5.28,-0.0427,-0.0598,0.0511,0.808,left_hand,0.874,left_hand,0.068,abdomen,16.88,abdomen,0.694,right_thigh,0.00,NONE,0.2944,abdomen,5.44,0.40
242,0.7290,DESCENT,COM_OUTSIDE_SUPPORT,-1.0706,0.0008,-1.0705,-1.0706,-1.0706,NaN,0,0,0.0000,0.1296,-27.82,1,0.0519,2627.1,0.0,-4.38,5.18,5.14,-0.0428,-0.0598,0.0514,0.888,left_hand,0.808,left_hand,0.067,abdomen,16.85,abdomen,0.696,right_thigh,0.00,NONE,0.2946,abdomen,8.56,0.78
243,0.7320,DESCENT,COM_OUTSIDE_SUPPORT,-1.0707,-0.0009,-1.0708,-1.0707,-1.0707,NaN,0,0,0.0000,0.1295,-27.84,1,0.0517,2155.5,0.0,-4.40,5.20,5.14,-0.0428,-0.0598,0.0512,0.684,left_hand,0.869,left_hand,0.068,abdomen,16.88,abdomen,0.698,right_thigh,0.00,NONE,0.2940,abdomen,5.31,0.67
244,0.7350,DESCENT,COM_OUTSIDE_SUPPORT,-1.0707,-0.0035,-1.0712,-1.0707,-1.0707,NaN,0,0,0.0000,0.1295,-27.82,1,0.0517,2093.6,0.0,-4.41,5.20,5.12,-0.0428,-0.0598,0.0512,0.768,left_hand,0.727,left_hand,0.068,abdomen,16.87,abdomen,0.701,right_thigh,0.00,NONE,0.2946,abdomen,4.86,0.40
245,0.7380,DESCENT,COM_OUTSIDE_SUPPORT,-1.0708,-0.0048,-1.0715,-1.0708,-1.0708,NaN,0,0,0.0000,0.1295,-27.81,1,0.0517,2147.1,0.0,-4.43,5.19,5.08,-0.0428,-0.0599,0.0512,0.766,left_hand,0.752,left_hand,0.069,abdomen,16.87,abdomen,0.703,right_thigh,0.00,NONE,0.2945,abdomen,3.83,0.39
246,0.7410,DESCENT,COM_OUTSIDE_SUPPORT,-1.0709,-0.0039,-1.0715,-1.0709,-1.0709,NaN,0,0,0.0000,0.1295,-27.79,1,0.0518,2208.0,0.0,-4.45,5.20,5.03,-0.0429,-0.0599,0.0512,0.696,left_hand,0.784,left_hand,0.068,abdomen,16.88,abdomen,0.705,right_thigh,0.00,NONE,0.2945,abdomen,3.45,0.39
247,0.7440,DESCENT,COM_OUTSIDE_SUPPORT,-1.0710,-0.0041,-1.0716,-1.0710,-1.0710,NaN,0,0,0.0000,0.1295,-27.78,1,0.0518,2228.2,0.0,-4.46,5.21,4.99,-0.0429,-0.0600,0.0512,0.655,left_hand,0.802,left_hand,0.068,abdomen,16.88,abdomen,0.707,right_thigh,0.00,NONE,0.2945,abdomen,3.28,0.39
248,0.7470,DESCENT,COM_OUTSIDE_SUPPORT,-1.0711,-0.0048,-1.0718,-1.0711,-1.0711,NaN,0,0,0.0000,0.1295,-27.77,1,0.0518,2249.6,0.0,-4.48,5.21,4.95,-0.0430,-0.0600,0.0512,0.637,left_hand,0.814,left_hand,0.068,abdomen,16.89,abdomen,0.710,right_thigh,0.00,NONE,0.2947,abdomen,3.25,0.39
249,0.7500,DESCENT,COM_OUTSIDE_SUPPORT,-1.0712,-0.0055,-1.0720,-1.0712,-1.0712,NaN,0,0,0.0000,0.1296,-27.77,1,0.0518,2261.9,0.0,-4.49,5.22,4.91,-0.0430,-0.0601,0.0512,0.633,left_hand,0.818,left_hand,0.068,abdomen,16.91,abdomen,0.713,right_thigh,0.00,NONE,0.2948,abdomen,3.44,0.39
250,0.7530,DESCENT,COM_OUTSIDE_SUPPORT,-1.0713,-0.0062,-1.0722,-1.0713,-1.0713,NaN,0,0,0.0000,0.1296,-27.76,1,0.0518,2271.5,0.0,-4.49,5.23,4.88,-0.0431,-0.0601,0.0512,0.642,left_hand,0.822,left_hand,0.068,abdomen,16.93,abdomen,0.715,right_thigh,0.00,NONE,0.2951,abdomen,3.43,0.39
251,0.7560,DESCENT,COM_OUTSIDE_SUPPORT,-1.0715,-0.0070,-1.0724,-1.0715,-1.0715,NaN,0,0,0.0000,0.1297,-27.75,1,0.0518,2272.7,0.0,-4.50,5.24,4.84,-0.0431,-0.0602,0.0512,0.635,left_hand,0.823,left_hand,0.068,abdomen,16.95,abdomen,0.718,right_thigh,0.00,NONE,0.2954,abdomen,3.39,0.39
252,0.7590,DESCENT,COM_OUTSIDE_SUPPORT,-1.0716,-0.0078,-1.0727,-1.0716,-1.0716,NaN,0,0,0.0000,0.1298,-27.75,1,0.0518,2282.2,0.0,-4.51,5.24,4.81,-0.0432,-0.0603,0.0512,0.637,left_hand,0.821,left_hand,0.068,abdomen,16.97,abdomen,0.721,right_thigh,0.00,NONE,0.2958,abdomen,3.50,0.39
253,0.7620,DESCENT,COM_OUTSIDE_SUPPORT,-1.0717,-0.0086,-1.0729,-1.0717,-1.0717,NaN,0,0,0.0000,0.1299,-27.74,1,0.0518,2281.2,0.0,-4.51,5.24,4.78,-0.0432,-0.0603,0.0512,0.616,left_hand,0.813,left_hand,0.068,abdomen,16.99,abdomen,0.724,right_thigh,0.00,NONE,0.2961,abdomen,3.54,0.38
254,0.7650,DESCENT,COM_OUTSIDE_SUPPORT,-1.0718,-0.0093,-1.0732,-1.0718,-1.0718,NaN,0,0,0.0000,0.1300,-27.74,1,0.0518,2273.3,0.0,-4.51,5.25,4.75,-0.0433,-0.0604,0.0512,0.620,left_hand,0.811,left_hand,0.068,abdomen,17.01,abdomen,0.727,right_thigh,0.00,NONE,0.2965,abdomen,3.38,0.38
255,0.7680,DESCENT,COM_OUTSIDE_SUPPORT,-1.0720,-0.0099,-1.0734,-1.0720,-1.0720,NaN,0,0,0.0000,0.1300,-27.73,1,0.0518,2267.0,0.0,-4.52,5.25,4.73,-0.0433,-0.0604,0.0512,0.619,left_hand,0.812,left_hand,0.068,abdomen,17.04,abdomen,0.730,right_thigh,0.00,NONE,0.2969,abdomen,3.43,0.38
256,0.7710,DESCENT,COM_OUTSIDE_SUPPORT,-1.0721,-0.0105,-1.0736,-1.0721,-1.0721,NaN,0,0,0.0000,0.1301,-27.73,1,0.0518,2264.6,0.0,-4.52,5.25,4.70,-0.0433,-0.0605,0.0512,0.622,left_hand,0.814,left_hand,0.068,abdomen,17.06,abdomen,0.733,right_thigh,0.00,NONE,0.2973,abdomen,3.48,0.38
257,0.7740,DESCENT,COM_OUTSIDE_SUPPORT,-1.0723,-0.0110,-1.0739,-1.0723,-1.0723,NaN,0,0,0.0000,0.1302,-27.73,1,0.0518,2261.2,0.0,-4.52,5.24,4.68,-0.0433,-0.0605,0.0512,0.622,left_hand,0.814,left_hand,0.068,abdomen,17.09,abdomen,0.736,right_thigh,0.00,NONE,0.2978,abdomen,3.45,0.38
258,0.7770,DESCENT,COM_OUTSIDE_SUPPORT,-1.0724,-0.0115,-1.0741,-1.0724,-1.0724,NaN,0,0,0.0000,0.1302,-27.72,1,0.0518,2257.4,0.0,-4.53,5.24,4.65,-0.0433,-0.0606,0.0512,0.620,left_hand,0.814,left_hand,0.068,abdomen,17.12,abdomen,0.739,right_thigh,0.00,NONE,0.2983,abdomen,3.44,0.38
259,0.7800,DESCENT,COM_OUTSIDE_SUPPORT,-1.0726,-0.0119,-1.0743,-1.0726,-1.0726,NaN,0,0,0.0000,0.1303,-27.72,1,0.0518,2256.0,0.0,-4.53,5.24,4.63,-0.0433,-0.0607,0.0512,0.621,left_hand,0.815,left_hand,0.068,abdomen,17.15,abdomen,0.742,right_thigh,0.00,NONE,0.2988,abdomen,3.45,0.38
260,0.7830,DESCENT,COM_OUTSIDE_SUPPORT,-1.0728,-0.0122,-1.0745,-1.0728,-1.0728,NaN,0,0,0.0000,0.1303,-27.72,1,0.0518,2253.9,0.0,-4.53,5.23,4.61,-0.0433,-0.0607,0.0512,0.621,left_hand,0.816,left_hand,0.068,abdomen,17.18,abdomen,0.745,right_thigh,0.00,NONE,0.2993,abdomen,3.46,0.38
261,0.7860,DESCENT,COM_OUTSIDE_SUPPORT,-1.0729,-0.0125,-1.0747,-1.0729,-1.0729,NaN,0,0,0.0000,0.1304,-27.71,1,0.0518,2251.1,0.0,-4.53,5.23,4.59,-0.0433,-0.0608,0.0512,0.620,left_hand,0.816,left_hand,0.069,abdomen,17.21,abdomen,0.748,right_thigh,0.00,NONE,0.2998,abdomen,3.47,0.38
262,0.7890,DESCENT,COM_OUTSIDE_SUPPORT,-1.0731,-0.0127,-1.0749,-1.0731,-1.0731,NaN,0,0,0.0000,0.1305,-27.71,1,0.0518,2249.9,0.0,-4.53,5.22,4.57,-0.0432,-0.0608,0.0512,0.620,left_hand,0.817,left_hand,0.069,abdomen,17.24,abdomen,0.752,right_thigh,0.00,NONE,0.3004,abdomen,3.47,0.38
263,0.7920,DESCENT,COM_OUTSIDE_SUPPORT,-1.0733,-0.0129,-1.0751,-1.0733,-1.0733,NaN,0,0,0.0000,0.1305,-27.71,1,0.0518,2249.8,0.0,-4.53,5.21,4.55,-0.0432,-0.0609,0.0512,0.620,left_hand,0.817,left_hand,0.069,abdomen,17.28,abdomen,0.755,right_thigh,0.00,NONE,0.3010,abdomen,3.48,0.38
264,0.7950,DESCENT,COM_OUTSIDE_SUPPORT,-1.0734,-0.0131,-1.0753,-1.0734,-1.0734,NaN,0,0,0.0000,0.1306,-27.71,1,0.0518,2247.6,0.0,-4.53,5.21,4.53,-0.0432,-0.0609,0.0512,0.620,left_hand,0.818,left_hand,0.069,abdomen,17.31,abdomen,0.758,right_thigh,0.00,NONE,0.3015,abdomen,3.49,0.38
265,0.7980,DESCENT,COM_OUTSIDE_SUPPORT,-1.0736,-0.0133,-1.0755,-1.0736,-1.0736,NaN,0,0,0.0000,0.1306,-27.71,1,0.0518,2245.3,0.0,-4.54,5.20,4.51,-0.0432,-0.0610,0.0512,0.620,left_hand,0.818,left_hand,0.069,abdomen,17.34,abdomen,0.761,right_thigh,0.00,NONE,0.3021,abdomen,3.51,0.38
266,0.8010,DESCENT,COM_OUTSIDE_SUPPORT,-1.0738,-0.0134,-1.0757,-1.0738,-1.0738,NaN,0,0,0.0000,0.1307,-27.71,1,0.0518,2245.2,0.0,-4.54,5.19,4.50,-0.0432,-0.0610,0.0512,0.619,left_hand,0.819,left_hand,0.069,abdomen,17.37,abdomen,0.764,right_thigh,0.00,NONE,0.3027,abdomen,3.52,0.38
267,0.8040,DESCENT,COM_OUTSIDE_SUPPORT,-1.0740,-0.0134,-1.0759,-1.0740,-1.0740,NaN,0,0,0.0000,0.1308,-27.71,1,0.0518,2243.8,0.0,-4.54,5.18,4.48,-0.0432,-0.0610,0.0512,0.619,left_hand,0.820,left_hand,0.069,abdomen,17.41,abdomen,0.767,right_thigh,0.00,NONE,0.3032,abdomen,3.53,0.38
268,0.8070,DESCENT,COM_OUTSIDE_SUPPORT,-1.0741,-0.0133,-1.0760,-1.0741,-1.0741,NaN,0,0,0.0000,0.1308,-27.71,1,0.0518,2230.7,0.0,-4.54,5.18,4.46,-0.0432,-0.0611,0.0512,0.619,left_hand,0.820,left_hand,0.069,abdomen,17.44,abdomen,0.770,right_thigh,0.00,NONE,0.3038,abdomen,3.50,0.38
269,0.8100,DESCENT,COM_OUTSIDE_SUPPORT,-1.0743,-0.0132,-1.0762,-1.0743,-1.0743,NaN,0,0,0.0000,0.1309,-27.70,1,0.0518,2232.9,0.0,-4.54,5.17,4.44,-0.0432,-0.0611,0.0512,0.638,left_hand,0.817,left_hand,0.069,abdomen,17.47,abdomen,0.773,right_thigh,0.00,NONE,0.3044,abdomen,3.43,0.39
270,0.8130,DESCENT,COM_OUTSIDE_SUPPORT,-1.0745,-0.0132,-1.0764,-1.0745,-1.0745,NaN,0,0,0.0000,0.1309,-27.69,1,0.0518,2250.5,0.0,-4.56,5.14,4.43,-0.0432,-0.0612,0.0513,0.616,left_hand,0.820,left_hand,0.069,abdomen,17.50,abdomen,0.777,right_thigh,0.00,NONE,0.3049,abdomen,4.19,0.38
271,0.8160,DESCENT,COM_OUTSIDE_SUPPORT,-1.0747,-0.0131,-1.0765,-1.0747,-1.0747,NaN,0,0,0.0000,0.1309,-27.67,1,0.0518,2533.8,0.0,-4.53,5.20,4.36,-0.0432,-0.0611,0.0513,0.611,left_forearm,0.816,left_hand,0.069,abdomen,17.53,abdomen,0.780,right_thigh,0.00,NONE,0.3055,abdomen,6.25,0.49
272,0.8190,DESCENT,COM_OUTSIDE_SUPPORT,-1.0748,-0.0131,-1.0767,-1.0748,-1.0748,NaN,0,0,0.0000,0.1310,-27.70,1,0.0517,2160.1,0.0,-4.52,5.19,4.40,-0.0430,-0.0610,0.0512,0.606,left_forearm,0.850,left_hand,0.070,abdomen,17.59,abdomen,0.783,right_thigh,0.00,NONE,0.3059,abdomen,8.73,0.69
273,0.8220,DESCENT,COM_OUTSIDE_SUPPORT,-1.0750,-0.0105,-1.0765,-1.0750,-1.0750,NaN,0,0,0.0000,0.1310,-27.74,1,0.0516,1846.5,0.0,-4.50,5.16,4.47,-0.0429,-0.0609,0.0511,0.908,left_hand,0.770,left_hand,0.071,abdomen,17.64,abdomen,0.786,right_thigh,0.00,NONE,0.3070,abdomen,10.95,0.69
274,0.8250,DESCENT,COM_OUTSIDE_SUPPORT,-1.0751,-0.0107,-1.0766,-1.0751,-1.0751,NaN,0,0,0.0000,0.1311,-27.79,1,0.0515,1655.5,0.0,-4.49,5.10,4.56,-0.0427,-0.0609,0.0510,1.084,left_hand,0.682,left_hand,0.072,abdomen,17.69,abdomen,0.790,right_thigh,0.00,NONE,0.3079,abdomen,9.86,0.71
275,0.8280,DESCENT,COM_OUTSIDE_SUPPORT,-1.0753,-0.0086,-1.0765,-1.0753,-1.0753,NaN,0,0,0.0000,0.1311,-27.80,1,0.0516,1838.9,0.0,-4.48,5.07,4.60,-0.0426,-0.0609,0.0511,1.043,left_hand,0.662,left_hand,0.072,abdomen,17.72,abdomen,0.793,right_thigh,0.00,NONE,0.3087,abdomen,8.63,0.60
276,0.8310,DESCENT,COM_OUTSIDE_SUPPORT,-1.0754,-0.0072,-1.0764,-1.0754,-1.0754,NaN,0,0,0.0000,0.1310,-27.78,1,0.0517,2115.5,0.0,-4.47,5.07,4.59,-0.0426,-0.0609,0.0512,1.001,left_hand,0.748,left_hand,0.071,abdomen,17.75,abdomen,0.795,right_thigh,0.00,NONE,0.3093,abdomen,7.66,0.49
277,0.8340,DESCENT,COM_OUTSIDE_SUPPORT,-1.0755,-0.0063,-1.0764,-1.0755,-1.0755,NaN,0,0,0.0000,0.1310,-27.82,1,0.0516,1818.6,0.0,-4.47,5.06,4.65,-0.0425,-0.0609,0.0511,0.819,left_hand,0.860,left_hand,0.071,abdomen,17.78,abdomen,0.798,right_thigh,0.00,NONE,0.3098,abdomen,9.15,0.65
278,0.8370,DESCENT,COM_OUTSIDE_SUPPORT,-1.0756,-0.0049,-1.0763,-1.0756,-1.0756,NaN,0,0,0.0000,0.1310,-27.81,1,0.0516,1989.5,0.0,-4.48,5.05,4.66,-0.0425,-0.0609,0.0512,1.006,left_hand,0.755,left_hand,0.071,abdomen,17.79,abdomen,0.801,right_thigh,0.00,NONE,0.3104,abdomen,9.76,0.63
279,0.8400,DESCENT,COM_OUTSIDE_SUPPORT,-1.0757,-0.0049,-1.0764,-1.0757,-1.0757,NaN,0,0,0.0000,0.1309,-27.84,1,0.0516,1776.7,0.0,-4.48,5.03,4.71,-0.0424,-0.0609,0.0511,0.989,left_hand,0.839,left_hand,0.071,abdomen,17.80,abdomen,0.804,right_thigh,0.00,NONE,0.3104,abdomen,9.33,0.66
280,0.8430,DESCENT,COM_OUTSIDE_SUPPORT,-1.0758,-0.0037,-1.0763,-1.0758,-1.0758,NaN,0,0,0.0000,0.1309,-27.84,1,0.0516,1899.4,0.0,-4.49,5.02,4.73,-0.0424,-0.0610,0.0512,0.995,left_hand,0.764,left_hand,0.071,abdomen,17.79,abdomen,0.806,right_thigh,0.00,NONE,0.3107,abdomen,8.65,0.60
281,0.8460,DESCENT,COM_OUTSIDE_SUPPORT,-1.0759,-0.0033,-1.0764,-1.0759,-1.0759,NaN,0,0,0.0000,0.1308,-27.82,1,0.0517,2103.5,0.0,-4.49,5.02,4.71,-0.0423,-0.0610,0.0513,0.987,left_hand,0.832,left_hand,0.071,abdomen,17.79,abdomen,0.808,right_thigh,0.00,NONE,0.3106,abdomen,8.42,0.55
282,0.8490,DESCENT,COM_OUTSIDE_SUPPORT,-1.0760,-0.0028,-1.0764,-1.0760,-1.0760,NaN,0,0,0.0000,0.1308,-27.85,1,0.0515,1900.6,0.0,-4.50,5.03,4.77,-0.0423,-0.0611,0.0511,0.860,left_hand,0.923,left_hand,0.071,abdomen,17.79,abdomen,0.811,right_thigh,0.00,NONE,0.3104,abdomen,7.62,0.53
283,0.8520,DESCENT,COM_OUTSIDE_SUPPORT,-1.0760,-0.0019,-1.0763,-1.0760,-1.0760,NaN,0,0,0.0000,0.1307,-27.76,1,0.0519,2596.0,0.0,-4.51,5.08,4.64,-0.0424,-0.0612,0.0515,1.085,left_hand,0.851,left_hand,0.070,abdomen,17.76,abdomen,0.813,right_thigh,0.00,NONE,0.3106,abdomen,4.23,1.17
284,0.8550,DESCENT,COM_OUTSIDE_SUPPORT,-1.0761,-0.0023,-1.0764,-1.0761,-1.0761,NaN,0,0,0.0000,0.1306,-27.79,1,0.0517,2063.8,0.0,-4.52,5.09,4.68,-0.0423,-0.0613,0.0513,0.566,left_forearm,0.910,left_hand,0.069,abdomen,17.78,abdomen,0.815,right_thigh,0.00,NONE,0.3100,abdomen,8.03,0.58
285,0.8580,DESCENT,COM_OUTSIDE_SUPPORT,-1.0761,-0.0058,-1.0770,-1.0761,-1.0761,NaN,0,0,0.0000,0.1306,-27.74,1,0.0519,2402.8,0.0,-4.56,5.07,4.60,-0.0423,-0.0616,0.0515,1.192,left_hand,0.825,left_hand,0.069,abdomen,17.75,abdomen,0.817,right_thigh,0.00,NONE,0.3104,abdomen,7.70,0.78
286,0.8610,DESCENT,COM_OUTSIDE_SUPPORT,-1.0762,-0.0043,-1.0768,-1.0762,-1.0762,NaN,0,0,0.0000,0.1305,-27.69,1,0.0520,2703.4,0.0,-4.59,5.11,4.46,-0.0425,-0.0615,0.0515,0.718,left_hand,0.992,left_hand,0.068,abdomen,17.72,abdomen,0.818,right_thigh,0.00,NONE,0.3097,abdomen,11.45,1.45
287,0.8640,DESCENT,COM_OUTSIDE_SUPPORT,-1.0763,-0.0072,-1.0773,-1.0763,-1.0763,NaN,0,0,0.0000,0.1306,-27.74,1,0.0518,2229.5,0.0,-4.61,5.13,4.45,-0.0426,-0.0614,0.0513,0.720,left_hand,1.051,left_hand,0.068,abdomen,17.72,abdomen,0.820,right_thigh,0.00,NONE,0.3093,abdomen,4.56,0.77
288,0.8670,DESCENT,COM_OUTSIDE_SUPPORT,-1.0764,-0.0108,-1.0780,-1.0764,-1.0764,NaN,0,0,0.0000,0.1306,-27.72,1,0.0518,2267.1,0.0,-4.61,5.13,4.43,-0.0426,-0.0613,0.0513,0.706,left_hand,0.949,left_hand,0.068,abdomen,17.70,abdomen,0.823,right_thigh,0.00,NONE,0.3093,abdomen,5.58,0.47
289,0.8700,DESCENT,COM_OUTSIDE_SUPPORT,-1.0766,-0.0089,-1.0778,-1.0766,-1.0766,NaN,0,0,0.0000,0.1307,-27.76,1,0.0516,1897.0,0.0,-4.59,5.11,4.47,-0.0426,-0.0612,0.0512,0.716,left_hand,1.027,left_hand,0.070,abdomen,17.72,abdomen,0.825,right_thigh,0.00,NONE,0.3090,abdomen,8.25,0.56
290,0.8730,DESCENT,COM_OUTSIDE_SUPPORT,-1.0767,-0.0058,-1.0775,-1.0767,-1.0767,NaN,0,0,0.0000,0.1308,-27.76,1,0.0517,2019.3,0.0,-4.58,5.08,4.48,-0.0426,-0.0611,0.0512,0.940,left_hand,0.906,left_hand,0.071,abdomen,17.74,abdomen,0.827,right_thigh,0.00,NONE,0.3093,abdomen,9.36,0.58
291,0.8760,DESCENT,COM_OUTSIDE_SUPPORT,-1.0768,-0.0058,-1.0776,-1.0768,-1.0768,NaN,0,0,0.0000,0.1309,-27.80,1,0.0515,1860.3,0.0,-4.56,5.06,4.54,-0.0425,-0.0613,0.0511,0.939,left_hand,0.980,left_hand,0.071,abdomen,17.77,abdomen,0.830,right_thigh,0.00,NONE,0.3096,abdomen,4.95,0.48
292,0.8790,DESCENT,COM_OUTSIDE_SUPPORT,-1.0769,-0.0049,-1.0776,-1.0769,-1.0769,NaN,0,0,0.0000,0.1309,-27.73,1,0.0519,2513.6,0.0,-4.54,5.08,4.46,-0.0425,-0.0613,0.0514,0.816,left_hand,0.931,left_hand,0.071,abdomen,17.78,abdomen,0.832,right_thigh,0.00,NONE,0.3102,abdomen,5.74,1.02
293,0.8820,DESCENT,COM_OUTSIDE_SUPPORT,-1.0770,-0.0050,-1.0777,-1.0770,-1.0770,NaN,0,0,0.0000,0.1309,-27.78,1,0.0517,2014.1,0.0,-4.53,5.08,4.49,-0.0425,-0.0613,0.0512,0.708,left_hand,0.978,left_hand,0.070,abdomen,17.84,abdomen,0.834,right_thigh,0.00,NONE,0.3104,abdomen,7.15,0.57
294,0.8850,DESCENT,COM_OUTSIDE_SUPPORT,-1.0770,-0.0078,-1.0781,-1.0770,-1.0770,NaN,0,0,0.0000,0.1309,-27.78,1,0.0517,2045.6,0.0,-4.53,5.06,4.50,-0.0425,-0.0612,0.0512,0.873,left_hand,0.888,left_hand,0.071,abdomen,17.84,abdomen,0.837,right_thigh,0.00,NONE,0.3113,abdomen,6.45,0.44
295,0.8880,DESCENT,COM_OUTSIDE_SUPPORT,-1.0771,-0.0062,-1.0780,-1.0771,-1.0771,NaN,0,0,0.0000,0.1310,-27.78,1,0.0517,2100.6,0.0,-4.53,5.05,4.50,-0.0424,-0.0613,0.0513,0.841,left_hand,0.928,left_hand,0.071,abdomen,17.85,abdomen,0.839,right_thigh,0.00,NONE,0.3114,abdomen,5.68,0.38
296,0.8910,DESCENT,COM_OUTSIDE_SUPPORT,-1.0772,-0.0051,-1.0780,-1.0772,-1.0772,NaN,0,0,0.0000,0.1310,-27.78,1,0.0517,2143.1,0.0,-4.54,5.05,4.49,-0.0424,-0.0613,0.0513,0.787,left_hand,0.955,left_hand,0.071,abdomen,17.85,abdomen,0.840,right_thigh,0.00,NONE,0.3115,abdomen,5.11,0.36
297,0.8940,DESCENT,COM_OUTSIDE_SUPPORT,-1.0773,-0.0050,-1.0780,-1.0773,-1.0773,NaN,0,0,0.0000,0.1309,-27.76,1,0.0518,2322.9,0.0,-4.54,5.06,4.45,-0.0424,-0.0613,0.0514,0.745,left_hand,0.969,left_hand,0.070,abdomen,17.85,abdomen,0.842,right_thigh,0.00,NONE,0.3116,abdomen,5.28,0.33
298,0.8970,DESCENT,COM_OUTSIDE_SUPPORT,-1.0774,-0.0052,-1.0782,-1.0774,-1.0774,NaN,0,0,0.0000,0.1310,-27.79,1,0.0516,1985.3,0.0,-4.54,5.05,4.51,-0.0423,-0.0614,0.0512,0.618,left_hand,1.038,left_hand,0.071,abdomen,17.87,abdomen,0.845,right_thigh,0.00,NONE,0.3116,abdomen,6.80,0.36
299,0.9000,DESCENT,COM_OUTSIDE_SUPPORT,-1.0775,-0.0043,-1.0781,-1.0775,-1.0775,NaN,0,0,0.0000,0.1309,-27.73,1,0.0519,2559.5,0.0,-4.53,5.08,4.41,-0.0424,-0.0614,0.0515,1.036,left_hand,0.911,left_hand,0.070,abdomen,17.86,abdomen,0.847,right_thigh,0.00,NONE,0.3119,abdomen,7.42,0.81
300,0.9030,DESCENT,COM_OUTSIDE_SUPPORT,-1.0776,-0.0054,-1.0784,-1.0776,-1.0776,NaN,0,0,0.0000,0.1309,-27.76,1,0.0517,2286.1,0.0,-4.53,5.09,4.45,-0.0423,-0.0614,0.0513,0.583,left_forearm,0.954,left_hand,0.070,abdomen,17.88,abdomen,0.849,right_thigh,0.00,NONE,0.3116,abdomen,36.20,1.36
301,0.9060,DESCENT,COM_OUTSIDE_SUPPORT,-1.0777,-0.0066,-1.0786,-1.0777,-1.0777,NaN,0,0,0.0000,0.1309,-27.76,1,0.0518,2332.4,0.0,-4.53,5.08,4.43,-0.0422,-0.0613,0.0514,3.069,left_hand,0.754,left_hand,0.071,abdomen,17.88,abdomen,0.851,right_thigh,0.00,NONE,0.3121,abdomen,4.63,0.53
302,0.9090,DESCENT,COM_OUTSIDE_SUPPORT,-1.0778,-0.0068,-1.0787,-1.0778,-1.0778,NaN,0,0,0.0000,0.1309,-27.79,1,0.0517,2100.0,0.0,-4.53,5.08,4.46,-0.0422,-0.0612,0.0513,0.618,left_hand,0.717,left_hand,0.071,abdomen,17.90,abdomen,0.853,right_thigh,0.00,NONE,0.3121,abdomen,8.49,0.70
303,0.9120,DESCENT,COM_OUTSIDE_SUPPORT,-1.0778,-0.0051,-1.0786,-1.0778,-1.0778,NaN,0,0,0.0000,0.1310,-27.83,1,0.0516,1883.4,0.0,-4.53,5.04,4.53,-0.0422,-0.0611,0.0512,0.901,left_hand,0.644,left_hand,0.071,abdomen,17.91,abdomen,0.855,right_thigh,0.00,NONE,0.3124,abdomen,10.52,0.66
304,0.9150,DESCENT,COM_OUTSIDE_SUPPORT,-1.0779,-0.0053,-1.0787,-1.0779,-1.0779,NaN,0,0,0.0000,0.1310,-27.88,1,0.0515,1710.7,0.0,-4.53,4.99,4.61,-0.0421,-0.0611,0.0511,1.073,left_hand,0.596,left_hand,0.072,abdomen,17.91,abdomen,0.857,right_thigh,0.00,NONE,0.3126,abdomen,12.03,0.79
305,0.9180,DESCENT,COM_OUTSIDE_SUPPORT,-1.0780,-0.0038,-1.0786,-1.0780,-1.0780,NaN,0,0,0.0000,0.1310,-27.92,1,0.0515,1642.2,0.0,-4.52,4.94,4.69,-0.0420,-0.0610,0.0511,1.171,left_hand,0.592,left_hand,0.072,abdomen,17.91,abdomen,0.860,right_thigh,0.00,NONE,0.3127,abdomen,11.40,0.75
